Year,Position,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,League
2022,G,3,David Kramer,BLB,30,29.25,36.625,11.75,27.125,0.5425,5.75,14.375,0.5062500000000001,7.25,10.0,0.9075,2.25,7.0,9.375,3.625,2.875,0.625,5.25,7.125,German BBL
2022,G,4,Michal Michalak,EWE,23,27.125,36.25,12.125,27.25,0.55875,4.25,13.0,0.405,7.75,9.75,0.9875,2.25,7.875,10.125,4.75,1.625,0.375,3.25,5.25,German BBL
2022,G,5,Rawle Alkins,LUD,24,23.0,33.125,12.375,26.5,0.58375,2.25,9.875,0.29125,6.125,9.375,0.8150000000000001,3.5,4.875,8.375,4.25,2.625,1.0,3.375,4.125,German BBL
2022,G,6,Jamel Morris,BC,34,39.0,31.875,10.75,24.0,0.56,4.5,10.5,0.53125,5.875,7.625,0.97,0.5,3.375,3.875,5.125,1.25,0.25,5.75,5.5,German BBL
2022,G,7,Robin Amaize,BLB,13,33.125,31.0,11.375,23.875,0.5925,3.625,11.125,0.41000000000000003,4.75,6.125,0.96375,2.625,5.875,8.5,7.125,3.5,0.375,6.125,6.625,German BBL
2022,G,8,Andreas Obst,BAY,43,24.375,30.25,9.625,22.0,0.5475,7.375,17.375,0.5325,3.625,3.875,1.13625,0.5,5.5,6.0,4.0,1.125,0.0,2.5,6.625,German BBL
2022,G,9,Sacar Anim,BAY,33,36.625,29.375,9.625,22.875,0.52125,3.25,9.75,0.41125,7.0,9.5,0.92875,1.25,4.5,5.75,3.75,1.75,0.5,4.125,4.375,German BBL
2022,G,10,Darrun Hilliard,BAY,12,27.75,28.875,8.375,20.75,0.5025000000000001,5.125,13.5,0.47875,7.0,8.375,1.0474999999999999,0.5,5.625,6.125,6.5,3.375,0.25,5.0,5.375,German BBL
2022,G,11,Jordan Geist,MLP,33,33.125,28.625,8.875,21.5,0.5187499999999999,2.75,9.0,0.38125,8.0,9.5,1.05125,1.5,6.375,7.875,3.875,2.375,0.25,3.0,6.125,German BBL
2022,G,12,Robert Lowery,MLP,30,34.875,28.5,9.625,21.25,0.56875,4.25,11.0,0.48250000000000004,4.75,5.75,1.0474999999999999,1.375,3.125,4.5,9.375,2.25,0.125,4.5,5.75,German BBL
2022,G,13,Jaleen Smith,BER,40,28.625,28.375,9.75,22.625,0.53625,5.125,13.375,0.48375,3.875,4.25,1.135,1.875,5.5,7.375,9.0,2.0,0.5,4.125,3.875,German BBL
2022,G,14,Semaj Christon,RUL,37,38.75,28.25,11.125,23.625,0.5862499999999999,1.375,3.875,0.44499999999999995,4.75,7.0,0.8425,1.125,3.75,4.875,11.0,2.125,0.25,5.25,4.0,German BBL
2022,G,15,James Woodard,LUD,29,25.75,27.875,10.375,24.125,0.54,4.5,13.25,0.42625,2.5,4.125,0.7625,3.0,6.375,9.375,5.75,2.125,0.25,2.875,7.0,German BBL
2022,G,16,Jonah Radebaugh,LUD,40,39.75,27.875,9.625,21.875,0.55375,4.5,11.5,0.485,4.0,5.125,0.9950000000000001,2.125,8.0,10.125,7.0,3.25,0.5,3.125,4.875,German BBL
2022,G,17,Terrell Harris,CRA,32,36.375,27.5,10.0,21.375,0.5874999999999999,2.625,7.25,0.45375,4.75,6.25,0.94375,1.25,4.875,6.125,6.25,2.375,0.125,4.125,3.625,German BBL
2022,G,18,Marcus Thornton,BAY,25,34.0,27.25,9.125,23.375,0.48625,4.75,12.75,0.46875,4.375,6.125,0.875,0.5,3.5,4.0,5.75,1.625,0.125,5.875,3.5,German BBL
2022,G,19,Maurice Stuckey,CRA,29,28.625,27.125,8.125,21.625,0.47125,6.5,18.25,0.44499999999999995,4.375,5.375,1.0174999999999998,0.625,6.0,6.625,3.75,2.0,0.375,2.75,7.75,German BBL
2022,G,20,Cameron Hunt,OLI,33,35.75,26.375,8.875,19.125,0.58375,3.0,7.375,0.52125,5.5,6.125,1.12125,1.25,3.875,5.125,7.25,1.875,0.5,3.5,5.5,German BBL
2022,G,21,Skyler Bowlin,TBB,38,26.875,25.625,7.875,20.875,0.46875,6.625,17.5,0.47250000000000003,3.25,4.375,0.95375,2.0,3.25,5.25,9.75,1.875,0.0,4.75,5.125,German BBL
2022,G,22,Anthony Watkins,MLP,14,1.875,25.125,8.375,19.5,0.53625,0.0,2.75,0.0,8.375,22.375,0.46875,2.75,8.375,11.125,8.375,0.0,0.0,8.375,5.625,German BBL
2022,G,23,Nihad Djedovic,BAY,35,23.375,25.0,7.75,16.25,0.59375,2.25,6.75,0.405,7.375,9.125,1.0125000000000002,2.625,7.375,9.875,4.375,1.625,0.25,3.625,6.375,German BBL
2022,G,24,Jon Axel Gudmundsson,CRA,17,17.875,24.875,8.625,20.375,0.5275,4.0,10.375,0.47625,3.75,6.375,0.72125,1.5,6.875,8.375,6.125,1.75,0.0,4.0,7.625,German BBL
2022,G,25,Tyson Ward,TBB,32,21.75,24.0,9.0,19.0,0.59625,1.625,5.875,0.34125000000000005,4.25,6.875,0.78125,4.75,7.875,12.625,3.25,2.75,1.0,3.125,9.25,German BBL
2022,G,26,Yovel Zoosman,BER,39,25.375,24.0,8.375,20.625,0.505,3.75,11.125,0.42750000000000005,3.5,5.125,0.8587500000000001,2.625,6.625,9.25,4.875,3.375,0.625,2.875,5.125,German BBL
2022,G,27,Ognjen Jaramaz,BAY,35,26.5,23.625,8.125,20.0,0.5062500000000001,3.25,10.25,0.39375,4.25,5.375,0.9850000000000001,1.25,4.0,5.25,6.25,2.375,0.375,4.125,7.375,German BBL
2022,G,28,Kay Bruhnke,BAY,26,20.0,23.375,8.375,16.625,0.63,3.125,8.75,0.45125,3.5,4.875,0.8825,2.125,6.875,9.125,2.25,1.625,1.625,2.875,8.625,German BBL
2022,G,29,Elias Lasisi,CRA,28,27.125,22.875,7.5,17.625,0.53125,4.375,12.0,0.46125,3.5,4.125,1.04125,0.875,6.0,6.875,3.5,1.75,0.25,1.75,3.5,German BBL
2022,G,30,Trevon Bluiett,HAM,12,20.375,22.75,8.875,20.0,0.5575,4.0,12.625,0.39625,0.875,2.125,0.53625,3.625,7.0,10.75,4.875,1.25,0.0,2.75,5.875,German BBL
2022,G,31,Evans Rapieque,BC,11,2.75,22.625,5.0,7.5,0.83375,0.0,0.0,0.0,12.625,20.125,0.78125,0.0,0.0,0.0,12.625,5.0,0.0,0.0,5.0,German BBL
2022,G,32,T.J. Williams,GIE,10,35.875,22.5,9.0,26.875,0.41625,1.875,7.25,0.32125000000000004,2.75,6.625,0.5075000000000001,2.25,3.375,5.625,6.0,1.875,0.0,3.75,4.75,German BBL
2022,G,33,Jonas Richter,BVC,37,26.375,22.125,9.125,16.125,0.705,1.25,4.0,0.385,2.625,5.25,0.64375,4.25,8.375,12.75,4.625,2.5,1.375,4.625,8.375,German BBL
2022,G,34,Marcel Ponitka,FRA,12,34.125,22.0,8.625,18.5,0.58125,1.625,5.625,0.3625,3.125,6.25,0.625,1.625,5.5,7.125,9.875,3.875,0.125,5.25,6.0,German BBL
2022,G,35,Nick Weiler-Babb,BAY,39,29.875,21.5,7.5,15.375,0.6125,3.0,7.75,0.47875,3.5,4.125,1.055,2.625,7.25,9.875,7.25,3.125,0.375,3.125,6.0,German BBL
2022,G,36,Frantz Massenat,BVC,36,34.875,21.0,6.875,16.5,0.5187499999999999,3.125,9.375,0.41125,4.125,5.375,0.96125,0.875,4.0,5.0,11.25,2.0,0.25,5.125,6.5,German BBL
2022,G,37,Fedor Zugic,RUL,35,18.25,20.875,6.625,17.5,0.47875,3.25,10.375,0.39375,4.25,6.0,0.8825,0.875,5.0,5.875,2.125,0.875,0.25,5.5,7.625,German BBL
2022,G,38,Behnam Yakhchalidehkordi,BC,31,24.0,20.75,6.875,17.125,0.5,2.625,9.0,0.365,4.5,5.875,0.94875,1.75,4.625,6.375,4.5,1.0,0.25,3.5,6.75,German BBL
2022,G,39,Len Schoormann,FRA,30,28.0,20.625,7.125,18.375,0.47875,2.875,10.25,0.35125000000000006,3.625,4.75,0.9675,1.375,3.75,5.125,2.375,1.875,0.5,4.5,4.25,German BBL
2022,G,40,Kenneth Ogbe,BRO,32,25.75,20.25,6.5,17.125,0.47875,1.875,7.375,0.32375,5.25,7.75,0.8387500000000001,3.375,6.25,9.5,2.25,1.875,0.125,3.125,5.625,German BBL
2022,G,41,Patrick Heckmann,BRO,17,32.0,19.875,6.25,13.625,0.56875,1.375,5.625,0.305,6.125,7.375,1.0374999999999999,2.625,6.75,9.375,7.0,2.375,0.75,5.375,6.875,German BBL
2022,G,42,Quantez Robertson,FRA,29,36.25,18.25,6.25,18.25,0.42625,2.75,10.875,0.32125000000000004,3.0,3.625,1.03,1.25,7.375,8.5,7.375,2.875,0.25,5.125,6.5,German BBL
2022,G,43,Kilian Binapfl,GIE,23,13.375,16.125,6.625,16.375,0.50375,1.0,5.875,0.20875000000000002,2.0,4.875,0.5,3.625,8.125,11.75,0.75,1.5,1.25,2.875,5.375,German BBL
2022,G,44,Jonas Mattisseck,BER,41,18.125,16.0,5.125,13.125,0.49,3.75,9.75,0.48125,1.875,2.625,0.91375,1.25,4.0,5.25,3.0,2.375,0.125,0.875,6.875,German BBL
2022,G,45,Kevin Wohlrath,BAY,28,19.125,15.75,5.625,14.75,0.47125,2.5,7.375,0.42500000000000004,2.125,2.5,1.04125,2.0,4.75,6.75,1.0,1.5,0.375,2.125,4.5,German BBL
2022,G,46,Tim Hasbargen,TBB,17,10.375,14.375,5.875,13.125,0.5650000000000001,2.5,8.875,0.3575,0.0,0.0,0.0,2.125,3.0,5.125,3.0,1.75,0.0,2.125,7.625,German BBL
2022,G,47,Zan Sisko,BAY,34,24.875,13.25,4.625,11.625,0.49250000000000005,1.375,5.375,0.3275,2.625,3.125,1.04125,1.25,4.75,5.875,13.375,2.0,0.25,3.625,7.625,German BBL
2022,G,48,Felix Hoffmann,OLI,27,21.375,12.875,4.625,11.5,0.505,2.375,6.375,0.45875,1.125,1.875,0.80375,2.375,9.5,11.875,3.875,2.5,0.125,2.625,6.25,German BBL
2022,G,49,Karsten Tadda,TBB,40,34.75,12.875,3.875,9.625,0.505,2.875,7.375,0.48375,2.25,2.75,1.025,1.75,3.0,4.75,4.375,1.875,0.0,2.25,5.0,German BBL
2022,G,50,Felix Hecker,FRA,17,10.375,12.75,4.75,12.375,0.47375,2.5,9.875,0.32625000000000004,0.875,0.875,1.25,1.75,2.5,4.25,1.75,0.0,0.0,3.875,10.25,German BBL
2022,G,51,Marvin Omuvwie,BRO,22,7.0,11.25,4.375,11.25,0.48875,2.0,5.875,0.41625,0.5,2.875,0.20875000000000002,2.375,7.25,9.75,2.0,2.0,1.0,1.0,8.75,German BBL
2022,G,52,Maximilian Begue,GIE,27,13.625,7.125,2.875,10.375,0.34375,0.25,2.5,0.10375000000000001,1.25,2.5,0.625,2.25,8.375,10.625,4.125,2.625,0.375,6.125,6.25,German BBL
2022,F,1,Marcus Eriksson,BER,10,25.875,39.125,13.375,24.375,0.685,9.0,18.875,0.59625,3.5,3.75,1.15375,0.0,4.375,4.375,3.75,0.625,0.0,2.375,2.625,German BBL
2022,F,2,Caleb Homesley,HAM,35,33.0,36.375,12.75,31.625,0.5062500000000001,6.375,18.625,0.42625,4.375,5.875,0.9450000000000001,1.25,7.5,8.75,10.625,2.0,1.0,6.5,4.625,German BBL
2022,F,3,Deshaun Thomas,BAY,40,30.375,36.25,13.75,26.125,0.6575,3.625,8.875,0.5087499999999999,5.125,7.0,0.91875,3.25,5.25,8.5,2.75,1.25,0.625,3.875,3.625,German BBL
2022,F,4,Javontae Hawkins,TBB,29,33.5,34.75,11.625,26.125,0.55875,4.375,11.875,0.46625,7.0,9.0,0.9725,2.625,5.5,8.125,2.375,1.0,0.5,3.75,4.5,German BBL
2022,F,5,Nuni Omot,GIE,32,32.625,34.125,12.0,24.125,0.62375,3.75,10.5,0.4425,6.25,8.125,0.97375,2.875,8.875,11.75,2.625,1.375,0.75,4.75,4.25,German BBL
2022,F,6,Oscar da Silva,BER,41,25.25,33.625,14.0,22.125,0.7887500000000001,1.25,2.875,0.5775,4.375,5.625,0.9775,4.75,10.75,15.5,3.25,3.0,3.125,2.75,4.0,German BBL
2022,F,7,Michael Kessens,TBB,39,24.25,30.125,12.0,18.125,0.8300000000000001,0.0,0.125,0.0,6.0,9.0,0.84125,6.625,8.75,15.375,2.0,1.625,1.0,4.25,9.25,German BBL
2022,F,8,William Buford,OLI,27,30.625,29.625,11.125,23.875,0.5850000000000001,3.25,8.25,0.495,4.0,4.625,1.0787499999999999,1.875,7.125,9.0,6.375,2.125,0.5,2.625,5.625,German BBL
2022,F,9,Brayon Blake,GIE,10,33.625,29.5,9.125,21.625,0.5287499999999999,5.375,13.375,0.5,5.75,6.75,1.08375,2.0,10.25,12.25,2.25,2.25,0.0,2.25,6.875,German BBL
2022,F,10,Mindaugas Susinskas,BVC,37,29.125,28.875,10.625,19.125,0.6950000000000001,5.125,10.625,0.59625,2.625,3.125,1.0274999999999999,1.75,6.0,7.875,4.0,2.25,0.75,3.0,7.25,German BBL
2022,F,11,Cameron Clark,EWE,13,33.875,28.875,11.125,24.25,0.5725,1.875,4.375,0.5287499999999999,4.75,7.625,0.7775,3.375,9.5,13.0,1.875,2.0,0.375,2.75,6.375,German BBL
2022,F,12,Omar Prewitt,BRO,37,32.25,28.5,8.75,22.875,0.48250000000000004,4.25,12.0,0.43875,6.625,8.625,0.96,1.25,7.125,8.375,8.75,2.0,0.25,5.625,4.375,German BBL
2022,F,13,Jeremy Morgan,TBB,33,36.125,27.25,9.5,22.625,0.52625,4.875,15.875,0.38,3.375,4.125,1.0225,2.5,5.5,8.0,3.875,2.75,1.0,2.375,5.75,German BBL
2022,F,14,Ricky Paulding,EWE,34,32.875,27.125,10.25,21.25,0.60125,3.875,10.375,0.4675,2.875,3.375,1.075,1.5,4.25,5.875,3.625,2.5,0.5,2.25,4.375,German BBL
2022,F,15,Jake Toolson,GOE,26,32.625,27.125,9.0,19.875,0.56125,6.125,13.5,0.56375,3.125,3.875,0.99375,0.875,4.625,5.5,4.0,1.625,0.25,2.75,4.125,German BBL
2022,F,16,Jalen Tate,GIE,10,26.875,26.5,8.875,19.5,0.57125,0.5,3.375,0.20875000000000002,8.125,10.0,1.0075,3.125,4.75,7.75,5.875,1.625,0.5,6.625,8.375,German BBL
2022,F,17,Sindarius Thornwell,RUL,29,38.125,26.375,9.0,18.625,0.6,3.0,7.875,0.48125,5.375,7.0,0.9712500000000001,1.75,9.25,10.875,4.375,2.5,1.5,3.875,3.0,German BBL
2022,F,18,Florian Koch,GIE,32,25.75,26.25,8.5,18.5,0.57875,4.25,10.25,0.52,4.875,5.125,1.205,2.25,7.125,9.375,1.875,0.875,0.125,2.75,4.5,German BBL
2022,F,19,Louis Olinde,BER,38,22.0,26.25,9.375,19.0,0.61625,2.375,8.125,0.375,5.125,6.25,1.0325,3.875,9.125,12.875,2.375,2.375,1.375,3.0,5.125,German BBL
2022,F,20,Lukas Meisner,HAM,35,23.25,26.125,9.875,20.875,0.5912499999999999,4.0,10.75,0.46375,2.5,4.0,0.785,3.75,8.75,12.5,3.375,2.375,1.125,3.75,6.5,German BBL
2022,F,21,Kostja Mushidi,BC,25,34.5,25.375,8.75,18.25,0.5974999999999999,4.25,10.75,0.49750000000000005,3.625,5.125,0.8899999999999999,0.75,3.5,4.25,3.875,1.75,1.0,3.25,7.5,German BBL
2022,F,22,Robin Christen,HAM,36,21.375,25.25,8.375,18.375,0.56875,6.125,14.625,0.525,2.375,3.0,1.0075,1.875,4.875,6.75,2.5,2.125,0.0,2.875,5.625,German BBL
2022,F,23,Karim Jallow,RUL,30,24.625,25.25,9.375,17.625,0.665,1.75,6.125,0.35374999999999995,4.75,7.125,0.8387500000000001,2.625,5.875,8.5,2.625,2.375,0.375,5.0,6.125,German BBL
2022,F,24,Kelvin Martin,MLP,27,34.125,23.625,9.5,18.375,0.6475,1.0,4.125,0.325,3.5,6.125,0.7162499999999999,3.0,8.75,11.75,3.125,4.625,0.375,3.625,7.5,German BBL
2022,F,25,Vladimir Lucic,BAY,32,28.875,23.5,7.25,16.0,0.57125,2.75,8.375,0.40875,6.125,7.25,1.055,1.875,8.0,9.875,4.875,1.625,0.5,2.875,5.0,German BBL
2022,F,26,Aigars Skele,OLI,17,28.5,22.875,8.5,18.75,0.56875,2.375,6.5,0.44625,3.5,4.75,0.9275,1.375,5.875,7.25,7.25,1.875,0.25,5.75,6.0,German BBL
2022,F,27,J.D. Miller,GIE,23,27.75,22.875,9.375,17.25,0.68,0.625,1.375,0.52125,3.375,5.375,0.7875,4.375,7.75,12.125,4.375,1.875,1.625,4.5,5.75,German BBL
2022,F,28,Albert Kuppe,MLP,21,5.75,22.75,8.0,17.875,0.56,2.5,9.875,0.3125,4.25,4.25,1.25,2.5,3.75,6.125,1.875,1.875,0.0,1.875,10.5,German BBL
2022,F,29,Jared Savage,CRA,16,17.375,22.625,7.875,14.5,0.67125,5.875,11.375,0.655,1.125,1.875,0.7137499999999999,1.375,9.375,10.75,2.125,2.375,0.75,1.375,7.25,German BBL
2022,F,30,Rasheed Moore,FRA,34,34.875,22.125,8.0,18.75,0.53625,2.625,7.75,0.41625,3.5,5.0,0.88625,3.125,7.625,10.75,2.5,1.5,0.625,2.0,3.375,German BBL
2022,F,31,Janari Joesaar,BAY,22,35.125,22.125,7.75,15.875,0.61375,3.625,8.875,0.51625,2.875,3.5,1.04125,3.25,10.25,13.375,2.75,2.5,0.625,3.0,5.5,German BBL
2022,F,32,Sergio Kerusch,BC,32,14.125,21.875,8.625,17.75,0.6074999999999999,1.375,5.5,0.3025,3.375,5.5,0.7575,4.75,9.75,14.625,1.5,1.375,0.625,2.625,8.0,German BBL
2022,F,33,Tomas Kyzlink,BRO,24,31.75,21.5,7.875,18.125,0.54375,2.125,7.875,0.34375,3.625,5.125,0.8899999999999999,3.125,6.375,9.5,3.625,0.875,0.125,3.125,7.0,German BBL
2022,F,34,Luc Van Slooten,BLB,29,25.875,21.375,7.0,19.625,0.44625,4.25,13.75,0.3925,3.125,5.125,0.76,2.25,6.75,8.875,3.125,3.625,0.25,4.625,6.25,German BBL
2022,F,35,Trent Lockett,BVC,27,30.875,21.375,8.375,18.125,0.57875,2.0,5.5,0.45125,2.75,3.875,0.8724999999999999,2.375,6.375,8.875,6.625,1.375,0.75,4.375,6.25,German BBL
2022,F,36,Gavin Schilling,BAY,37,15.5,21.0,8.5,16.25,0.655,0.0,0.0,0.0,4.0,7.875,0.64625,6.625,13.375,20.0,2.5,1.75,0.875,4.5,8.75,German BBL
2022,F,37,Jacob Patrick,LUD,31,14.125,20.875,6.875,25.5,0.335,3.875,15.375,0.32,3.25,4.125,0.99,1.75,4.125,5.75,2.25,3.125,0.375,1.875,6.625,German BBL
2022,F,38,Joshua Obiesie,BAY,22,10.0,20.75,6.5,15.0,0.54,2.0,7.125,0.3575,5.75,7.125,1.0125000000000002,1.75,7.5,9.125,5.5,3.375,1.375,6.125,7.5,German BBL
2022,F,39,Shy Ely,MLP,33,35.75,19.625,7.375,17.125,0.53875,2.25,6.375,0.43374999999999997,2.625,3.25,1.01,1.375,5.75,7.125,3.25,1.125,0.125,2.75,3.5,German BBL
2022,F,40,Malte Delow,BER,34,21.5,19.375,7.125,15.125,0.5862499999999999,3.125,8.375,0.47875,2.0,2.375,1.0325,3.125,5.5,8.625,4.75,2.625,0.75,2.625,6.625,German BBL
2022,F,41,Lukas Wank,FRA,33,23.875,19.0,6.625,16.5,0.49875,3.375,9.875,0.4375,2.5,3.375,0.92875,2.625,7.0,9.75,4.25,1.75,0.875,5.5,8.25,German BBL
2022,F,42,Zach Brown,HAM,23,20.375,18.25,6.375,16.5,0.485,3.375,11.875,0.355,2.125,2.875,0.9025,1.875,4.375,6.25,2.625,1.75,0.625,2.625,6.375,German BBL
2022,F,43,Yorman Polas,LUD,38,26.0,17.75,6.375,16.625,0.48125,1.625,6.875,0.3025,3.375,4.75,0.8875,4.75,6.375,11.125,3.625,1.5,0.125,3.125,7.5,German BBL
2022,F,44,Fabian Bleck,CRA,31,33.75,17.625,6.625,12.25,0.6725000000000001,1.875,5.375,0.43374999999999997,2.625,3.125,1.04625,3.0,7.125,10.125,4.125,2.125,0.5,2.0,7.75,German BBL
2022,F,45,Nicholas Tischler,BLB,33,21.25,17.125,6.75,14.5,0.57875,1.0,3.875,0.3125,2.625,3.625,0.91875,2.125,6.5,8.625,1.625,1.75,0.75,2.375,8.125,German BBL
2022,F,46,Martins Laksa,GIE,18,31.75,16.75,5.5,14.0,0.49125,3.75,9.75,0.49,2.0,2.375,1.04125,1.875,4.625,6.375,0.875,1.5,0.125,2.125,5.0,German BBL
2022,F,47,Brandon Tischler,BLB,33,18.0,16.375,5.25,10.875,0.61,1.5,3.25,0.5775,4.25,6.5,0.83375,4.0,8.5,12.5,1.875,2.0,0.75,2.5,9.0,German BBL
2022,F,48,Jason George,BAY,41,16.875,15.75,5.125,10.75,0.59375,2.75,6.75,0.50375,2.875,3.875,0.9375,3.125,5.625,8.75,2.0,0.75,1.0,2.75,6.75,German BBL
2022,F,49,Christoph Philipps,RUL,18,9.625,15.625,3.875,11.375,0.4325,0.375,3.875,0.13875,7.375,10.5,0.885,1.75,7.0,8.75,3.5,4.375,0.0,3.0,8.75,German BBL
2022,F,50,Niklas Wimberg,BVC,26,30.75,15.625,5.75,13.5,0.53875,2.125,8.125,0.33,1.875,2.375,0.96125,2.375,8.375,10.75,2.875,1.125,1.0,3.5,5.0,German BBL
2022,F,51,Sebastian Herrera,EWE,32,21.0,15.625,5.375,14.25,0.46875,2.75,8.5,0.41125,2.125,2.125,1.25,2.5,4.875,7.375,4.625,3.375,0.25,2.5,7.5,German BBL
2022,F,52,Marios Giotis,GOE,12,3.625,15.5,6.875,18.875,0.45499999999999996,1.75,5.125,0.41625,0.0,3.375,0.0,1.75,5.125,6.875,3.375,0.0,0.0,1.75,5.125,German BBL
2022,F,53,Akeem Vargas,GOE,34,24.25,14.5,4.625,11.125,0.5225,3.25,8.5,0.48375,1.875,2.875,0.8462500000000001,2.0,6.25,8.25,2.25,1.25,0.0,1.5,4.875,German BBL
2022,F,54,Alex King,OLI,23,13.625,13.875,3.875,12.5,0.385,2.625,9.125,0.36124999999999996,3.625,4.5,0.9862500000000001,0.75,5.0,5.75,3.375,1.25,0.0,1.625,5.25,German BBL
2022,F,55,Julian Albus,OLI,27,15.5,13.875,4.625,11.5,0.5075000000000001,2.875,8.5,0.42500000000000004,1.625,1.75,1.125,1.75,4.0,5.75,5.875,0.875,0.5,2.75,7.5,German BBL
2022,F,56,Dominic Lockhart,BRO,29,26.75,10.0,3.375,8.375,0.5025000000000001,2.0,6.625,0.38625,1.25,2.0,0.7737499999999999,2.0,4.5,6.5,3.375,1.875,0.25,2.75,8.125,German BBL
2022,F,1,Desi Rodriguez,OLI,34,28.0,39.125,15.25,24.0,0.79375,0.125,1.625,0.11875,8.625,10.75,1.00125,5.375,10.125,15.5,3.375,2.5,1.375,5.5,6.5,German BBL
2022,F,2,Jamel McLean,FRA,21,27.375,32.125,10.375,18.0,0.725,0.125,0.75,0.20875000000000002,11.125,15.625,0.885,4.125,9.25,13.375,2.25,3.125,0.375,4.75,6.75,German BBL
2022,F,3,Jaron Blossomgame,RUL,37,38.875,30.5,10.625,20.75,0.6375,2.875,7.625,0.47375,6.375,8.25,0.97875,2.0,8.5,10.5,2.125,1.625,1.125,2.25,3.5,German BBL
2022,F,4,Abdul-Malik Abu,OLI,11,17.0,29.75,11.625,18.5,0.7875,0.375,1.25,0.41625,6.0,9.625,0.78125,6.875,6.875,13.625,2.375,1.25,0.375,7.625,7.625,German BBL
2022,F,5,Augustine Rubit,BAY,33,27.0,29.375,10.5,19.0,0.69125,1.0,2.5,0.5175,7.375,9.25,1.0,4.625,9.0,13.625,3.5,2.625,1.375,2.75,5.0,German BBL
2022,F,6,Justin Simon,LUD,37,34.25,28.625,11.375,24.75,0.5725,1.5,5.75,0.325,4.625,7.625,0.7525,3.5,7.875,11.375,3.75,3.75,1.5,2.25,4.75,German BBL
2022,F,7,Tremmell Darden,LUD,29,29.5,28.25,11.0,22.75,0.60625,2.875,8.375,0.43374999999999997,3.375,4.5,0.93125,3.25,6.375,9.625,3.125,2.75,1.875,2.5,5.875,German BBL
2022,F,8,Akil Mitchell,BRO,24,32.75,27.375,11.125,21.5,0.6475,1.375,3.75,0.44875,3.75,7.625,0.61,5.25,9.625,14.875,6.75,3.0,1.0,6.25,6.0,German BBL
2022,F,9,Martin Peterka,BLB,33,33.5,27.0,9.75,19.625,0.62125,5.5,12.75,0.53875,2.0,2.5,0.98,2.625,5.75,8.375,4.625,1.25,0.375,2.375,3.75,German BBL
2022,F,10,Justin Simon,RUL,2,36.5,26.75,11.25,23.625,0.5974999999999999,2.0,7.25,0.3575,2.0,3.125,0.83375,1.0,5.125,6.125,2.0,4.125,1.0,1.0,5.125,German BBL
2022,F,11,Saulius Kulvietis,TBB,30,30.25,26.5,8.5,19.375,0.55,5.25,14.25,0.4575,4.25,5.0,1.065,2.875,5.5,8.375,2.75,1.375,0.375,2.5,5.5,German BBL
2022,F,12,Martynas Sajus,BAY,31,32.375,26.25,10.0,14.625,0.8525,0.0,0.125,0.0,6.375,8.5,0.95125,6.375,9.75,16.125,4.0,1.875,2.0,3.375,6.0,German BBL
2022,F,13,Darion Atkins,BVC,32,33.375,26.25,11.125,20.0,0.6950000000000001,0.875,3.125,0.34125000000000005,3.125,4.75,0.8275,4.25,10.25,14.5,4.375,1.5,1.5,5.25,6.125,German BBL
2022,F,14,Martin Breunig,EWE,24,24.625,25.75,9.75,17.25,0.7074999999999999,0.0,0.25,0.0,6.25,8.125,0.9575,6.125,6.875,12.875,2.5,2.25,0.375,3.375,7.0,German BBL
2022,F,15,Isiaha Mike,BVC,34,33.375,25.625,9.0,19.25,0.58375,2.875,9.625,0.37124999999999997,4.875,5.75,1.04875,3.125,9.375,12.5,4.0,2.875,0.875,3.875,6.5,German BBL
2022,F,16,Jaren Lewis,CRA,34,38.375,25.625,9.125,19.125,0.59875,2.5,6.875,0.45125,4.75,5.625,1.07,2.625,8.625,11.25,4.0,2.5,1.0,2.625,4.25,German BBL
2022,F,17,Tomasz Gielo,OLI,11,28.5,25.125,8.125,18.5,0.5525,5.0,12.0,0.525,3.875,5.5,0.8699999999999999,0.75,7.375,8.125,2.875,1.375,1.25,2.625,5.75,German BBL
2022,F,18,Justin Gorham,TBB,30,26.625,25.125,9.375,18.25,0.64125,3.0,8.25,0.45499999999999996,3.375,4.75,0.8825,4.875,10.75,15.625,1.375,2.0,0.125,3.125,7.0,German BBL
2022,F,19,"Reggie Upshaw, Jr.",BC,20,38.25,24.625,9.625,20.25,0.5912499999999999,2.0,7.5,0.325,3.5,6.125,0.7137499999999999,2.75,11.5,14.25,2.625,2.625,1.0,2.875,4.375,German BBL
2022,F,20,Phil Fayne,GIE,33,28.0,23.625,10.375,15.25,0.8512500000000001,0.0,0.25,0.0,2.875,7.25,0.505,7.125,5.625,12.75,1.75,1.375,1.125,3.5,7.25,German BBL
2022,F,21,Maximilian Ugrai,MLP,34,24.875,23.625,7.5,15.875,0.59375,2.0,5.0,0.48250000000000004,6.625,7.75,1.065,3.125,5.375,8.5,2.75,1.875,0.75,3.5,9.875,German BBL
2022,F,22,Craig Moller,OLI,32,28.625,23.375,7.375,16.125,0.57125,3.0,7.5,0.48875,5.625,7.25,0.98,4.0,8.75,12.75,4.25,1.875,1.125,2.25,4.5,German BBL
