Year,Position,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,League
2020,C,17,John Bryant,GIE,19,27.5,26.5,9.875,19.375,0.63875,2.625,7.0,0.45875,4.125,5.625,0.9299999999999999,3.25,15.25,18.5,8.5,0.625,1.875,5.25,5.625,German BBL
2020,C,18,Johannes Thiemann,BER,18,19.375,26.25,9.625,18.25,0.66125,0.625,3.25,0.25,6.25,8.0,0.98,7.5,11.375,18.875,2.125,1.5,0.375,3.25,8.375,German BBL
2020,C,19,Aaron Jones,CRA,21,34.75,25.5,10.875,18.0,0.7575,1.0,3.875,0.32875,2.625,5.0,0.6637500000000001,6.375,7.625,14.0,4.125,3.75,2.25,3.125,6.375,German BBL
2020,C,20,Stephen Zimmerman,TBB,13,21.0,25.0,10.125,17.875,0.7112499999999999,0.0,0.25,0.0,4.625,7.625,0.75875,6.0,12.875,18.875,5.25,2.5,1.875,5.5,3.875,German BBL
2020,C,21,Benedikt Turudic,BC,16,18.0,23.875,9.625,16.375,0.7337499999999999,0.75,2.375,0.41625,3.875,8.0,0.605,4.375,8.375,12.75,2.875,1.0,1.25,4.375,9.625,German BBL
2020,C,22,Leon Radosevic,BAY,21,15.375,23.125,8.625,15.25,0.70125,0.0,0.5,0.0,6.0,6.5,1.1612500000000001,2.375,8.375,10.625,6.0,2.125,1.375,4.125,6.0,German BBL
2020,C,23,Tim Schneider,BER,10,16.25,23.125,8.375,16.625,0.625,4.125,8.75,0.5925,2.25,2.75,1.04125,2.25,10.125,12.5,3.25,4.125,1.875,2.25,2.75,German BBL
2020,C,24,Christian Sengfelder,BRO,27,32.25,21.375,8.875,16.75,0.66,2.625,6.0,0.53625,1.0,1.375,0.9375,3.75,6.5,10.375,1.75,0.5,0.0,2.125,3.625,German BBL
2020,C,25,Hans Brase,LUD,28,12.5,21.0,6.25,14.5,0.5325,2.75,7.875,0.43875,5.75,6.375,1.125,2.625,7.75,10.25,2.375,1.75,0.625,2.75,7.75,German BBL
2020,C,26,Philipp Herkenhoff,RAS,26,21.25,20.5,7.0,16.5,0.52625,2.875,9.0,0.3975,3.75,5.25,0.8975,3.625,7.0,10.625,3.75,2.125,0.625,2.5,4.25,German BBL
2020,C,27,Prince Ibeh,HAM,15,23.0,19.125,8.5,12.875,0.82625,0.0,0.0,0.0,2.125,7.375,0.3675,2.875,10.625,13.5,1.75,0.375,5.5,5.25,10.25,German BBL
2020,C,28,Michael Kessens,RAS,25,19.375,17.875,7.25,14.0,0.645,0.0,0.125,0.0,3.375,4.125,1.0187499999999998,6.375,9.75,16.0,2.875,0.875,1.375,5.875,10.375,German BBL
2020,C,29,Ariel Hukporti,LUD,22,9.25,17.75,5.875,12.5,0.58875,0.0,0.0,0.0,5.875,10.75,0.6900000000000001,5.5,11.0,16.625,0.375,1.5,3.375,3.625,13.25,German BBL
2020,C,30,Jonas Wohlfarth-Bottermann,LUD,31,18.75,17.625,6.625,14.375,0.56875,0.0,0.625,0.0,4.5,10.0,0.56125,9.375,7.75,17.125,2.625,0.625,1.75,3.625,10.375,German BBL
2020,C,31,Kendall Gray,GIE,15,14.625,17.125,5.125,7.875,0.8150000000000001,0.0,0.375,0.0,6.875,8.875,0.96125,2.75,7.125,9.875,0.625,0.625,4.5,4.5,15.375,German BBL
2020,C,32,Jannik Freese,HAM,10,10.5,15.0,5.0,9.25,0.6725000000000001,0.0,0.0,0.0,5.0,5.75,1.09375,4.25,4.25,8.5,1.375,0.0,2.875,3.5,10.625,German BBL
2021,G,1,Matt Mobley,FRA,27,39.0,38.5,11.5,25.625,0.5625,6.25,14.75,0.5287499999999999,9.125,10.5,1.0975,1.0,8.125,9.125,6.75,2.375,0.25,6.5,3.875,German BBL
2021,G,2,Edgar Sosa,RAS,15,34.5,35.875,11.875,25.5,0.5825,6.375,14.5,0.55,5.75,6.625,1.0875,0.625,3.75,4.375,7.25,2.0,0.125,4.5,5.625,German BBL
2021,G,3,Per Guenther,RUL,35,16.625,33.25,8.25,20.625,0.5,4.0,11.375,0.43999999999999995,12.625,13.25,1.20125,0.25,4.375,4.625,9.125,1.375,0.0,5.25,7.375,German BBL
2021,G,4,D.J. Seeley,BAY,36,28.625,32.625,10.75,22.375,0.60125,4.0,9.875,0.5087499999999999,7.125,8.125,1.0825,1.875,3.625,5.375,7.125,2.125,0.375,4.75,5.375,German BBL
2021,G,5,Wade Baldwin IV,BAY,33,28.75,32.25,11.125,24.5,0.56875,4.125,11.25,0.4575,5.875,7.625,0.96375,0.5,6.25,6.75,10.5,2.75,0.5,6.5,7.75,German BBL
2021,G,6,T.J. Shorts II,HAM,37,33.75,31.875,11.5,25.0,0.5750000000000001,1.125,3.875,0.35125000000000006,7.875,10.875,0.8975,0.75,5.5,6.25,11.875,3.75,0.125,4.5,5.75,German BBL
2021,G,7,Peyton Siva,BER,28,24.25,31.125,9.5,24.75,0.48,5.0,14.5,0.42625,7.125,7.75,1.1612500000000001,0.625,4.125,4.75,14.75,3.0,0.0,7.5,4.25,German BBL
2021,G,8,Nimrod Hilliard IV,CRA,21,18.25,31.0,12.0,27.625,0.54125,3.375,8.875,0.47250000000000003,3.75,4.375,1.08,1.375,4.75,6.125,18.375,3.375,0.75,6.625,5.5,German BBL
2021,G,9,Jorge Gutierrez,GOE,10,28.375,30.875,9.75,22.75,0.5375,1.625,6.125,0.32625000000000004,9.75,11.125,1.10125,0.75,5.5,6.375,13.25,3.375,0.0,5.25,7.625,German BBL
2021,G,10,Marcus Thornton,BVC,33,35.25,29.5,10.125,23.375,0.53875,5.125,13.0,0.49125,4.25,5.75,0.9275,0.625,3.375,4.125,8.875,1.625,0.25,5.75,3.875,German BBL
2021,G,11,Quinton Hooker,BC,33,36.125,29.375,10.125,22.25,0.56625,4.375,10.75,0.5075000000000001,4.875,6.0,1.0262499999999999,1.25,5.5,6.625,10.75,2.875,0.25,4.375,4.875,German BBL
2021,G,12,Arnas Velicka,BLB,21,33.875,29.25,8.0,18.0,0.555,4.125,11.75,0.43499999999999994,9.125,12.75,0.8987499999999999,2.25,5.625,7.875,12.375,1.625,0.5,6.375,4.25,German BBL
2021,G,13,Roko Rogic,BC,22,28.875,28.625,10.375,21.125,0.615,3.75,9.375,0.5062500000000001,4.0,4.625,1.09,2.25,5.125,7.375,9.75,1.5,0.0,6.0,7.75,German BBL
2021,G,14,Maodo Lo,BER,37,24.625,28.25,9.375,20.5,0.5750000000000001,3.625,9.625,0.47,5.75,7.125,1.00625,1.25,4.75,6.0,11.125,2.125,0.125,5.25,4.0,German BBL
2021,G,15,Jonathan Stark,GIE,33,31.875,27.5,9.75,22.125,0.54875,4.5,11.25,0.49875,3.625,4.625,0.9962500000000001,0.5,3.5,4.0,9.625,1.625,0.125,5.625,5.375,German BBL
2021,G,16,Tayler Persons,OLI,9,30.625,27.5,10.375,23.125,0.55875,1.375,5.125,0.32875,5.375,7.375,0.92625,1.875,7.375,9.25,9.75,1.875,0.0,4.375,5.75,German BBL
2021,G,17,Robert Lowery,OLI,11,28.875,27.125,9.25,19.125,0.60125,3.25,9.5,0.4375,5.375,6.875,0.9912500000000001,2.125,4.75,6.875,10.125,1.875,0.0,5.875,6.625,German BBL
2021,G,18,Dejan Kovacevic,CRA,17,6.125,26.625,9.375,22.25,0.5237499999999999,1.375,7.125,0.25,6.5,6.5,1.25,1.375,8.625,10.0,2.875,0.75,2.125,1.375,14.375,German BBL
2021,G,19,Braydon Hobbs,EWE,38,22.125,26.25,8.625,19.25,0.56375,6.75,15.5,0.5425,2.125,2.625,1.0,1.0,7.75,8.625,14.25,4.375,0.875,4.25,2.75,German BBL
2021,G,20,Thomas Klepeisz,RUL,30,27.5,25.125,6.875,15.375,0.555,4.375,10.625,0.5125,7.125,7.875,1.135,0.5,2.5,3.0,7.625,2.875,0.125,4.0,5.5,German BBL
2021,G,21,Josh Young,RAS,30,34.25,24.875,8.0,20.5,0.485,4.0,11.125,0.44375,5.0,6.125,1.0262499999999999,1.375,4.25,5.625,8.375,1.375,0.125,3.75,7.0,German BBL
2021,G,22,Jordan Hulls,LUD,41,37.75,24.75,8.125,18.125,0.56,5.75,12.625,0.5650000000000001,2.75,3.125,1.11375,1.25,3.375,4.5,7.5,2.125,0.0,3.125,4.0,German BBL
2021,G,23,Maurice Stuckey,CRA,37,21.875,24.25,7.75,20.75,0.46499999999999997,5.125,15.25,0.41625,3.75,4.5,1.04625,1.375,4.875,6.25,4.0,1.5,0.375,3.0,9.125,German BBL
2021,G,24,Nelson Weidemann,GOE,33,18.625,24.125,8.625,19.125,0.5650000000000001,3.875,10.5,0.46499999999999997,2.875,4.0,0.90875,1.125,4.625,5.75,7.75,1.5,0.125,4.125,9.875,German BBL
2021,G,25,Bennet Hundt,BRO,39,27.75,23.625,7.75,20.0,0.485,3.0,9.625,0.39875,5.125,6.25,1.0025,0.75,2.875,3.5,11.5,1.0,0.125,6.25,5.75,German BBL
2021,G,26,Jayson Granger,BER,34,27.625,23.5,7.875,19.125,0.51625,3.875,10.875,0.44125,3.875,5.0,0.9525,0.875,5.375,6.25,14.125,2.75,0.0,5.0,4.5,German BBL
2021,G,27,Phil Pressey,EWE,37,29.75,23.125,7.625,17.125,0.5575,3.75,10.0,0.4675,4.125,5.625,0.91875,0.375,6.125,6.5,10.125,3.5,0.25,4.75,6.125,German BBL
2021,G,28,Josh Hagins,TBB,17,31.375,22.625,8.0,21.5,0.46625,3.75,11.875,0.3975,2.75,3.625,0.96125,0.375,7.25,7.75,8.25,2.0,0.75,5.0,4.875,German BBL
2021,G,29,"Galen Robinson, Jr.",GOE,9,23.75,22.5,8.125,18.25,0.5525,0.375,2.5,0.17875,6.0,9.875,0.75875,1.0,2.125,3.125,12.0,2.5,0.0,6.375,3.875,German BBL
2021,G,30,James Robinson,BLB,33,37.0,22.125,7.25,17.625,0.51125,3.25,8.0,0.5062500000000001,4.375,5.125,1.07125,0.25,4.875,5.125,9.875,1.75,0.125,3.125,4.875,German BBL
2021,G,31,John Petrucelli,RUL,29,26.125,21.125,7.25,16.625,0.55,3.0,9.125,0.42125,3.5,3.75,1.15125,1.75,4.75,6.5,3.375,4.125,0.625,2.625,7.5,German BBL
2021,G,32,Julius Boehmer,OLI,12,12.125,20.75,8.25,13.0,0.8,3.625,6.75,0.6725000000000001,0.5,2.125,0.3125,0.5,2.625,3.125,5.75,2.625,0.0,6.75,6.75,German BBL
2021,G,33,Lazeric Jones,BAY,22,24.25,20.5,7.125,17.25,0.5187499999999999,2.0,6.25,0.3975,4.25,4.75,1.1025,0.625,3.25,3.75,7.875,1.5,0.25,5.125,7.5,German BBL
2021,G,34,Bjarne Kraushaar,GIE,30,16.375,19.875,6.125,15.125,0.505,2.125,6.75,0.3975,5.5,7.125,0.9575,0.125,3.375,3.5,11.125,1.25,0.0,6.375,8.125,German BBL
2021,G,35,Bastian Doreth,BAY,31,34.125,19.625,6.625,14.0,0.59,3.0,7.75,0.48125,3.5,3.625,1.1775,0.75,5.0,5.75,11.5,1.75,0.0,3.375,5.375,German BBL
2021,G,36,Konstantin Klein,FRA,13,21.5,19.0,5.625,13.625,0.515,4.0,11.0,0.4575,3.75,4.0,1.16625,1.625,5.375,7.0,1.625,1.125,0.0,2.375,7.5,German BBL
2021,G,37,Simas Lukosius,TBB,14,11.375,18.875,6.625,17.0,0.48625,1.875,7.625,0.3125,3.75,3.75,1.25,0.0,6.625,6.625,3.75,1.375,0.0,7.125,5.625,German BBL
2021,G,38,Tyler Larson,BRO,18,26.5,18.375,6.625,17.125,0.48125,2.25,9.125,0.30125,3.0,4.25,0.8799999999999999,1.375,6.75,8.125,11.125,1.625,0.375,6.25,4.125,German BBL
2021,G,39,T.J. DiLeo,TBB,34,29.25,18.125,6.125,14.375,0.53,1.375,5.0,0.33625000000000005,4.5,4.875,1.1724999999999999,1.125,4.625,5.75,8.625,2.75,0.0,3.5,6.5,German BBL
2021,G,40,Jannes Hundt,RAS,34,15.75,17.0,5.5,14.375,0.47375,1.875,6.625,0.34625000000000006,4.25,5.625,0.9375,0.375,2.25,2.625,8.0,1.625,0.0,3.875,10.125,German BBL
2021,G,41,Stefan Peno,RAS,32,24.0,16.75,5.625,17.5,0.3975,1.625,6.625,0.29374999999999996,4.0,5.375,0.93125,1.0,5.25,6.25,13.5,2.75,0.25,8.5,6.875,German BBL
2021,G,42,Justus Hollatz,HAM,36,26.875,16.125,6.25,16.0,0.48250000000000004,1.625,6.0,0.34125000000000005,2.125,3.75,0.6887500000000001,2.5,4.25,6.75,8.125,2.625,0.25,3.625,6.375,German BBL
2021,G,43,Lukas Herzog,LUD,41,18.0,14.625,5.125,14.625,0.4375,3.25,10.25,0.39625,1.25,1.875,0.79,1.375,3.625,5.0,3.0,1.5,0.0,1.75,6.375,German BBL
2021,G,44,Joe Rahon,FRA,26,30.0,13.625,5.25,13.0,0.5087499999999999,1.375,4.0,0.41625,1.625,2.25,0.885,0.375,4.75,5.125,11.25,3.25,0.0,3.125,5.125,German BBL
2021,G,45,Johannes Patrick,LUD,24,4.5,13.375,4.25,21.75,0.2425,3.5,12.625,0.34750000000000003,1.375,2.75,0.625,0.0,2.75,2.75,4.875,0.75,0.0,7.0,6.375,German BBL
2021,G,46,Philip Jalalpoor,BAY,32,13.25,12.25,4.25,13.5,0.395,2.125,9.0,0.29374999999999996,1.625,2.5,0.80375,1.25,4.25,5.5,4.25,1.25,0.125,3.375,9.0,German BBL
2021,G,47,Nils Hassfurther,OLI,24,16.125,12.25,4.5,13.625,0.41125,2.0,6.375,0.37875,1.375,1.75,0.9725,1.375,1.0,2.375,7.75,1.5,0.0,3.875,5.625,German BBL
2021,G,48,Garai Zeeb,BLB,33,13.125,11.625,4.0,10.875,0.45625,2.125,7.5,0.34875,1.5,1.75,1.125,1.375,1.875,3.25,5.375,3.625,0.125,3.0,10.25,German BBL
2021,G,49,Jacob Hollatz,EWE,20,5.625,11.25,4.0,11.875,0.41625,0.625,6.0,0.13875,2.625,6.0,0.555,2.0,5.25,7.25,13.875,6.625,0.625,7.25,18.5,German BBL
2021,G,50,Nico Wenzl,BAY,11,5.0,10.875,4.125,9.5,0.53625,1.375,2.75,0.625,1.375,5.375,0.3125,0.0,2.75,2.75,8.125,2.75,0.0,6.75,5.375,German BBL
2021,G,51,Aleksa Kovacevic,CRA,12,1.875,10.25,3.375,17.0,0.25,0.0,3.375,0.0,3.375,6.75,0.625,0.0,0.0,0.0,13.625,0.0,0.0,6.75,3.375,German BBL
2021,G,1,"Barry Brown, Jr.",LUD,33,23.125,41.125,14.125,33.0,0.53375,5.25,15.375,0.42500000000000004,7.75,9.75,0.9975,1.25,5.5,6.75,5.25,2.375,0.25,3.625,3.875,German BBL
2021,G,2,Keith Hornsby,EWE,37,26.25,41.0,13.625,25.5,0.665,6.75,13.125,0.63625,7.125,8.0,1.1287500000000001,0.875,5.875,6.75,3.125,1.125,0.125,2.125,4.125,German BBL
2021,G,3,Michal Michalak,BC,30,38.625,39.875,12.125,27.875,0.5425,5.75,15.125,0.47250000000000003,10.0,12.125,1.03,1.375,6.875,8.25,5.75,1.5,0.125,5.125,3.125,German BBL
2021,G,4,Trae Bell-Haynes,CRA,38,34.75,38.75,11.5,24.375,0.5874999999999999,2.875,8.0,0.4525,12.875,14.875,1.0825,2.75,5.375,8.125,15.125,2.625,0.125,8.625,6.25,German BBL
2021,G,5,Jean Salumu,RAS,13,29.5,36.75,10.75,19.875,0.6737500000000001,3.75,7.75,0.59375,11.5,14.5,0.9962500000000001,1.5,2.875,4.5,5.625,1.0,0.625,5.875,6.625,German BBL
2021,G,6,Andrew Warren,LUD,19,14.5,32.875,10.0,22.875,0.55,8.125,19.0,0.53625,4.625,7.125,0.8175,1.625,3.75,5.375,2.125,3.0,0.5,0.875,7.375,German BBL
2021,G,7,Andreas Obst,RUL,41,31.125,32.625,10.375,19.875,0.64875,6.5,13.0,0.6225,5.5,6.25,1.09875,0.375,4.125,4.5,4.0,1.375,0.0,3.25,4.875,German BBL
2021,G,8,Marcus Eriksson,BER,38,27.625,32.375,10.875,22.625,0.60125,7.25,16.125,0.56625,3.25,3.5,1.1737499999999998,0.875,4.125,5.0,2.25,1.125,0.25,1.875,3.25,German BBL
2021,G,9,"Frank Bartley, IV",BAY,31,33.375,32.0,10.375,22.5,0.5750000000000001,3.375,10.25,0.40750000000000003,8.0,9.125,1.1,0.75,5.25,6.125,5.25,3.375,0.375,5.125,3.625,German BBL
2021,G,10,Luke Nelson,GOE,30,28.25,31.5,10.375,24.875,0.5225,5.25,13.5,0.49,5.375,7.25,0.9299999999999999,0.5,3.625,4.125,12.0,2.25,0.0,6.25,6.125,German BBL
2021,G,11,Malte Ziegenhagen,BVC,27,14.75,31.5,10.0,21.75,0.57625,8.125,17.75,0.57125,3.375,4.125,1.0225,0.375,3.625,4.0,4.5,1.125,0.0,4.0,9.125,German BBL
2021,G,12,Devon Hall,BRO,33,34.0,31.0,10.375,21.75,0.59625,4.875,12.25,0.49875,5.5,6.625,1.035,1.625,6.875,8.5,8.625,1.875,0.75,5.625,3.25,German BBL
2021,G,13,Cameron Hunt,OLI,34,29.25,30.375,10.5,20.0,0.65375,3.0,7.875,0.48125,6.375,6.625,1.2075,2.0,4.5,6.5,8.625,2.375,0.75,5.375,5.75,German BBL
2021,G,14,Troy Caupain,RUL,42,34.5,30.125,10.0,19.125,0.6525000000000001,3.625,8.75,0.51,6.625,8.125,1.0125000000000002,0.875,7.625,8.625,10.375,1.875,0.25,4.75,4.25,German BBL
2021,G,15,Ferdinand Zylka,GIE,29,12.375,29.25,9.75,22.375,0.54875,4.625,14.625,0.3925,5.0,5.625,1.11125,1.25,9.0,10.25,4.0,2.75,0.25,5.875,10.25,German BBL
2021,G,16,Isaac Hamilton,GIE,28,21.75,28.5,11.375,24.5,0.5775,3.875,9.625,0.49625,2.0,2.25,1.11125,3.25,4.75,8.0,5.625,2.875,0.25,5.75,5.875,German BBL
2021,G,17,Diante Garrett,GIE,19,40.25,28.125,10.625,21.5,0.61625,4.125,10.25,0.505,2.875,3.375,1.03625,0.75,3.5,4.375,9.125,2.875,0.5,4.5,3.5,German BBL
2021,G,18,Jonas Weitzel,OLI,22,15.375,27.625,10.875,20.5,0.6587500000000001,0.5,2.375,0.22749999999999998,5.5,6.875,1.0075,3.5,5.5,9.0,2.375,1.375,0.625,2.875,6.125,German BBL
2021,G,19,Bruno Vrcic,FRA,17,17.625,26.125,9.75,19.625,0.625,3.75,10.25,0.4575,2.75,3.75,0.91625,2.25,3.75,6.0,2.5,1.75,0.25,2.25,8.0,German BBL
2021,G,20,Tremmell Darden,LUD,40,21.5,25.5,9.625,18.5,0.655,1.0,4.125,0.31875,5.125,6.125,1.0387499999999998,2.75,7.25,10.125,2.125,2.625,2.625,2.25,7.0,German BBL
2021,G,21,Elias Lasisi,CRA,38,33.25,25.0,8.75,17.75,0.615,5.75,12.5,0.5775,1.875,2.75,0.8425,0.5,6.0,6.5,4.125,1.25,0.125,2.125,2.875,German BBL
2021,G,22,Alex Hamilton,TBB,16,31.75,24.625,9.625,19.75,0.60625,1.75,5.5,0.405,3.75,5.625,0.8225,1.625,5.625,7.25,7.625,4.625,0.5,6.25,4.25,German BBL
2021,G,23,Terrel Harris,BVC,30,34.75,24.625,8.875,16.875,0.6625000000000001,1.875,3.875,0.60125,4.875,6.5,0.93375,2.625,4.5,7.125,8.375,2.0,0.125,6.75,3.75,German BBL
2021,G,24,David Brembly,BC,17,23.625,24.0,8.375,24.25,0.4325,3.5,14.875,0.2975,3.75,4.875,0.96125,1.875,5.0,6.875,1.625,1.125,0.125,2.75,6.375,German BBL
2021,G,25,Deishuan Booker,GOE,24,28.0,24.0,7.375,16.875,0.54625,3.875,9.5,0.515,5.375,6.5,1.035,0.625,5.625,6.25,12.875,2.5,0.5,6.5,5.125,German BBL
2021,G,26,Jonah Radebaugh,LUD,24,21.75,23.125,7.625,17.75,0.53875,3.75,8.75,0.5325,4.125,4.625,1.1325,3.5,6.875,10.375,3.5,2.25,0.875,2.25,3.875,German BBL
2021,G,27,Bryon Allen,BLB,11,39.625,23.0,8.125,21.125,0.47750000000000004,3.625,10.25,0.4375,3.25,5.125,0.79125,1.375,6.125,7.5,9.125,2.0,0.125,3.75,4.125,German BBL
2021,G,28,Moritz Plescher,BRO,13,6.0,23.0,8.625,16.25,0.66125,5.75,13.375,0.53625,0.0,0.0,0.0,0.0,7.625,7.625,2.875,1.0,0.0,0.0,1.875,German BBL
2021,G,29,Bryce Taylor,HAM,26,20.875,23.0,7.5,16.625,0.5625,5.75,13.25,0.5475,2.25,2.5,1.11125,0.375,4.875,5.25,2.75,1.75,0.5,1.125,4.375,German BBL
2021,G,30,Xavier Pollard,TBB,31,22.0,22.875,8.75,19.25,0.56375,1.75,5.125,0.43499999999999994,3.75,4.375,1.0625,2.125,5.25,7.375,5.625,3.75,0.0,5.5,7.0,German BBL
2021,G,31,Dominic Lockhart,BRO,34,26.25,22.5,7.375,16.25,0.5700000000000001,5.5,12.5,0.55375,2.125,2.625,1.0162499999999999,1.875,5.25,7.25,4.75,2.125,0.125,2.5,7.0,German BBL
2021,G,32,Diego Flaccadori,BAY,24,24.875,21.75,8.25,18.125,0.5725,1.75,5.0,0.4375,3.375,4.5,0.9375,1.125,4.75,5.875,11.5,2.375,0.375,5.0,5.875,German BBL
2021,G,33,Nihad Djedovic,BAY,18,21.875,21.25,6.875,16.375,0.5237499999999999,2.125,7.625,0.34375,5.5,6.25,1.09875,0.75,7.375,8.125,4.375,1.125,0.0,3.25,5.875,German BBL
2021,G,34,Rich Igbineweka,HAM,25,7.25,20.375,7.125,12.875,0.685,1.625,4.625,0.45499999999999996,4.625,6.625,0.8599999999999999,2.5,2.875,5.375,1.25,4.125,0.375,2.125,8.375,German BBL
2021,G,35,Liam O'Reilly,GIE,11,23.375,19.5,7.625,19.75,0.47750000000000004,2.0,7.875,0.32375,2.375,2.875,1.0,0.0,6.375,6.375,7.0,1.125,0.25,5.25,5.25,German BBL
2021,G,36,Len Schoormann,FRA,22,9.25,18.75,6.25,13.25,0.59,2.625,7.0,0.45999999999999996,3.625,5.875,0.78125,3.25,2.25,5.5,2.625,1.125,0.0,7.375,6.25,German BBL
2021,G,37,Quantez Robertson,FRA,34,40.75,18.5,6.375,14.375,0.5525,2.75,7.625,0.4525,3.125,3.875,1.0037500000000001,2.0,6.125,8.125,5.875,3.125,0.625,3.125,5.125,German BBL
2021,G,38,Kilian Binapfl,TBB,26,9.0,18.375,7.125,15.125,0.5850000000000001,1.0,2.875,0.41625,3.25,6.125,0.6575,4.5,8.375,12.875,2.625,1.875,0.375,5.125,5.75,German BBL
2021,G,39,Kay Bruhnke,BAY,17,12.125,18.25,5.5,13.5,0.5062500000000001,2.875,9.125,0.4,4.375,4.75,1.15375,1.5,4.75,6.25,2.5,0.375,0.375,5.5,12.375,German BBL
2021,G,40,Patrick Heckmann,RUL,40,20.0,18.125,6.125,12.25,0.62,1.25,4.375,0.3725,4.625,5.375,1.075,1.625,7.125,8.75,4.25,1.25,0.625,2.75,6.25,German BBL
2021,G,41,Robin Amaize,BAY,36,17.5,17.375,5.5,12.125,0.56375,3.0,7.75,0.48125,3.5,5.0,0.8624999999999999,1.75,5.125,6.875,4.125,4.0,1.125,3.0,10.125,German BBL
2021,G,42,Tim Hasbargen,RAS,29,25.5,17.25,6.5,15.375,0.52625,2.375,7.125,0.42250000000000004,1.875,2.25,1.0225,3.0,4.75,7.75,2.75,2.125,0.375,2.875,5.375,German BBL
2021,G,43,Zan Sisko,BAY,31,28.25,15.625,5.625,13.375,0.5287499999999999,2.625,7.5,0.43124999999999997,1.75,2.0,1.09375,1.5,4.75,6.25,12.5,2.375,0.25,4.625,9.125,German BBL
2021,G,44,David Kramer,BAY,18,13.5,14.5,5.0,17.25,0.3575,3.125,12.0,0.32,1.5,2.5,0.78125,1.5,5.5,7.125,1.5,1.875,0.0,2.5,11.125,German BBL
2021,G,45,Jonas Mattisseck,BER,36,18.625,14.375,4.875,15.125,0.40750000000000003,3.625,12.0,0.37374999999999997,0.875,1.375,0.83375,1.0,3.5,4.5,4.875,1.75,0.25,2.875,6.875,German BBL
2021,G,46,Marvin Omuvwie,GOE,28,12.875,14.125,5.875,12.25,0.59375,1.0,3.375,0.39125,1.5,3.75,0.48625,4.75,8.25,13.125,2.5,1.5,1.625,2.75,8.875,German BBL
2021,G,47,Felix Hoffmann,OLI,30,23.25,13.75,5.125,11.25,0.5650000000000001,1.375,3.875,0.45125,2.25,3.75,0.75,4.5,8.5,13.0,3.875,1.75,0.125,3.875,6.0,German BBL
2021,G,48,Anthony Watkins,BLB,13,2.625,13.5,6.75,11.25,0.75,0.0,0.0,0.0,0.0,4.5,0.0,2.25,2.25,4.5,0.0,2.25,0.0,0.0,4.5,German BBL
2021,G,49,Karsten Tadda,EWE,38,21.75,13.125,4.25,8.125,0.6525000000000001,1.875,4.75,0.505,2.75,3.125,1.07125,1.5,4.75,6.125,6.0,2.25,0.0,1.5,6.875,German BBL
2021,G,50,Luis Figge,BVC,20,11.875,12.25,3.75,12.625,0.375,1.625,7.25,0.27125,3.125,4.125,0.96125,1.25,3.5,4.75,3.125,2.875,0.375,2.875,10.75,German BBL
2021,G,51,Akeem Vargas,GOE,29,20.5,12.125,3.875,9.625,0.51,2.0,6.5,0.385,2.25,2.5,1.125,1.875,6.625,8.5,3.25,2.0,0.0,3.375,4.75,German BBL
2021,G,52,Max DiLeo,HAM,37,20.25,11.375,3.75,12.625,0.3675,2.75,9.625,0.365,1.25,1.375,1.07125,1.75,2.625,4.375,3.75,3.5,0.125,1.25,8.375,German BBL
2021,G,53,Virgil Matthews,BVC,28,18.125,10.25,4.0,11.125,0.44999999999999996,1.125,5.125,0.28625,1.0,1.625,0.795,2.25,5.0,7.25,11.875,2.5,0.5,6.0,5.625,German BBL
2021,G,54,Joanic Gruttner Bacoul,BRO,16,8.625,9.875,4.375,10.375,0.52625,1.125,4.875,0.2775,0.0,0.0,0.0,2.75,6.0,8.75,3.875,3.25,0.5,4.875,13.625,German BBL
2021,G,55,Marko Krstanovic,BC,34,13.875,8.25,3.125,7.75,0.51,0.625,3.375,0.2375,1.25,2.25,0.7137499999999999,1.125,3.0,4.125,5.125,3.875,0.75,6.625,15.0,German BBL
2021,F,1,Tim Coleman,CRA,14,21.625,37.75,10.875,26.375,0.5187499999999999,3.0,9.875,0.375,12.875,16.125,1.0,3.5,10.375,13.875,7.0,2.75,1.5,11.375,10.625,German BBL
2021,F,2,Ricky Paulding,EWE,38,32.625,35.875,13.0,26.625,0.61125,4.25,11.5,0.45999999999999996,5.625,6.875,1.02875,1.25,4.125,5.5,2.875,1.875,0.5,1.75,4.0,German BBL
2021,F,3,Rihards Lomazs,GOE,21,35.0,35.5,11.125,23.625,0.59,5.875,13.25,0.5475,7.5,8.875,1.04875,0.375,3.0,3.375,7.5,2.0,0.125,3.625,4.5,German BBL
2021,F,4,Desi Rodriguez,LUD,33,16.25,34.5,13.5,26.0,0.645,2.125,7.75,0.34125000000000005,5.5,8.125,0.8400000000000001,5.5,8.125,13.625,2.625,2.375,1.375,3.875,9.375,German BBL
2021,F,5,Osvaldas Olisevicius,BAY,34,30.875,33.875,12.125,22.125,0.6837500000000001,3.375,8.375,0.5125,6.25,7.625,1.0262499999999999,1.625,6.625,8.125,5.0,2.5,0.375,4.75,4.625,German BBL
2021,F,6,Simone Fontecchio,BER,40,26.5,33.75,12.625,23.375,0.6737500000000001,3.875,9.25,0.525,4.625,5.5,1.055,2.75,6.75,9.5,4.875,2.25,0.625,3.0,5.0,German BBL
