Year,Player,Pos,HT,WT,Team,Birth City,Draft Status,Nationality
2020,Yarden Ashkenazi,G,6-4,195,Hapoel Eilat,Eilat,2026 NBA Draft Eligible,Israel
2020,Yonatan Atias,C,6-9,-,Maccabi FOX Tel Aviv,N/A,"2023 NBA Draft, Undrafted",Israel
2020,Ofek Avital,G,6-0,-,Hapoel Haifa,N/A,"2019 NBA Draft, Undrafted",Israel
2020,Noam Avivi,F,6-9,224,Maccabi Rishon Lezion,Tel Aviv,"2021 NBA Draft, Undrafted",Israel
2020,Niv Baloul,F,6-8,198,Hapoel Bank Yahav Jerusalem,N/A,"2020 NBA Draft, Undrafted",Israel
2020,James Banks,C,6-10,250,Hapoel Beer Sheva,Decatur (GA),"2020 NBA Draft, Undrafted",United States
2020,Amir Bell,G,6-4,190,Hapoel Beer Sheva,East Brunswick (NJ),"2018 NBA Draft, Undrafted",United States
2020,Itay Ben Hamo,G,6-3,-,Hapoel Beer Sheva,N/A,2024 NBA Draft Eligible,Israel
2020,Zuf Ben Moshe,G,6-4,190,Hapoel Eilat,Tel Aviv,"2019 NBA Draft, Undrafted",Israel
2020,Ofek Ben Yaakov,F,6-7,202,Ironi Nahariya,N/A,"2016 NBA Draft, Undrafted",Israel
2020,Avi Ben-Chimol,G,6-5,198,Maccabi Bazan Haifa,Kfar Saba,"2007 NBA Draft, Undrafted",Israel
2020,ZIv Ben-Zvi,G,6-2,-,Ironi Nahariya,Tel Aviv,"2014 NBA Draft, Undrafted",Israel
2020,Dragan Bender,F,7-1,235,Maccabi FOX Tel Aviv,Capljina,2016 Rnd 1 Pick 4,Bosnia and HerzegovinaCroatia
2020,Gil Beni,G,6-2,174,Hapoel Galil Gilboa,Tel Aviv,"2020 NBA Draft, Undrafted",Israel
2020,Davion Berry,GF,6-4,185,Ironi Nes Ziona,Oakland (CA),"2014 NBA Draft, Undrafted",United States
2020,Shaked Biala,G,6-2,-,Maccabi Bazan Haifa,N/A,2024 NBA Draft Eligible,Israel
2020,"Kerry Blackshear, Jr.",F,6-10,250,Hapoel Galil Gilboa,Orlando (FL),"2020 NBA Draft, Undrafted",United States
2020,Tamir Blatt,G,6-3,180,Hapoel Bank Yahav Jerusalem,Netanya,"2019 NBA Draft, Undrafted",Israel
2020,Oz Blayzer,F,6-7,208,Maccabi FOX Tel Aviv,Tiberias,"2014 NBA Draft, Undrafted",Israel
2020,Jaron Blossomgame,F,6-8,220,Ironi Nahariya,Alpharetta (GA),2017 Rnd 2 Pick 29,United States
2020,Frederic Bourdillon,G,6-4,190,Hapoel Unet Holon,Grasse,"2013 NBA Draft, Undrafted",France
2020,Julian Boyd,F,6-7,230,Hapoel Bank Yahav Jerusalem,San Antonio (TX),"2014 NBA Draft, Undrafted",United States
2020,Suleiman Braimoh,F,6-8,229,Hapoel Bank Yahav Jerusalem,Benin City,"2011 NBA Draft, Undrafted",NigeriaUnited States
2020,Oded David Brandwein,G,6-1,182,Hapoel Unet Holon,Petah Tikva,"2010 NBA Draft, Undrafted",Israel
2020,Idan Braslavsky,G,6-2,167,Maccabi Rishon Lezion,N/A,"2021 NBA Draft, Undrafted",Israel
2020,Taylor Braun,G,6-7,210,Maccabi Bazan Haifa,Newberg (OR),"2014 NBA Draft, Undrafted",United States
2020,Michael Brisker,G,6-2,176,Maccabi Bazan Haifa,Tel Aviv,"2020 NBA Draft, Undrafted",Israel
2020,J'Covan Brown,G,6-1,197,Hapoel Bank Yahav Jerusalem,Port Arthur (TX),"2012 NBA Draft, Undrafted",United States
2020,Markel Brown,G,6-3,190,Hapoel Eilat,Alexandria (LA),2014 Rnd 2 Pick 14,United States
2020,Elijah Bryant,G,6-5,210,Maccabi FOX Tel Aviv,Hoschton (GA),"2018 NBA Draft, Undrafted",United States
2020,Rakeem Buckles,F,6-7,215,Hapoel Haifa,Miami (FL),"2014 NBA Draft, Undrafted",United States
2020,Angelo Caloiaro,F,6-8,225,Maccabi FOX Tel Aviv,San Jose (CA),"2012 NBA Draft, Undrafted",United States
2020,Lior Carreira,F,6-6,222,Ironi Nes Ziona,Kfar Saba,"2019 NBA Draft, Undrafted",Israel
2020,Ben Carter,F,6-9,230,Hapoel Eilat,Las Vegas (NV),"2018 NBA Draft, Undrafted",United StatesIsrael
2020,Omri Casspi,F,6-9,225,Maccabi FOX Tel Aviv,Holon,2009 Rnd 1 Pick 23,Israel
2020,"Kwan Cheatham, Jr.",F,6-10,235,Ironi Nes Ziona,Cincinnati (OH),"2017 NBA Draft, Undrafted",United States
2020,Ilay Chen,F,6-6,-,Maccabi Bazan Haifa,N/A,2025 NBA Draft Eligible,Israel
2020,Coty Clarke,F,6-7,235,Bnei Herzelia,Antioch (TN),"2014 NBA Draft, Undrafted",United States
2020,T.J. Cline,F,6-9,230,Maccabi FOX Tel Aviv,Plano (TX),"2017 NBA Draft, Undrafted",United StatesIsrael
2020,Mike Cobbins,F,6-8,230,Maccabi Bazan Haifa,Amarillo (TX),"2015 NBA Draft, Undrafted",United States
2020,Sandy Cohen III,G,6-6,200,Maccabi FOX Tel Aviv,Green Bay (WI),"2019 NBA Draft, Undrafted",United States
2020,Adi Cohen,G,5-10,176,Hapoel Bank Yahav Jerusalem,N/A,"2015 NBA Draft, Undrafted",Israel
2020,Amit Cohen,C,6-8,-,Hapoel Haifa,N/A,"2022 NBA Draft, Undrafted",Israel
2020,Jordan Cohen,G,6-2,185,Maccabi Bazan Haifa,North Hollywood (CA),"2020 NBA Draft, Undrafted",United States
2020,Chanan Colman,G,6-2,202,Hapoel Haifa,Gladsaxe,"2006 NBA Draft, Undrafted",DenmarkIsrael
2020,Demetrius Conger,F,6-6,205,Hapoel Haifa,Brooklyn (NY),"2013 NBA Draft, Undrafted",United States
2020,Or Cornelius,F,6-6,198,Ironi Nes Ziona,N/A,"2019 NBA Draft, Undrafted",Israel
2020,Rom Cornelius,G,6-6,-,Hapoel Beer Sheva,N/A,"2015 NBA Draft, Undrafted",Israel
2020,Isaiah Cousins,G,6-4,191,Hapoel Galil Gilboa,Mount Vernon (NY),2016 Rnd 2 Pick 29,United States
2020,Christian Cunningham,F,6-7,215,Hapoel Beer Sheva,Albuquerque (NM),"2019 NBA Draft, Undrafted",United States
2020,Jared Cunningham,G,6-4,194,Bnei Herzelia,Oakland (CA),2012 Rnd 1 Pick 24,United States
2020,Daniel Danino,G,6-2,194,Hapoel Bank Yahav Jerusalem,Netanya,"2018 NBA Draft, Undrafted",Israel
2020,Ido Davidi,G,6-4,198,Hapoel Eilat,N/A,"2018 NBA Draft, Undrafted",Israel
2020,Maxime De Zeeuw,F,6-8,238,Hapoel Unet Holon,Uccle,"2009 NBA Draft, Undrafted",Belgium
2020,John DiBartolomeo,G,6-0,175,Maccabi FOX Tel Aviv,Westport (CT),"2013 NBA Draft, Undrafted",United StatesIsrael
2020,Jon Diebler,F,6-6,205,Hapoel Tel Aviv,Upper Sandusky (OH),2011 Rnd 2 Pick 21,United States
2020,Jakim Donaldson,F,6-8,220,Bnei Herzelia,Pittsburgh (PA),"2005 NBA Draft, Undrafted",United States
2020,Tyler Dorsey,G,6-5,183,Maccabi FOX Tel Aviv,Los Angeles (CA),2017 Rnd 2 Pick 11,United StatesGreece
2020,Noam Shimon Dovrat,G,6-5,-,Maccabi Rishon Lezion,N/A,2024 NBA Draft Eligible,Israel
2020,Chris Dowe,G,6-2,190,Maccabi Bazan Haifa,Louisville (KY),"2013 NBA Draft, Undrafted",United States
2020,Aleshua Drayton,G,6-1,-,Hapoel Unet Holon,N/A,"2019 NBA Draft, Undrafted",Israel
2020,Alon Druker,G,5-11,-,Ironi Nes Ziona,N/A,"2022 NBA Draft, Undrafted",Israel
2020,Eitan Drut,C,6-10,-,Hapoel Tel Aviv,N/A,2024 NBA Draft Eligible,Israel
2020,Tal Michael Dunne,G,6-6,231,Ironi Nes Ziona,Aberystwyth,"2009 NBA Draft, Undrafted",WalesIsrael
2020,Noam Edri,F,6-6,-,Hapoel Eilat,Eilat,2027 NBA Draft Eligible,Israel
2020,Isaiah Eisendorf,F,6-6,220,Bnei Herzelia,Los Angeles (CA),"2018 NBA Draft, Undrafted",United States
2020,Ben Eisenhardt,F,6-10,215,Hapoel Beer Sheva,Bainbridge Island (WA),"2014 NBA Draft, Undrafted",United States
2020,Benny Elazar,F,6-8,-,Maccabi Rishon Lezion,N/A,"2020 NBA Draft, Undrafted",Israel
2020,Andrew Eudy,F,6-7,210,Hapoel Bank Yahav Jerusalem,Lebanon (PA),"2019 NBA Draft, Undrafted",United States
2020,Keenan Evans,G,6-3,190,Hapoel Haifa,Richardson (TX),"2018 NBA Draft, Undrafted",United States
2020,Ido Flaisher,C,6-10,230,Maccabi Rishon Lezion,Tel Aviv,"2018 NBA Draft, Undrafted",Israel
2020,Jehyve Floyd,F,6-8,240,Hapoel Galil Gilboa,Parlin (NJ),"2019 NBA Draft, Undrafted",United States
2020,Edo Fogel,G,6-2,-,Bnei Herzelia,N/A,"2023 NBA Draft, Undrafted",Israel
2020,Ofek Fogelman,G,6-1,-,Hapoel Unet Holon,N/A,2024 NBA Draft Eligible,Israel
2020,Lennard Freeman,F,6-8,265,Hapoel Haifa,Washington (DC),"2018 NBA Draft, Undrafted",United States
2020,Joe Furstinger,F,6-10,225,Hapoel Beer Sheva,Rancho Santa Margarita (CA),"2018 NBA Draft, Undrafted",United States
2020,Maxim Fuxman,F,6-7,-,Maccabi Bazan Haifa,N/A,2024 NBA Draft Eligible,Israel
2020,Abdul Gaddy,G,6-3,195,Bnei Herzelia,Tacoma (WA),"2013 NBA Draft, Undrafted",United States
2020,Frank Gaines,G,6-3,195,Bnei Herzelia,Fort Lauderdale (FL),"2013 NBA Draft, Undrafted",United States
2020,Rom Geffen,G,6-3,185,Maccabi Bazan Haifa,Be'er Ya'akov,"2016 NBA Draft, Undrafted",Israel
2020,Shaked Gerassi,G,6-3,180,Ironi Nes Ziona,N/A,2024 NBA Draft Eligible,Israel
2020,Amit Gershon,G,6-3,194,Hapoel Galil Gilboa,Hadera,"2017 NBA Draft, Undrafted",Israel
2020,Gal Gilinski,G,6-5,187,Ironi Nahariya,N/A,"2017 NBA Draft, Undrafted",PolandIsrael
2020,Ofek Gol,G,6-0,-,Hapoel Tel Aviv,N/A,2025 NBA Draft Eligible,Israel
2020,Ofir Goldsztejn,F,6-8,220,Ironi Nes Ziona,N/A,"2023 NBA Draft, Undrafted",Israel
2020,Eric Griffin,F,6-8,194,Hapoel Beer Sheva,Orlando (FL),"2012 NBA Draft, Undrafted",United States
2020,Ron Gutman,G,6-4,-,Bnei Herzelia,N/A,"2018 NBA Draft, Undrafted",Israel
2020,Golan Gutt,G,6-5,206,Maccabi Rishon Lezion,Ramat Gan,"2016 NBA Draft, Undrafted",Israel
2020,Hen Halfon,F,6-5,-,Hapoel Galil Gilboa,N/A,"2018 NBA Draft, Undrafted",Israel
2020,Jimmy Hall,F,6-8,235,Hapoel Unet Holon,Brooklyn (NY),"2017 NBA Draft, Undrafted",United States
2020,Nitzan Hanochi,G,6-5,-,Bnei Herzelia,Kfar Saba,"2008 NBA Draft, Undrafted",Israel
2020,Yotam Hanochi,F,6-10,218,Hapoel Galil Gilboa,Afula,"2022 NBA Draft, Undrafted",Israel
2020,Ido Harel,G,6-1,-,Hapoel Eilat,N/A,2025 NBA Draft Eligible,Israel
2020,Omer Harel,G,6-1,187,Hapoel Galil Gilboa,N/A,"2022 NBA Draft, Undrafted",Israel
2020,C.J. Harris,G,6-3,190,Hapoel Unet Holon,Winston-Salem (NC),"2013 NBA Draft, Undrafted",United States
2020,Raziel Hayun,F,6-4,187,Hapoel Eilat,Eilat,2026 NBA Draft Eligible,Israel
2020,Max Heidegger,G,6-3,180,Maccabi FOX Tel Aviv,Encino (CA),"2020 NBA Draft, Undrafted",United StatesIsrael
2020,Malcolm Hill,G,6-6,220,Hapoel Bank Yahav Jerusalem,Belleville (IL),"2017 NBA Draft, Undrafted",United States
2020,Daniel Hillel,G,6-2,-,Hapoel Tel Aviv,N/A,2024 NBA Draft Eligible,Israel
2020,Lahav Holin,G,6-4,-,Hapoel Haifa,N/A,"2021 NBA Draft, Undrafted",Israel
2020,Nick Hornsby,G,6-7,235,Hapoel Beer Sheva,Irvine (CA),"2017 NBA Draft, Undrafted",United States
2020,Richard Howell,F,6-8,257,Hapoel Unet Holon,Marietta (GA),"2013 NBA Draft, Undrafted",United StatesIsrael
2020,Roi Huber,G,6-1,168,Hapoel Eilat,Kfar Saba,"2019 NBA Draft, Undrafted",Israel
2020,Othello Hunter,FC,6-8,225,Maccabi FOX Tel Aviv,Winston-Salem (NC),"2008 NBA Draft, Undrafted",United States
2020,Ethan Israel,-,-,-,Hapoel Tel Aviv,N/A,"2021 NBA Draft, Undrafted",Israel
2020,Kadeem Jack,F,6-9,225,Hapoel Galil Gilboa,Queens (NY),"2015 NBA Draft, Undrafted",United States
2020,Davon Jefferson,F,6-8,220,Maccabi Bazan Haifa,Lynwood (CA),"2008 NBA Draft, Undrafted",United States
2020,Chris Johnson,F,6-6,206,Hapoel Unet Holon,Columbus (OH),"2012 NBA Draft, Undrafted",United States
2020,Joseph Johnson,G,6-4,-,Hapoel Beer Sheva,N/A,"2020 NBA Draft, Undrafted",Israel
2020,Chris Jones,G,6-2,200,Maccabi FOX Tel Aviv,Garland (TX),"2015 NBA Draft, Undrafted",United StatesArmenia
2020,Tyrique Jones,F,6-9,239,Hapoel Tel Aviv,Bloomfield (CT),"2020 NBA Draft, Undrafted",United States
2020,Koren Jorno,G,5-9,180,Hapoel Galil Gilboa,Afula,"2020 NBA Draft, Undrafted",Israel
2020,Natan Jurkovitz,F,6-7,205,Hapoel Beer Sheva,Poiters,"2017 NBA Draft, Undrafted",FranceSwitzerland
2020,Elishay Kadir,F,6-6,220,Bnei Herzelia,Tel Aviv,"2009 NBA Draft, Undrafted",Israel
2020,Stanton Kidd,F,6-7,215,Hapoel Bank Yahav Jerusalem,Baltimore (MD),"2015 NBA Draft, Undrafted",United States
2020,Daniel Koperberg,C,6-10,231,Hapoel Tel Aviv,Saint Petersburg,"2019 NBA Draft, Undrafted",RussiaIsrael
2020,Egor Koulechov,F,6-5,205,Maccabi Rishon Lezion,Volgograd,"2018 NBA Draft, Undrafted",RussiaIsrael
2020,Danel Kozahinof,G,5-10,-,Maccabi Bazan Haifa,N/A,"2023 NBA Draft, Undrafted",Israel
2020,Chris Kramer,G,6-3,195,Hapoel Bank Yahav Jerusalem,Huntington (IN),"2010 NBA Draft, Undrafted",United States
2020,Yair Kravits,G,6-4,190,Bnei Herzelia,Petah Tikva,"2021 NBA Draft, Undrafted",Israel
2020,Andriy Kulish,F,6-7,190,Hapoel Beer Sheva,Dnipropetrovsk,"2014 NBA Draft, Undrafted",Ukraine
2020,Gur Lavy,F,6-6,-,Hapoel Haifa,N/A,"2023 NBA Draft, Undrafted",Israel
2020,"Walt Lemon, Jr.",G,6-3,180,Hapoel Tel Aviv,Chicago (IL),"2014 NBA Draft, Undrafted",United States
2020,Orr Leumi,G,6-4,155,Ironi Nahariya,Petah Tikva,"2017 NBA Draft, Undrafted",Israel
2020,Nimrod Levi,FC,6-8,190,Ironi Nes Ziona,Ramat Gan,"2017 NBA Draft, Undrafted",Israel
2020,Gabe Levin,F,6-8,235,Bnei Herzelia,Oak Park (IL),"2018 NBA Draft, Undrafted",United States
2020,Trey Lewis,G,6-2,185,Maccabi Rishon Lezion,Garfield Heights (OH),"2016 NBA Draft, Undrafted",United States
2020,Raviv Limonad,G,6-3,195,Ironi Nes Ziona,Natanya,"2006 NBA Draft, Undrafted",Israel
2020,Jermaine Love-Roberts,G,6-2,175,Hapoel Unet Holon,Chicago Heights (IL),"2012 NBA Draft, Undrafted",United States
2020,Kalin Lucas,G,6-1,195,Ironi Nahariya,Detroit (MI),"2011 NBA Draft, Undrafted",United States
2020,Tom Maayan,G,6-2,175,Hapoel Beer Sheva,Galilee,"2016 NBA Draft, Undrafted",Israel
2020,Shelvin Mack,G,6-3,203,Maccabi Rishon Lezion,Lexington (KY),2011 Rnd 2 Pick 4,United States
2020,Yam Madar,G,6-3,180,Hapoel Tel Aviv,Beit Dagan,2020 Rnd 2 Pick 17,Israel
2020,Devyn Marble,GF,6-6,192,Maccabi Bazan Haifa,Southfield (MI),2014 Rnd 2 Pick 26,United States
2020,Karam Mashour,GF,6-6,210,Hapoel Haifa,Nazareth,"2015 NBA Draft, Undrafted",Israel
2020,Ray McCallum,G,6-3,191,Hapoel Bank Yahav Jerusalem,Beverly Hills (MI),2013 Rnd 2 Pick 6,United States
2020,Tyrus McGee,G,6-2,205,Hapoel Unet Holon,Stringtown (OK),"2013 NBA Draft, Undrafted",United States
2020,Rigoberto Mendoza,G,6-3,190,Maccabi Bazan Haifa,San Cristobal,"2014 NBA Draft, Undrafted",Dominican Republic
2020,Jerome Meyinsse,F,6-9,233,Ironi Nes Ziona,Baton Rouge (LA),"2010 NBA Draft, Undrafted",United States
2020,Bar Michaelov,G,6-2,-,Ironi Nahariya,N/A,2026 NBA Draft Eligible,Israel
2020,Isaiah Miles,F,6-8,220,Hapoel Unet Holon,Baltimore (MD),"2016 NBA Draft, Undrafted",United States
2020,Patrick Miller,G,6-1,200,Ironi Nes Ziona,Chicago (IL),"2014 NBA Draft, Undrafted",United States
2020,Niv Misgav,G,6-0,176,Hapoel Unet Holon,N/A,"2017 NBA Draft, Undrafted",Israel
2020,Akil Mitchell,F,6-9,250,Maccabi Rishon Lezion,Charlotte (NC),"2014 NBA Draft, Undrafted",United StatesPanama
2020,Luka Mitrovic,F,6-8,200,Hapoel Bank Yahav Jerusalem,Novi Sad,2015 Rnd 2 Pick 30,Serbia
2020,Darryl Monroe,F,6-7,228,Maccabi Rishon Lezion,Virginia Beach (VA),"2009 NBA Draft, Undrafted",United States
2020,McKenzie Moore,G,6-6,190,Ironi Nahariya,Pleasant Hill (CA),"2015 NBA Draft, Undrafted",United States
2020,Jonathan Mor,FC,6-9,220,Hapoel Tel Aviv,Ramat Gan,"2017 NBA Draft, Undrafted",Israel
2020,Jaylen Morris,G,6-5,185,Bnei Herzelia,Amherst (NY),"2017 NBA Draft, Undrafted",United States
2020,Jordan Murphy,F,6-6,250,Ironi Nes Ziona,San Antonio (TX),"2019 NBA Draft, Undrafted",United StatesPuerto Rico
2020,Daniel Najar,G,6-4,-,Maccabi Bazan Haifa,N/A,"2023 NBA Draft, Undrafted",Israel
2020,Le'Bryan Nash,F,6-7,235,Maccabi Bazan Haifa,Dallas (TX),"2015 NBA Draft, Undrafted",United States
2020,Josh Nebo,FC,6-9,244,Hapoel Eilat,Katy (TX),"2020 NBA Draft, Undrafted",United States
2020,Ron Nekrashevich,C,6-11,-,Hapoel Galil Gilboa,Be'er Ya'akov,"2020 NBA Draft, Undrafted",Israel
2020,Igor Nesterenko,F,6-8,210,Hapoel Haifa,Kiliya,"2012 NBA Draft, Undrafted",Ukraine
2020,Roey Netzia,F,6-3,-,Hapoel Haifa,N/A,"2019 NBA Draft, Undrafted",Israel
2020,Malik Newman,G,6-3,190,Ironi Nahariya,Jackson (MS),"2018 NBA Draft, Undrafted",United States
2020,Leroy Obziler,G,6-4,-,Bnei Herzelia,N/A,2024 NBA Draft Eligible,Israel
2020,Tal Ofir,G,6-4,-,Hapoel Eilat,N/A,2024 NBA Draft Eligible,Israel
2020,Derek Ogbeide,C,6-9,250,Hapoel Eilat,Lagos,"2019 NBA Draft, Undrafted",NigeriaUnited States
2020,Yogev Ohayon,G,6-2,190,Hapoel Unet Holon,Safed,"2009 NBA Draft, Undrafted",Israel
2020,Jeremy Pargo,G,6-2,219,Maccabi Rishon Lezion,Chicago (IL),"2009 NBA Draft, Undrafted",United States
2020,Terell Parks,F,6-8,250,Bnei Herzelia,Beloit (WI),"2013 NBA Draft, Undrafted",United States
2020,Tal-Or Peled,G,6-5,-,Maccabi Rishon Lezion,N/A,2024 NBA Draft Eligible,Israel
2020,Tarik Phillip,G,6-3,185,Hapoel Bank Yahav Jerusalem,Brooklyn (NY),"2017 NBA Draft, Undrafted",United StatesEngland
2020,Guy Pnini,F,6-6,215,Hapoel Unet Holon,Tel Aviv,"2005 NBA Draft, Undrafted",Israel
2020,Tomer Porat,FC,6-7,196,Ironi Nahariya,Petah Tikva,"2021 NBA Draft, Undrafted",Israel
2020,Casey Prather,F,6-6,208,Hapoel Eilat,Jackson (TN),"2014 NBA Draft, Undrafted",United States
2020,Austin Price,G,6-4,184,Ironi Nes Ziona,Farmington Hills (MI),"2017 NBA Draft, Undrafted",United States
2020,Joe Ragland,G,6-0,185,Hapoel Eilat,Springfield (MA),"2012 NBA Draft, Undrafted",United States
2020,Taylor Rochestie,G,6-1,194,Hapoel Haifa,Houston (TX),"2009 NBA Draft, Undrafted",United StatesMontenegro
2020,Daniel Rosenbaum,G,6-5,205,Hapoel Bank Yahav Jerusalem,Los Altos Hills (CA),"2019 NBA Draft, Undrafted",United States
2020,Clarke Rosenberg,G,6-4,195,Hapoel Beer Sheva,Evanston (IL),"2015 NBA Draft, Undrafted",United States
2020,Amitai Rotem,F,6-8,-,Hapoel Tel Aviv,Tel Aviv,2024 NBA Draft Eligible,Israel
2020,Roman Rubinshteyn,G,6-4,172,Maccabi Bazan Haifa,Minsk,"2018 NBA Draft, Undrafted",Belarus
2020,Miron Ruina,F,6-8,227,Hapoel Eilat,Helsinki,"2020 NBA Draft, Undrafted",FinlandIsrael
2020,Tamir Saban,G,6-3,175,Ironi Nes Ziona,Los Angeles (CA),"2020 NBA Draft, Undrafted",United States
2020,Dori Sahar,G,6-5,-,Maccabi FOX Tel Aviv,N/A,"2023 NBA Draft, Undrafted",Israel
2020,Samardo Samuels,FC,6-9,260,Hapoel Haifa,Trelawyny,"2010 NBA Draft, Undrafted",Jamaica
2020,Rakim Sanders,GF,6-5,228,Hapoel Beer Sheva,Pawtucket (RI),"2012 NBA Draft, Undrafted",United States
2020,Daniel Sasson,C,6-9,234,Hapoel Galil Gilboa,Jerusalem,"2016 NBA Draft, Undrafted",Israel
2020,Elion Sasson,G,6-2,-,Hapoel Bank Yahav Jerusalem,N/A,2025 NBA Draft Eligible,Israel
2020,Devon Scott,F,6-9,215,Ironi Nahariya,Columbus (OH),"2016 NBA Draft, Undrafted",United States
2020,Neta Segal,G,6-2,-,Hapoel Beer Sheva,Rutherglen,"2017 NBA Draft, Undrafted",ScotlandIsrael
2020,Wayne Selden,G,6-5,230,Ironi Nes Ziona,Boston (MA),"2016 NBA Draft, Undrafted",United States
2020,Nate Sestina,F,6-9,234,Hapoel Unet Holon,Emporium (PA),"2020 NBA Draft, Undrafted",United States
2020,Naor Sharon,G,6-4,194,Maccabi Bazan Haifa,Ramat Gan,"2017 NBA Draft, Undrafted",Israel
2020,Jason Siggers,GF,6-2,195,Hapoel Haifa,Dallas (TX),"2007 NBA Draft, Undrafted",United States
2020,Amit Simhon,G,6-5,208,Hapoel Haifa,Ramat Gan,"2011 NBA Draft, Undrafted",Israel
2020,Deividas Sirvydis,GF,6-8,190,Hapoel Bank Yahav Jerusalem,Vilnius,2019 Rnd 2 Pick 7,LithuaniaLatvia
2020,Jonathan Skjoldebrand,F,6-7,220,Hapoel Eilat,Tel Aviv,"2005 NBA Draft, Undrafted",Sweden
2020,Chris Smith,G,6-2,195,Hapoel Bank Yahav Jerusalem,Millstone (NJ),"2012 NBA Draft, Undrafted",United States
2020,Donta Smith,GF,6-7,215,Maccabi Bazan Haifa,Louisville (KY),2004 Rnd 2 Pick 5,United StatesVenezuela
2020,Ido Soffer,G,5-11,158,Ironi Nahariya,N/A,2024 NBA Draft Eligible,Israel
2020,Michal Sokolowski,G,6-5,196,Hapoel Unet Holon,Warsaw,"2014 NBA Draft, Undrafted",Poland
2020,Roman Sorkin,F,6-10,225,Maccabi Bazan Haifa,Minsk,"2018 NBA Draft, Undrafted",BelarusIsrael
2020,Benayu Sror,C,6-10,-,Hapoel Galil Gilboa,N/A,"2021 NBA Draft, Undrafted",Israel
2020,Paul Stoll,G,5-11,175,Hapoel Tel Aviv,Lansing (MI),"2008 NBA Draft, Undrafted",United StatesMexico
2020,Amit Suss,F,6-6,196,Hapoel Beer Sheva,Ramat Gan,"2021 NBA Draft, Undrafted",Israel
2020,Yuval Sznajderman,G,6-1,180,Hapoel Bank Yahav Jerusalem,N/A,2024 NBA Draft Eligible,Israel
2020,Joaquin Szuchman,G,6-3,190,Hapoel Tel Aviv,Concordia,"2017 NBA Draft, Undrafted",ArgentinaIsrael
2020,Eliad Tal,G,6-6,-,Hapoel Tel Aviv,N/A,2024 NBA Draft Eligible,Israel
2020,Omer Tal,G,6-2,-,Hapoel Haifa,N/A,"2014 NBA Draft, Undrafted",Romania
2020,Isaiah Taylor,G,6-3,170,Maccabi Rishon Lezion,Hayward (CA),"2016 NBA Draft, Undrafted",United States
2020,Gal Tesler,G,6-1,-,Maccabi Rishon Lezion,N/A,"2015 NBA Draft, Undrafted",Israel
2020,Elijah Thomas,C,6-9,245,Bnei Herzelia,Lancaster (TX),"2019 NBA Draft, Undrafted",United States
2020,TaShawn Thomas,F,6-8,240,Hapoel Bank Yahav Jerusalem,Killeen (TX),"2015 NBA Draft, Undrafted",United States
2020,Joe Thomasson,G,6-4,165,Hapoel Galil Gilboa,Dayton (OH),"2016 NBA Draft, Undrafted",United StatesGeorgia
2020,Eric Thompson,F,6-8,240,Hapoel Beer Sheva,Detroit (MI),"2016 NBA Draft, Undrafted",United States
2020,Justin Tillman,F,6-8,229,Hapoel Tel Aviv,Detroit (MI),"2018 NBA Draft, Undrafted",United States
2020,Bar Timor,G,6-3,187,Hapoel Tel Aviv,Haifa,"2014 NBA Draft, Undrafted",Israel
2020,Rod Tishman,G,6-6,198,Maccabi Rishon Lezion,Tel Aviv,"2011 NBA Draft, Undrafted",Israel
2020,J.P. Tokoto,GF,6-6,200,Hapoel Tel Aviv,Menomonee Falls (WI),2015 Rnd 2 Pick 28,United StatesCameroon
2020,Uriel Trocki,F,6-7,224,Hapoel Unet Holon,Montevideo,"2018 NBA Draft, Undrafted",Uruguay
2020,Aviel Tzedek,G,5-11,-,Hapoel Unet Holon,N/A,"2020 NBA Draft, Undrafted",Israel
2020,Alexey Tzubrevitch,C,7-1,245,Maccabi Bazan Haifa,Komsomolsk-on-Amur,"2008 NBA Draft, Undrafted",RussiaIsrael
2020,"Reggie Upshaw, Jr.",F,6-7,222,Hapoel Tel Aviv,Chattanooga (TN),"2017 NBA Draft, Undrafted",United States
2020,Aaron Valdes,G,6-5,190,Maccabi Bazan Haifa,Whittier (CA),"2016 NBA Draft, Undrafted",United States
2020,Marlain Veal,G,5-9,145,Bnei Herzelia,Gretna (LA),"2019 NBA Draft, Undrafted",United States
2020,Eyal Wandel,G,6-2,-,Hapoel Haifa,Haifa,"2022 NBA Draft, Undrafted",Israel
2020,Travis Warech,GF,6-3,195,Hapoel Beer Sheva,Pine Brook (NJ),"2013 NBA Draft, Undrafted",United States
2020,Storm Warren,F,6-7,230,Bnei Herzelia,Monroe (LA),"2012 NBA Draft, Undrafted",United States
2020,Dominic Waters,G,6-1,180,Ironi Nahariya,Portland (OR),"2010 NBA Draft, Undrafted",United States
2020,Spencer Weisz,F,6-4,209,Hapoel Beer Sheva,Florham (NJ),"2017 NBA Draft, Undrafted",United StatesIsrael
2020,Scottie Wilbekin,G,6-2,176,Maccabi FOX Tel Aviv,Gainesville (FL),"2014 NBA Draft, Undrafted",United StatesTurkey
2020,Kenny Williams,G,6-4,190,Bnei Herzelia,Richmond (VA),"2019 NBA Draft, Undrafted",United States
2020,Jamil Wilson,F,6-7,229,Maccabi Rishon Lezion,Milwaukee (WI),"2014 NBA Draft, Undrafted",United States
