PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,Year,Season,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,JERSEY_NUMBER,POSITION,HEIGHT,WEIGHT,FROM_YEAR,TO_YEAR,PLAYER_HEIGHT_METERS
1630250,Marko Simonovic,1610612741,CHI,22.0,9,4,5,0.444,47.5,5.4,20.3,0.267,1.4,6.8,0.2,10.8,14.9,0.727,6.8,6.8,13.5,0.0,2.7,1.4,1.4,4.1,8.1,9.5,23.0,2021-22,Regular Season,,Montenegro,2020,2,44,19,C,7-0,220.0,2021,2022,2.13
1630250,Marko Simonovic,1610612741,CHI,23.0,7,3,4,0.429,40.0,4.1,14.3,0.286,2.0,8.2,0.25,2.0,4.1,0.5,2.0,2.0,4.1,0.0,0.0,0.0,0.0,0.0,10.2,2.0,12.2,2022-23,Regular Season,,Montenegro,2020,2,44,19,C,7-0,220.0,2021,2022,2.13
1629674,Neemias Queta,1610612758,SAC,22.0,15,4,11,0.267,47.3,6.7,15.0,0.447,0.0,0.0,0.0,4.3,6.7,0.647,5.5,6.7,12.3,2.4,2.4,0.4,3.2,1.2,7.1,4.7,17.8,2021-22,Regular Season,Utah State,Portugal,2021,2,39,88,C,7-0,248.0,2021,2023,2.13
1629674,Neemias Queta,1610612758,SAC,23.0,5,1,4,0.2,41.6,8.7,13.0,0.667,0.0,0.0,0.0,0.0,2.9,0.0,7.2,8.7,15.9,1.4,1.4,0.0,2.9,0.0,10.1,2.9,17.4,2022-23,Regular Season,Utah State,Portugal,2021,2,39,88,C,7-0,248.0,2021,2023,2.13
1630846,Olivier Sarr,1610612760,OKC,23.0,22,6,16,0.273,48.0,6.6,11.5,0.574,1.5,3.3,0.448,2.7,3.3,0.828,3.9,6.7,10.6,2.2,2.5,0.7,1.7,1.1,5.9,3.2,17.4,2021-22,Regular Season,Kentucky,France,Undrafted,Undrafted,Undrafted,30,C,6-10,240.0,2021,2023,2.08
1630846,Olivier Sarr,1610612760,OKC,24.0,9,5,4,0.556,47.7,6.3,12.6,0.5,0.4,3.4,0.125,2.1,2.9,0.714,5.0,8.0,13.0,1.7,1.7,0.4,2.1,0.0,7.1,5.0,15.1,2022-23,Regular Season,Kentucky,France,Undrafted,Undrafted,Undrafted,30,C,6-10,240.0,2021,2023,2.08
1630209,Omer Yurtseven,1610612748,MIA,24.0,56,39,17,0.696,49.1,9.0,17.2,0.526,0.1,0.8,0.091,2.6,4.2,0.623,5.9,14.5,20.4,3.4,2.8,1.2,1.4,1.3,5.8,3.6,20.8,2021-22,Regular Season,Georgetown,Turkey,Undrafted,Undrafted,Undrafted,77,C,6-11,275.0,2020,2023,2.11
1630209,Omer Yurtseven,1610612748,MIA,24.0,9,5,4,0.556,46.7,14.8,22.2,0.667,0.0,2.5,0.0,1.2,3.7,0.333,1.2,7.4,8.6,3.7,0.0,0.0,1.2,1.2,2.5,2.5,30.9,2021-22,Playoffs,Georgetown,Turkey,Undrafted,Undrafted,Undrafted,77,C,6-11,275.0,2020,2023,2.11
1630209,Omer Yurtseven,1610612748,MIA,25.0,9,5,4,0.556,46.2,8.9,15.0,0.593,1.7,3.9,0.429,2.8,3.3,0.833,4.4,8.3,12.8,1.1,2.2,1.1,1.1,0.6,8.9,5.0,22.2,2022-23,Regular Season,Georgetown,Turkey,Undrafted,Undrafted,Undrafted,77,C,6-11,275.0,2020,2023,2.11
1630209,Omer Yurtseven,1610612748,MIA,25.0,8,4,4,0.5,46.1,5.9,20.6,0.286,0.0,5.9,0.0,0.0,0.0,0.0,8.8,5.9,14.7,2.9,2.9,0.0,2.9,0.0,5.9,0.0,11.8,2022-23,Playoffs,Georgetown,Turkey,Undrafted,Undrafted,Undrafted,77,C,6-11,275.0,2020,2023,2.11
