Year,Position,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2023,SG,19,Luka Tomas,ZAB,28,30.1,15.9,5.6,14.1,.397,1.0,4.4,.231,3.8,4.7,.795,2.0,5.5,7.6,5.1,1.8,0.6,3.1,3.5
2023,SG,20,Mateo Vidovic,DUB,31,27.5,15.9,5.1,14.4,.354,1.9,8.1,.236,3.7,4.9,.750,1.0,3.5,4.4,6.6,1.1,0.3,4.2,5.3
2023,SG,21,Roko Ukic,SPL,23,19.8,15.8,5.8,15.5,.374,2.8,9.4,.303,1.4,2.1,.650,1.8,4.3,6.1,8.0,1.5,0.1,2.0,3.8
2023,SG,22,Tai Bibbs,ALK,10,29.2,15.8,6.1,13.7,.446,1.8,5.4,.333,1.8,3.0,.611,1.5,3.1,4.6,2.6,1.6,1.0,2.5,5.8
2023,SG,23,Sime Lisica,ALK,23,30.0,15.5,4.9,15.1,.329,2.4,8.7,.280,3.2,4.2,.767,2.0,5.4,7.4,5.4,2.1,0.1,3.2,4.2
2023,SG,24,Luka Cvitanovic,DIN,26,13.1,13.9,5.1,12.6,.400,2.0,6.5,.304,1.8,3.8,.481,1.7,2.7,4.4,4.4,1.8,0.1,2.7,6.9
2023,SG,25,Emil Savic,DUB,34,20.5,13.7,3.7,12.4,.302,2.8,9.2,.301,3.5,4.6,.761,0.3,3.9,4.3,2.5,1.3,0.3,2.1,4.1
2023,SG,26,Frano Miloloza,VEL,13,5.1,12.2,5.0,10.0,.500,1.4,3.6,.400,0.7,1.4,.500,0.7,2.2,2.9,1.4,1.4,0.0,5.7,5.0
2023,SG,27,Andro Anzulovic,DIN,34,22.2,12.0,3.9,8.8,.449,2.9,7.3,.391,1.2,1.5,.792,0.7,3.8,4.5,5.0,2.4,0.0,1.5,5.3
2023,SG,28,Ivo Zukanovic,ALK,20,7.6,11.8,4.4,9.8,.452,0.3,3.8,.083,2.5,4.1,.615,5.1,6.7,11.8,2.2,1.6,1.0,3.2,8.3
2023,SG,29,Vito Smojer,SRKL,16,10.0,10.5,4.2,11.1,.378,2.1,6.3,.333,0.0,0.0,.000,1.2,2.1,3.3,4.2,1.8,0.9,1.5,6.3
2023,SG,30,Andro Antonic,ZAB,26,14.0,9.5,3.4,9.1,.377,1.3,4.7,.278,1.3,1.8,.714,1.8,2.6,4.5,2.8,2.5,0.4,1.5,9.2
2023,SG,31,Frane Butorac,SRKL,15,4.8,7.3,2.6,9.9,.267,1.3,4.6,.286,0.7,1.3,.500,4.6,2.0,6.6,2.0,2.6,0.7,2.0,7.9
2023,SF,1,Tim Bond,ZAB,15,24.5,26.9,10.2,23.2,.438,2.2,7.0,.315,4.3,5.1,.846,2.2,7.3,9.5,7.3,3.1,2.2,5.3,4.2
2023,SF,2,Hrvoje Garfolic,DIN,29,27.1,25.9,9.4,17.7,.531,2.4,5.8,.421,4.6,5.7,.809,2.4,6.3,8.7,6.7,2.9,0.3,5.0,5.6
2023,SF,3,Domagoj Vukovic,CIB,24,12.8,25.4,10.6,16.3,.654,0.9,2.8,.333,3.1,3.3,.952,5.0,6.9,11.9,3.6,1.6,0.6,3.6,6.4
2023,SF,4,Krsevan Klarica,ZAD,28,9.5,23.1,8.3,17.1,.484,4.0,10.1,.393,2.5,3.1,.824,2.7,7.0,9.7,3.1,0.9,0.0,1.8,6.3
