Year_x,Position,#,Player,Team_x,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,League,Year_y,Pos,HT,WT,Team_y,Birth City,Draft Status,Nationality
2019,G,11,Paolo Marinelli,KRK,20,27.0,22.5,7.75,21.0,0.46375,2.875,10.25,0.355,4.0,5.0,1.0075,1.25,3.875,5.125,8.625,1.5,0.375,4.5,7.375,Adriatic ABA,2019,G,6-4,181,Krka Novo Mesto,Rijeka,"2017 NBA Draft, Undrafted",Croatia
2020,G,19,Paolo Marinelli,KRK,14,21.5,21.125,6.0,17.875,0.41625,3.0,10.0,0.375,6.25,6.75,1.1575,1.25,3.25,4.5,8.0,3.0,0.0,5.75,6.5,Adriatic ABA,2019,G,6-4,181,Krka Novo Mesto,Rijeka,"2017 NBA Draft, Undrafted",Croatia
2019,G,12,Domen Bratoz,KRK,20,24.875,21.125,6.625,21.625,0.385,2.375,11.5,0.26375,5.5,6.625,1.0225,2.75,6.0,8.75,8.125,4.5,0.125,6.625,7.5,Adriatic ABA,2019,G,6-0,185,KK Cedevita Olimpija Ljubljana,Novo Mesto,"2015 NBA Draft, Undrafted",Slovenia
2019,G,15,Filip Covic,ZVE,26,21.875,19.125,5.625,15.0,0.47125,2.5,7.75,0.4025,5.25,6.875,0.96125,0.375,4.125,4.5,16.375,1.375,0.0,3.25,9.5,Adriatic ABA,2019,G,5-8,163,KK Crvena Zvezda,Belgrade,"2011 NBA Draft, Undrafted",Serbia
2020,G,18,Filip Covic,ZVE,11,24.75,21.5,6.375,14.875,0.5325,3.25,9.125,0.4549999999999999,5.5,6.0,1.13625,0.5,4.625,5.25,12.625,2.25,0.0,6.875,8.0,Adriatic ABA,2019,G,5-8,163,KK Crvena Zvezda,Belgrade,"2011 NBA Draft, Undrafted",Serbia
2021,G,13,Filip Covic,FMP,23,36.75,23.75,7.25,21.625,0.42125,3.875,13.375,0.3587499999999999,5.375,6.5,1.0275,0.5,3.875,4.375,13.75,2.25,0.0,7.125,6.875,Adriatic ABA,2019,G,5-8,163,KK Crvena Zvezda,Belgrade,"2011 NBA Draft, Undrafted",Serbia
2019,G,17,Karlo Uljarevic,CIB,12,18.125,16.5,4.875,16.125,0.3725,2.375,10.375,0.29125,4.5,6.25,0.9025,0.75,2.125,2.75,9.25,2.75,0.0,7.625,7.875,Adriatic ABA,2019,G,6-2,174,KK Zadar,Osijek,"2020 NBA Draft, Undrafted",Croatia
2020,G,24,Karlo Uljarevic,ZAD,16,13.625,10.25,3.375,12.75,0.3375,1.75,9.625,0.22375,1.75,2.0,1.04125,0.625,3.125,3.75,6.875,2.375,0.0,4.5,5.875,Adriatic ABA,2019,G,6-2,174,KK Zadar,Osijek,"2020 NBA Draft, Undrafted",Croatia
2019,G,1,Tay Waller,MOR,21,28.25,31.5,11.25,25.625,0.55125,6.125,15.125,0.50375,2.875,3.875,0.9275,1.25,5.625,6.875,4.375,3.0,0.125,2.875,7.625,Adriatic ABA,2019,G,6-2,193,KK Mornar,Manchester (GA),"2010 NBA Draft, Undrafted",United States
2020,G,6,Tay Waller,MOR,20,23.25,29.625,10.125,21.0,0.60625,6.25,13.75,0.57375,2.875,3.125,1.18375,1.5,4.75,6.125,2.0,1.75,0.5,1.25,7.0,Adriatic ABA,2019,G,6-2,193,KK Mornar,Manchester (GA),"2010 NBA Draft, Undrafted",United States
2021,G,9,Tay Waller,IGO,12,24.125,25.875,9.125,24.125,0.47,4.875,14.75,0.41625,2.875,3.625,0.9825,0.25,3.875,4.125,2.125,2.625,0.0,1.25,4.125,Adriatic ABA,2019,G,6-2,193,KK Mornar,Manchester (GA),"2010 NBA Draft, Undrafted",United States
2022,G,10,Tay Waller,IGO,28,30.25,29.875,10.375,23.5,0.55,6.375,15.125,0.52625,2.75,3.5,0.99375,0.875,4.875,5.75,3.75,3.0,0.125,2.25,4.625,Adriatic ABA,2019,G,6-2,193,KK Mornar,Manchester (GA),"2010 NBA Draft, Undrafted",United States
2023,G,32,Tay Waller,IGO,25,19.375,17.25,6.375,19.375,0.41,3.375,13.625,0.3125,1.125,1.25,1.09375,0.625,4.375,5.0,4.125,2.125,0.125,1.875,5.125,Adriatic ABA,2019,G,6-2,193,KK Mornar,Manchester (GA),"2010 NBA Draft, Undrafted",United States
2024,G,27,Tay Waller,MOR,26,24.875,21.0,7.5,19.5,0.48375,3.5,11.5,0.37875,2.375,3.0,1.01,1.25,5.5,6.75,4.5,2.875,0.125,1.75,5.625,Adriatic ABA,2019,G,6-2,193,KK Mornar,Manchester (GA),"2010 NBA Draft, Undrafted",United States
2019,G,2,Billy Baron,ZVE,29,27.5,31.5,10.5,21.625,0.60875,5.75,13.75,0.5225,4.75,5.5,1.05875,0.5,5.75,6.25,7.375,2.625,0.0,3.75,4.375,Adriatic ABA,2019,G,6-2,195,KK Crvena Zvezda,East Greenwich (RI),"2014 NBA Draft, Undrafted",United States
2020,G,3,Billy Baron,ZVE,18,29.75,31.25,10.625,22.25,0.5974999999999999,6.0,14.0,0.5375,3.875,4.875,1.0,0.875,5.125,6.0,6.125,2.0,0.0,3.25,3.625,Adriatic ABA,2019,G,6-2,195,KK Crvena Zvezda,East Greenwich (RI),"2014 NBA Draft, Undrafted",United States
2019,G,3,Nemanja Vranjes,MOR,20,34.875,31.125,8.375,21.5,0.4875,4.125,11.875,0.4275,10.25,12.875,0.99,2.625,7.5,10.125,4.5,2.375,0.25,4.375,5.5,Adriatic ABA,2019,G,6-2,194,KK Mornar,Sanski Most,"2010 NBA Draft, Undrafted",Bosnia and HerzegovinaMontenegro
2020,G,23,Nemanja Vranjes,MOR,17,19.625,16.875,5.0,15.375,0.405,2.875,11.5,0.31875,4.0,5.875,0.865,1.375,5.875,7.25,4.0,2.5,0.0,2.0,7.25,Adriatic ABA,2019,G,6-2,194,KK Mornar,Sanski Most,"2010 NBA Draft, Undrafted",Bosnia and HerzegovinaMontenegro
2021,G,17,Nemanja Vranjes,MOR,26,22.75,20.375,6.875,16.875,0.5075000000000001,3.25,11.125,0.3687499999999999,3.375,3.875,1.08875,1.5,8.0,9.5,4.125,2.5,0.0,1.375,4.875,Adriatic ABA,2019,G,6-2,194,KK Mornar,Sanski Most,"2010 NBA Draft, Undrafted",Bosnia and HerzegovinaMontenegro
2023,G,23,Nemanja Vranjes,MOR,24,23.25,19.75,5.75,16.125,0.4475,3.75,12.125,0.38875,4.375,5.75,0.95875,2.0,6.875,8.875,2.75,1.75,0.0,2.25,4.75,Adriatic ABA,2019,G,6-2,194,KK Mornar,Sanski Most,"2010 NBA Draft, Undrafted",Bosnia and HerzegovinaMontenegro
2024,G,23,Nemanja Vranjes,MOR,24,27.5,21.375,6.5,19.0,0.42625,3.375,12.875,0.33125,5.0,6.0,1.0375,1.0,6.375,7.375,4.25,1.625,0.125,2.5,6.25,Adriatic ABA,2019,G,6-2,194,KK Mornar,Sanski Most,"2010 NBA Draft, Undrafted",Bosnia and HerzegovinaMontenegro
2019,G,4,Blaz Mesicek,OLI,9,25.625,30.0,6.875,19.5,0.4375,2.625,7.875,0.41625,13.625,17.0,1.01,1.25,5.5,6.875,5.25,1.0,0.0,7.125,4.875,Adriatic ABA,2019,G,6-6,170,KK Mega Bemax,Ljubljana,"2019 NBA Draft, Undrafted",Slovenia
2020,G,18,Blaz Mesicek,MEG,18,28.75,21.125,6.25,16.0,0.48875,2.75,7.0,0.495,6.0,6.625,1.11375,2.125,3.625,5.75,3.875,1.125,0.625,3.75,4.25,Adriatic ABA,2019,G,6-6,170,KK Mega Bemax,Ljubljana,"2019 NBA Draft, Undrafted",Slovenia
2021,G,6,Blaz Mesicek,SPL,14,30.125,27.75,7.875,18.5,0.5287499999999999,2.5,7.625,0.4075,9.625,11.75,1.0225,1.25,5.375,6.625,7.0,1.125,0.125,4.5,4.25,Adriatic ABA,2019,G,6-6,170,KK Mega Bemax,Ljubljana,"2019 NBA Draft, Undrafted",Slovenia
2019,G,5,Marko Ljubicic,CIB,22,33.625,27.75,8.625,22.25,0.485,2.875,10.25,0.34625,7.75,11.625,0.82625,1.0,8.5,9.5,9.5,4.5,0.0,4.625,7.25,Adriatic ABA,2020,G,6-5,190,KK Cibona,Novi Sad,"2009 NBA Draft, Undrafted",Serbia
