Year_x,Position,#,Player,Team_x,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,League,Year_y,Pos,HT,WT,Team_y,Birth City,Draft Status,Nationality
2021,G,16,Nejc Baric,KRK,23,33.625,22.375,7.75,16.75,0.58125,4.375,9.75,0.5625,2.5,3.375,0.92875,0.75,3.625,4.375,8.125,1.375,0.125,4.25,7.0,Adriatic ABA,2019,G,6-0,-,Sixt Primorska,Trbovlje,"2019 NBA Draft, Undrafted",Slovenia
2022,G,26,Nejc Baric,SPL,24,31.375,18.375,6.5,16.25,0.49875,3.375,9.875,0.42875,2.0,2.375,1.04125,0.75,3.0,3.625,9.25,2.125,0.0,5.75,5.25,Adriatic ABA,2019,G,6-0,-,Sixt Primorska,Trbovlje,"2019 NBA Draft, Undrafted",Slovenia
2020,G,23,Zan Sisko,SIX,11,35.0,17.375,6.875,19.25,0.4425,1.5,7.375,0.26375,2.125,2.375,1.14625,1.75,5.0,6.875,21.25,3.125,0.375,5.25,7.0,Adriatic ABA,2019,G,6-3,185,Sixt Primorska,Ljubljana,"2019 NBA Draft, Undrafted",Slovenia
2020,G,1,Lance Harris,SIX,11,38.5,36.25,12.625,25.0,0.63,6.25,13.5,0.57625,5.0,6.0,1.03,1.75,6.75,8.5,3.0,0.75,0.125,3.375,4.25,Adriatic ABA,2019,G,6-5,190,KK Mornar,Columbia (MO),"2007 NBA Draft, Undrafted",United States
2020,G,2,Jacob Pullen,MOR,21,37.875,32.0,9.625,24.375,0.49375,4.0,12.375,0.41,8.625,10.375,1.045,0.75,3.375,4.125,10.0,3.0,0.125,5.0,3.0,Adriatic ABA,2019,G,6-1,200,KK Mornar,Maywood (IL),"2011 NBA Draft, Undrafted",United StatesGeorgia
2021,G,1,Jacob Pullen,MOR,19,32.125,38.625,12.375,26.5,0.5850000000000001,5.375,13.375,0.505,8.5,9.625,1.10625,0.5,2.625,3.125,7.25,2.125,0.125,4.375,3.0,Adriatic ABA,2019,G,6-1,200,KK Mornar,Maywood (IL),"2011 NBA Draft, Undrafted",United StatesGeorgia
2022,G,2,Jacob Pullen,COL,31,28.5,33.25,10.875,26.875,0.505,5.375,16.25,0.41,6.25,8.25,0.94125,0.625,3.25,4.0,9.125,2.0,0.0,5.625,4.75,Adriatic ABA,2019,G,6-1,200,KK Mornar,Maywood (IL),"2011 NBA Draft, Undrafted",United StatesGeorgia
2020,G,3,Jaka Blazic,COL,21,36.125,31.375,9.625,21.25,0.56375,3.375,9.25,0.4525,8.875,11.0,1.005,2.125,9.5,11.5,5.5,2.375,0.125,4.25,4.375,Adriatic ABA,2019,F,6-5,212,KK Cedevita Olimpija Ljubljana,Jesenice,"2012 NBA Draft, Undrafted",Slovenia
2021,F,3,Jaka Blazic,COL,23,38.5,33.5,10.125,22.75,0.56,3.625,10.0,0.4549999999999999,9.625,11.75,1.01625,0.875,7.375,8.25,7.0,2.125,0.0,5.125,4.125,Adriatic ABA,2019,F,6-5,212,KK Cedevita Olimpija Ljubljana,Jesenice,"2012 NBA Draft, Undrafted",Slovenia
2022,F,5,Jaka Blazic,COL,29,36.75,28.875,8.625,21.375,0.5062500000000001,3.75,11.75,0.40375,7.625,10.125,0.9525,1.0,9.0,10.125,5.125,1.875,0.0,4.25,3.875,Adriatic ABA,2019,F,6-5,212,KK Cedevita Olimpija Ljubljana,Jesenice,"2012 NBA Draft, Undrafted",Slovenia
2024,F,2,Jaka Blazic,COL,26,36.0,30.125,10.125,22.5,0.5650000000000001,3.5,10.875,0.405,6.25,7.625,1.01625,1.5,9.25,10.625,6.75,1.5,0.0,4.125,3.75,Adriatic ABA,2019,F,6-5,212,KK Cedevita Olimpija Ljubljana,Jesenice,"2012 NBA Draft, Undrafted",Slovenia
2020,G,4,Rashad Vaughn,IGO,18,40.625,30.375,11.0,25.375,0.53875,4.875,11.75,0.51125,3.625,4.625,1.0,1.875,5.0,6.875,3.625,1.625,0.25,2.125,3.375,Adriatic ABA,2019,F,6-6,210,BC Igokea,Minneapolis (MN),2015 Rnd 1 Pick 17,United States
2020,G,5,Lorenzo Brown,ZVE,18,26.625,29.875,12.0,23.875,0.62875,2.375,7.5,0.39125,3.5,3.75,1.14625,1.25,6.25,7.5,17.625,3.875,1.25,6.125,4.875,Adriatic ABA,2019,G,6-5,189,KK Crvena Zvezda,Roswell (NM),2013 Rnd 2 Pick 22,United StatesSpain
2020,G,6,Ognjen Jaramaz,PAR,20,26.5,29.375,9.5,21.75,0.54375,4.125,12.25,0.41625,6.375,8.125,0.98625,2.125,3.5,5.625,6.625,2.5,0.125,3.25,6.5,Adriatic ABA,2019,G,6-4,181,KK Partizan,Krusevac,2017 Rnd 2 Pick 28,Serbia
2021,G,5,Ognjen Jaramaz,PAR,18,32.875,28.875,9.75,20.875,0.58375,3.875,10.125,0.485,5.5,7.25,0.9425,0.875,3.0,3.875,8.75,2.375,0.25,3.375,5.125,Adriatic ABA,2019,G,6-4,181,KK Partizan,Krusevac,2017 Rnd 2 Pick 28,Serbia
2024,G,34,Ognjen Jaramaz,PAR,22,20.875,14.5,5.375,13.25,0.5087499999999999,1.25,6.5,0.25,2.5,4.125,0.75,1.0,4.375,5.375,10.75,2.625,0.375,3.25,7.625,Adriatic ABA,2019,G,6-4,181,KK Partizan,Krusevac,2017 Rnd 2 Pick 28,Serbia
2020,G,8,Stephen Holt,SIX,11,27.875,27.625,8.0,21.5,0.46875,3.375,11.25,0.38,8.0,8.5,1.17875,2.625,4.125,6.875,4.625,1.5,0.0,4.125,7.125,Adriatic ABA,2019,G,6-4,195,Sixt Primorska,Portland (OR),"2014 NBA Draft, Undrafted",United States
2020,G,9,Scott Bamforth,BUD,19,25.875,26.0,9.25,22.375,0.5187499999999999,4.375,11.75,0.47125,2.875,3.25,1.13125,1.25,5.5,6.75,5.75,1.875,0.0,2.5,5.25,Adriatic ABA,2019,G,6-2,190,Buducnost,Albuquerque (NM),"2013 NBA Draft, Undrafted",United StatesKosovo
2020,G,10,Aleksa Radanov,FMP,21,33.375,24.75,9.125,17.125,0.6725000000000001,1.75,5.5,0.3925,4.75,6.375,0.91625,2.375,7.0,9.25,5.75,1.875,0.25,4.0,4.75,Adriatic ABA,2019,F,6-7,185,KK Crvena Zvezda,Belgrade,"2020 NBA Draft, Undrafted",Serbia
2021,F,27,Aleksa Radanov,ZVE,13,12.375,17.375,6.125,19.625,0.3875,0.5,7.0,0.08375,4.625,8.375,0.6950000000000001,3.25,4.25,7.5,5.625,1.875,0.5,3.25,7.0,Adriatic ABA,2019,F,6-7,185,KK Crvena Zvezda,Belgrade,"2020 NBA Draft, Undrafted",Serbia
2022,F,25,Aleksa Radanov,IGO,28,28.5,21.625,7.625,17.0,0.56,1.375,4.875,0.33625,5.125,7.5,0.84375,3.125,6.625,9.75,8.875,1.875,0.25,6.125,5.25,Adriatic ABA,2019,F,6-7,185,KK Crvena Zvezda,Belgrade,"2020 NBA Draft, Undrafted",Serbia
2020,G,11,Sean Kilpatrick,BUD,13,27.625,24.625,7.875,19.375,0.51125,2.875,9.625,0.38,5.875,7.25,1.0,0.375,7.5,7.875,5.0,2.125,0.0,5.25,5.25,Adriatic ABA,2019,G,6-4,212,Buducnost,Yonkers (NY),"2014 NBA Draft, Undrafted",United States
2020,G,13,Keenan Evans,IGO,18,36.625,24.375,7.625,18.75,0.5075000000000001,3.0,8.5,0.4337499999999999,6.125,7.75,0.9925,1.5,3.5,5.0,5.75,3.25,0.375,2.875,5.25,Adriatic ABA,2019,G,6-3,190,BC Igokea,Richardson (TX),"2018 NBA Draft, Undrafted",United States
2020,G,14,Ive Ivanov,ZAD,17,37.875,23.375,8.75,17.75,0.6125,1.875,5.625,0.41625,4.125,6.375,0.795,5.375,4.5,9.875,3.125,1.25,0.0,3.25,6.0,Adriatic ABA,2019,F,6-6,194,KK Zadar,Zadar,"2007 NBA Draft, Undrafted",Croatia
2020,G,15,Shane Gibson,CIB,19,33.5,22.875,7.875,19.625,0.50125,4.0,10.375,0.4825,3.125,3.25,1.16125,0.875,4.75,5.5,5.125,1.5,0.375,2.375,5.75,Adriatic ABA,2019,G,6-2,180,KK Cibona,Killingly (CT),"2013 NBA Draft, Undrafted",United States
2020,G,20,Filip Kruslin,COL,21,22.0,20.625,6.125,14.25,0.54,4.375,10.5,0.5187499999999999,3.875,5.5,0.8825,0.125,5.375,5.5,2.375,1.25,0.0,2.25,5.5,Adriatic ABA,2019,G,6-4,200,KK Cedevita Olimpija Ljubljana,Zagreb,"2011 NBA Draft, Undrafted",Croatia
2020,G,22,Charles Jenkins,ZVE,18,23.875,20.125,7.875,13.125,0.75,3.375,6.25,0.66,1.0,1.375,0.9375,1.375,5.0,6.5,5.625,2.5,0.5,2.125,6.75,Adriatic ABA,2019,G,6-3,215,KK Crvena Zvezda,Brooklyn (NY),2011 Rnd 2 Pick 14,United States
2023,G,32,Charles Jenkins,FMP,29,29.0,14.125,4.5,10.375,0.53875,2.875,6.5,0.5475,2.375,2.625,1.12125,0.75,4.5,5.125,3.0,3.25,0.125,1.25,6.125,Adriatic ABA,2019,G,6-3,215,KK Crvena Zvezda,Brooklyn (NY),2011 Rnd 2 Pick 14,United States
2020,G,24,Luka Voncina,SIX,11,21.0,16.625,5.875,12.375,0.5925,2.25,6.125,0.4599999999999999,2.625,2.625,1.25,1.0,4.875,5.875,3.625,1.0,0.0,4.25,6.125,Adriatic ABA,2019,G,6-4,195,Sixt Primorska,Ljubljana,"2013 NBA Draft, Undrafted",Slovenia
2020,G,25,Sead Sehovic,MOR,20,20.125,16.375,6.0,14.125,0.52625,0.875,4.25,0.27125,3.5,7.25,0.60875,4.125,7.875,11.875,5.25,1.625,0.375,3.75,4.625,Adriatic ABA,2019,G,6-5,210,KK Mornar,Bijelo Polje,"2011 NBA Draft, Undrafted",Montenegro
2021,G,24,Sead Sehovic,MOR,24,19.25,17.875,5.875,16.0,0.45875,2.125,7.0,0.3775,4.125,5.25,0.97625,2.0,7.0,9.0,3.625,1.25,0.5,2.875,4.25,Adriatic ABA,2019,G,6-5,210,KK Mornar,Bijelo Polje,"2011 NBA Draft, Undrafted",Montenegro
2022,G,19,Sead Sehovic,MOR,22,19.125,20.5,6.375,17.625,0.4549999999999999,2.0,6.25,0.3925,5.75,5.75,1.25,2.0,3.625,5.5,6.625,1.625,0.125,3.375,5.0,Adriatic ABA,2019,G,6-5,210,KK Mornar,Bijelo Polje,"2011 NBA Draft, Undrafted",Montenegro
2020,G,26,Petar Popovic,BUD,19,20.0,16.125,6.5,16.0,0.5087499999999999,0.625,4.75,0.15625,2.5,3.375,0.95625,0.25,2.375,2.5,3.75,2.5,0.25,2.5,3.125,Adriatic ABA,2019,G,6-3,175,Buducnost,Cetinje,"2018 NBA Draft, Undrafted",Montenegro
2021,G,28,Petar Popovic,BUD,27,21.5,16.25,6.125,15.25,0.4975,2.125,6.375,0.40875,2.0,2.25,1.1025,0.875,2.875,3.75,3.125,3.125,0.25,3.25,5.25,Adriatic ABA,2019,G,6-3,175,Buducnost,Cetinje,"2018 NBA Draft, Undrafted",Montenegro
2022,G,18,Petar Popovic,BUD,27,23.625,24.625,8.5,18.25,0.5775,3.25,9.0,0.4549999999999999,4.5,5.875,0.95,0.875,3.875,4.75,4.625,2.875,0.125,4.25,5.25,Adriatic ABA,2019,G,6-3,175,Buducnost,Cetinje,"2018 NBA Draft, Undrafted",Montenegro
2023,G,24,Petar Popovic,BUD,27,26.875,19.75,7.25,16.625,0.54375,2.125,6.75,0.385,3.25,3.75,1.07625,1.0,2.125,3.25,6.75,2.125,0.25,3.375,5.5,Adriatic ABA,2019,G,6-3,175,Buducnost,Cetinje,"2018 NBA Draft, Undrafted",Montenegro
2024,G,27,Petar Popovic,BUD,22,23.375,18.5,6.875,15.75,0.54375,1.75,5.875,0.375,3.125,3.625,1.05,0.875,3.75,4.625,5.75,2.5,0.125,3.5,3.75,Adriatic ABA,2019,G,6-3,175,Buducnost,Cetinje,"2018 NBA Draft, Undrafted",Montenegro
2020,F,3,Dejan Davidovac,ZVE,17,21.125,27.125,8.125,18.75,0.54125,4.0,11.125,0.4475,6.875,9.0,0.95875,1.875,7.5,9.375,3.5,3.125,1.0,2.25,4.375,Adriatic ABA,2019,F,6-8,210,KK Crvena Zvezda,Zrenjanin,"2017 NBA Draft, Undrafted",Serbia
2021,F,14,Dejan Davidovac,ZVE,31,29.625,22.0,7.5,15.875,0.59,2.75,7.25,0.4825,4.125,4.875,1.08,2.5,7.875,10.375,3.5,2.25,0.75,2.25,4.375,Adriatic ABA,2019,F,6-8,210,KK Crvena Zvezda,Zrenjanin,"2017 NBA Draft, Undrafted",Serbia
2022,F,10,Dejan Davidovac,ZVE,30,21.75,23.875,8.0,17.0,0.5825,3.25,9.625,0.42125,4.75,5.5,1.0675,3.875,7.125,11.0,3.125,3.25,0.75,1.875,5.5,Adriatic ABA,2019,F,6-8,210,KK Crvena Zvezda,Zrenjanin,"2017 NBA Draft, Undrafted",Serbia
2024,F,17,Dejan Davidovac,ZVE,24,21.75,21.375,7.125,13.0,0.68625,2.625,6.125,0.5237499999999999,4.5,4.875,1.14,4.125,7.75,11.875,5.25,2.875,0.375,1.875,5.25,Adriatic ABA,2019,F,6-8,210,KK Crvena Zvezda,Zrenjanin,"2017 NBA Draft, Undrafted",Serbia
2020,F,6,Marko Simonovic,COL,19,34.125,22.875,7.25,18.625,0.48875,4.125,12.5,0.41625,4.125,5.125,1.0225,1.25,7.125,8.5,1.25,1.25,0.0,1.75,4.375,Adriatic ABA,2019,F,6-8,220,KK Cedevita Olimpija Ljubljana,Pristina,"2008 NBA Draft, Undrafted",KosovoSerbia
2020,C,2,Marko Simonovic,MEG,21,36.75,33.125,11.5,23.0,0.6275,1.625,5.25,0.39375,8.375,10.25,1.0137500000000002,6.625,8.875,15.5,2.5,2.375,2.375,4.875,7.875,Adriatic ABA,2019,F,6-8,220,KK Cedevita Olimpija Ljubljana,Pristina,"2008 NBA Draft, Undrafted",KosovoSerbia
2021,F,20,Marko Simonovic,ZVE,27,22.625,20.5,6.375,15.125,0.5287499999999999,3.375,9.5,0.4549999999999999,4.25,5.125,1.04125,1.5,7.5,9.0,2.625,1.625,0.0,1.625,7.375,Adriatic ABA,2019,F,6-8,220,KK Cedevita Olimpija Ljubljana,Pristina,"2008 NBA Draft, Undrafted",KosovoSerbia
2021,C,6,Marko Simonovic,MEG,24,39.5,30.125,10.125,21.25,0.5974999999999999,3.375,9.625,0.4337499999999999,6.5,8.375,0.97625,4.375,12.625,17.125,3.375,1.875,0.875,5.0,5.25,Adriatic ABA,2019,F,6-8,220,KK Cedevita Olimpija Ljubljana,Pristina,"2008 NBA Draft, Undrafted",KosovoSerbia
2022,F,22,Marko Simonovic,ZVE,19,16.125,18.875,6.375,16.625,0.4775,5.125,14.25,0.4525,1.0,1.75,0.7137499999999999,0.5,7.125,7.625,3.125,1.75,0.0,2.25,6.125,Adriatic ABA,2019,F,6-8,220,KK Cedevita Olimpija Ljubljana,Pristina,"2008 NBA Draft, Undrafted",KosovoSerbia
2024,C,15,Marko Simonovic,ZVE,11,18.375,24.875,11.125,19.625,0.7074999999999999,1.5,6.25,0.2937499999999999,1.125,1.5,0.9375,5.625,10.375,16.0,2.625,1.5,0.375,5.25,7.75,Adriatic ABA,2019,F,6-8,220,KK Cedevita Olimpija Ljubljana,Pristina,"2008 NBA Draft, Undrafted",KosovoSerbia
2020,F,9,Okben Ulubay,FMP,21,28.375,22.125,7.375,18.125,0.5125,3.25,11.625,0.3537499999999999,4.0,5.125,0.975,0.875,6.25,7.125,6.125,2.5,0.375,5.375,4.625,Adriatic ABA,2019,F,6-7,190,FMP Beograd,Bakirkoy,"2018 NBA Draft, Undrafted",Turkey
2020,F,10,Marko Josilo,KRK,19,39.5,21.75,7.625,16.375,0.57875,2.375,6.25,0.48375,4.25,5.25,0.99,4.0,6.5,10.5,3.75,1.0,0.25,4.0,4.5,Adriatic ABA,2019,GF,6-7,185,Krka Novo Mesto,Cacak,"2014 NBA Draft, Undrafted",SerbiaBosnia and Herzegovina
2021,F,13,Marko Josilo,IGO,27,34.0,22.75,8.125,15.0,0.6787500000000001,3.875,7.25,0.68125,2.5,3.375,0.8925,2.5,6.0,8.625,3.375,1.5,0.375,2.25,4.375,Adriatic ABA,2019,GF,6-7,185,Krka Novo Mesto,Cacak,"2014 NBA Draft, Undrafted",SerbiaBosnia and Herzegovina
2022,F,13,Marko Josilo,IGO,28,32.75,20.5,7.0,15.875,0.5475,3.625,8.625,0.5237499999999999,3.0,3.875,0.9375,1.625,6.625,8.25,4.5,2.5,0.625,2.375,3.875,Adriatic ABA,2019,GF,6-7,185,Krka Novo Mesto,Cacak,"2014 NBA Draft, Undrafted",SerbiaBosnia and Herzegovina
2023,F,35,Marko Josilo,IGO,25,36.5,11.25,4.25,11.25,0.4649999999999999,1.375,4.875,0.33875,1.5,2.75,0.6987500000000001,3.125,7.75,10.875,3.25,2.25,0.5,2.125,4.875,Adriatic ABA,2019,GF,6-7,185,Krka Novo Mesto,Cacak,"2014 NBA Draft, Undrafted",SerbiaBosnia and Herzegovina
2024,F,35,Marko Josilo,IGO,22,30.625,19.125,7.25,14.375,0.63,3.0,7.125,0.5275,1.625,2.5,0.8525,3.625,7.75,11.375,2.125,1.625,0.875,1.5,6.125,Adriatic ABA,2019,GF,6-7,185,Krka Novo Mesto,Cacak,"2014 NBA Draft, Undrafted",SerbiaBosnia and Herzegovina
2020,F,11,Alen Hodzic,SIX,21,35.125,19.875,7.125,17.125,0.5175,4.25,11.875,0.44875,1.375,2.5,0.7000000000000001,1.375,3.875,5.25,4.25,2.375,0.125,3.25,5.75,Adriatic ABA,2019,F,6-3,180,Sixt Primorska,Koper,"2014 NBA Draft, Undrafted",Slovenia
2021,F,28,Alen Hodzic,COL,23,18.25,16.5,5.25,11.75,0.54875,3.75,9.625,0.48625,2.375,2.5,1.16125,1.375,2.375,3.75,2.375,1.625,0.0,1.375,9.125,Adriatic ABA,2019,F,6-3,180,Sixt Primorska,Koper,"2014 NBA Draft, Undrafted",Slovenia
2022,F,37,Alen Hodzic,COL,18,14.875,11.75,3.875,12.625,0.38875,3.625,10.375,0.43875,0.25,0.5,0.625,2.0,3.125,5.0,2.0,2.0,0.0,1.375,7.875,Adriatic ABA,2019,F,6-3,180,Sixt Primorska,Koper,"2014 NBA Draft, Undrafted",Slovenia
2020,F,13,Stefan Momirov,FMP,14,10.875,18.75,6.375,18.25,0.43875,3.5,12.375,0.35,2.5,3.0,1.04125,5.375,6.875,12.375,5.375,3.5,0.0,1.0,6.875,Adriatic ABA,2019,G,6-6,192,FMP Beograd,Vrsac,"2021 NBA Draft, Undrafted",Serbia
2021,G,29,Stefan Momirov,MEG,20,31.75,16.125,5.625,12.25,0.5775,3.25,8.0,0.515,1.5,2.25,0.8550000000000001,2.625,3.875,6.5,4.0,0.625,0.125,3.125,5.875,Adriatic ABA,2019,G,6-6,192,FMP Beograd,Vrsac,"2021 NBA Draft, Undrafted",Serbia
2020,F,14,Rade Zagorac,PAR,20,29.625,18.75,6.625,19.375,0.425,2.625,9.625,0.345,2.875,4.5,0.7987500000000001,3.375,9.25,12.625,5.625,3.375,0.625,2.625,6.375,Adriatic ABA,2019,F,6-9,205,KK Partizan,Belgrade,2016 Rnd 2 Pick 5,Serbia
2021,F,12,Rade Zagorac,PAR,15,27.375,23.75,8.625,20.5,0.525,2.875,9.375,0.3925,3.625,5.25,0.8624999999999999,3.625,6.75,10.375,3.25,2.75,0.875,2.875,7.25,Adriatic ABA,2019,F,6-9,205,KK Partizan,Belgrade,2016 Rnd 2 Pick 5,Serbia
2022,F,27,Rade Zagorac,PAR,28,22.125,17.0,6.75,13.875,0.60875,1.5,5.5,0.33375,1.875,3.5,0.6900000000000001,3.25,7.75,11.0,3.5,2.375,1.0,2.375,8.875,Adriatic ABA,2019,F,6-9,205,KK Partizan,Belgrade,2016 Rnd 2 Pick 5,Serbia
2020,F,15,Branko Lazic,ZVE,17,24.375,18.625,6.0,10.875,0.6875,3.25,7.375,0.54875,3.5,3.75,1.13125,0.75,4.0,4.75,1.75,3.5,0.0,1.625,7.125,Adriatic ABA,2019,G,6-5,192,KK Crvena Zvezda,Loznica,"2011 NBA Draft, Undrafted",Serbia
2021,G,30,Branko Lazic,ZVE,27,24.0,16.125,5.25,10.625,0.61125,4.0,7.75,0.63375,1.75,2.125,1.04125,2.375,3.875,6.25,1.625,3.25,0.125,2.0,8.75,Adriatic ABA,2019,G,6-5,192,KK Crvena Zvezda,Loznica,"2011 NBA Draft, Undrafted",Serbia
2022,G,22,Branko Lazic,ZVE,23,22.125,19.625,6.375,15.5,0.5125,4.0,10.5,0.475,3.0,3.875,0.96125,3.0,3.5,6.5,2.25,2.375,0.0,1.875,8.125,Adriatic ABA,2019,G,6-5,192,KK Crvena Zvezda,Loznica,"2011 NBA Draft, Undrafted",Serbia
2023,G,31,Branko Lazic,ZVE,29,20.125,14.625,4.5,12.0,0.47,3.375,8.75,0.4775,2.375,2.875,1.0225,1.25,3.75,5.0,2.875,3.125,0.375,1.375,8.875,Adriatic ABA,2019,G,6-5,192,KK Crvena Zvezda,Loznica,"2011 NBA Draft, Undrafted",Serbia
2024,G,25,Branko Lazic,ZVE,17,18.625,19.875,5.625,15.125,0.46875,4.0,11.125,0.4525,4.5,5.25,1.08,2.125,2.625,4.75,2.625,3.375,0.0,2.875,8.25,Adriatic ABA,2019,G,6-5,192,KK Crvena Zvezda,Loznica,"2011 NBA Draft, Undrafted",Serbia
2020,F,16,Darko Talic,IGO,13,15.125,18.25,6.875,16.0,0.53625,3.375,9.5,0.4499999999999999,1.125,1.875,0.75,0.375,2.625,3.0,4.5,1.875,0.0,3.75,10.25,Adriatic ABA,2019,G,6-6,185,BC Igokea,Banja Luka,"2020 NBA Draft, Undrafted",Bosnia and Herzegovina
2021,G,26,Darko Talic,IGO,27,20.5,17.0,5.375,14.5,0.4675,3.125,8.875,0.4425,3.0,4.75,0.78625,0.375,5.125,5.5,6.75,2.25,0.0,5.5,8.875,Adriatic ABA,2019,G,6-6,185,BC Igokea,Banja Luka,"2020 NBA Draft, Undrafted",Bosnia and Herzegovina
2022,G,33,Darko Talic,IGO,24,16.25,13.5,4.625,17.125,0.3375,2.75,11.5,0.29125,1.5,3.25,0.58875,0.375,5.625,6.0,8.625,2.25,0.0,4.25,7.5,Adriatic ABA,2019,G,6-6,185,BC Igokea,Banja Luka,"2020 NBA Draft, Undrafted",Bosnia and Herzegovina
2024,G,29,Darko Talic,BOR,21,13.5,17.375,6.125,21.125,0.36,2.375,11.125,0.2675,2.875,4.25,0.8599999999999999,1.875,3.375,5.25,6.625,1.875,0.0,3.375,5.5,Adriatic ABA,2019,G,6-6,185,BC Igokea,Banja Luka,"2020 NBA Draft, Undrafted",Bosnia and Herzegovina
2020,F,19,Marko Ramljak,CIB,20,26.125,16.5,6.25,13.5,0.5850000000000001,1.875,6.0,0.3875,2.0,4.125,0.60375,2.25,6.625,8.875,3.875,1.875,0.375,2.625,4.0,Adriatic ABA,2019,F,6-8,210,KK Cibona,Posusje,"2015 NBA Draft, Undrafted",CroatiaBosnia and Herzegovina
2023,F,20,Marko Ramljak,ZAD,28,37.75,19.375,6.625,15.25,0.54125,1.375,5.0,0.3525,4.875,7.0,0.8587500000000001,2.875,7.625,10.5,5.0,1.625,0.75,2.125,4.5,Adriatic ABA,2019,F,6-8,210,KK Cibona,Posusje,"2015 NBA Draft, Undrafted",CroatiaBosnia and Herzegovina
2024,F,21,Marko Ramljak,ZAD,20,41.5,18.875,7.375,16.25,0.5700000000000001,1.0,5.25,0.2375,3.0,5.125,0.73625,2.75,7.125,10.0,4.375,3.125,0.875,1.625,3.375,Adriatic ABA,2019,F,6-8,210,KK Cibona,Posusje,"2015 NBA Draft, Undrafted",CroatiaBosnia and Herzegovina
2020,F,21,Dorde Simeunovic,IGO,16,15.625,14.625,5.75,14.125,0.505,1.75,6.625,0.34125,1.5,2.75,0.6950000000000001,2.75,7.75,10.5,2.125,2.375,1.25,3.625,5.75,Adriatic ABA,2019,F,6-7,212,BC Igokea,Krusevac,"2017 NBA Draft, Undrafted",Serbia
2020,F,22,Aleksa Ilic,BUD,19,19.625,13.25,6.5,10.625,0.755,0.0,0.0,0.0,0.375,2.375,0.20875,4.25,13.5,17.75,2.375,1.625,3.0,3.25,8.25,Adriatic ABA,2019,F,6-9,180,Buducnost,Niksic,"2018 NBA Draft, Undrafted",Montenegro
2023,F,24,Aleksa Ilic,BUD,18,15.125,17.875,7.375,11.875,0.785,0.5,1.125,0.625,2.5,3.0,1.0225,5.0,11.5,16.5,1.125,1.125,4.125,3.625,9.125,Adriatic ABA,2019,F,6-9,180,Buducnost,Niksic,"2018 NBA Draft, Undrafted",Montenegro
2020,F,23,Petar Rakicevic,KRK,11,14.25,11.5,4.75,13.375,0.44625,1.875,9.125,0.26375,0.0,0.0,0.0,3.375,6.625,10.0,4.75,1.375,0.0,1.875,9.125,Adriatic ABA,2019,GF,6-9,220,Krka Novo Mesto,Prokuplje,"2017 NBA Draft, Undrafted",Serbia
2020,F,24,Mirko Mulalic,COL,17,16.75,10.625,3.125,8.75,0.4549999999999999,3.125,7.625,0.5175,1.0,1.375,1.0,1.0,1.875,2.875,2.875,1.0,0.25,2.375,7.125,Adriatic ABA,2019,F,6-4,198,KK Cedevita Olimpija Ljubljana,Ljubljana,"2010 NBA Draft, Undrafted",Slovenia
2023,F,12,Mirko Mulalic,COL,16,12.625,21.25,6.75,14.5,0.5775,6.375,14.125,0.55875,1.5,3.375,0.555,3.0,2.25,5.25,1.125,0.0,0.0,3.375,7.5,Adriatic ABA,2019,F,6-4,198,KK Cedevita Olimpija Ljubljana,Ljubljana,"2010 NBA Draft, Undrafted",Slovenia
2020,F,25,Stefan Lazarevic,FMP,10,15.5,9.25,3.875,11.125,0.4349999999999999,1.0,3.375,0.3575,0.5,1.5,0.41625,4.875,6.25,11.125,3.375,1.5,0.0,2.875,10.625,Adriatic ABA,2019,F,6-6,180,FMP Beograd,Belgrade,"2018 NBA Draft, Undrafted",Serbia
2021,F,17,Stefan Lazarevic,FMP,24,39.375,20.625,6.75,14.0,0.60375,1.875,5.125,0.44875,5.375,6.875,0.9625,3.625,5.75,9.25,3.875,2.125,0.625,2.125,5.375,Adriatic ABA,2019,F,6-6,180,FMP Beograd,Belgrade,"2018 NBA Draft, Undrafted",Serbia
2022,F,31,Stefan Lazarevic,ZVE,29,17.375,16.125,6.125,13.375,0.5700000000000001,1.25,4.375,0.345,2.625,3.0,1.125,4.125,4.5,8.625,3.125,2.25,0.125,2.625,9.625,Adriatic ABA,2019,F,6-6,180,FMP Beograd,Belgrade,"2018 NBA Draft, Undrafted",Serbia
2023,F,31,Stefan Lazarevic,ZVE,31,20.75,14.625,5.75,12.5,0.5725,1.25,5.125,0.3125,1.875,2.625,0.90875,3.5,6.125,9.625,2.875,1.625,0.25,1.625,7.375,Adriatic ABA,2019,F,6-6,180,FMP Beograd,Belgrade,"2018 NBA Draft, Undrafted",Serbia
2024,F,18,Stefan Lazarevic,ZVE,21,14.375,19.875,7.0,13.125,0.66,1.75,5.5,0.3975,4.25,5.5,0.96625,3.0,6.25,9.25,2.5,2.0,0.25,2.5,10.25,Adriatic ABA,2019,F,6-6,180,FMP Beograd,Belgrade,"2018 NBA Draft, Undrafted",Serbia
