Year_x,Position,#,Player,Team_x,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,League,Year_y,Pos,HT,WT,Team_y,Birth City,Draft Status,Nationality
2020,C,21,Gediminas Zalalis,DZU,22,25.25,10.625,3.25,9.75,0.41625,0.75,4.75,0.21375,3.375,6.125,0.6950000000000001,1.5,5.375,6.875,1.375,0.625,0.375,1.375,5.0,Lithuanian LKL,2019,C,6-8,198,Dzukija,Vilnius,"2017 NBA Draft, Undrafted",Lithuania
2020,C,22,Redas Venclovas,PZV,11,3.875,8.75,3.5,14.0,0.3125,1.75,7.0,0.3125,0.0,0.0,0.0,1.75,5.25,7.0,1.75,3.5,0.0,0.0,7.0,Lithuanian LKL,2019,C,6-8,208,Pieno Zvaigzdes,,"2023 NBA Draft, Undrafted",Lithuania
2021,C,19,Redas Venclovas,PZV,17,3.0,23.875,10.5,22.375,0.58375,1.5,7.5,0.25,1.5,6.0,0.3125,6.0,6.0,12.0,0.0,0.0,0.0,1.5,9.0,Lithuanian LKL,2019,C,6-8,208,Pieno Zvaigzdes,,"2023 NBA Draft, Undrafted",Lithuania
2021,G,1,Marquis Wright,PRI,20,36.125,36.25,13.75,31.0,0.55375,2.875,8.75,0.41625,5.875,7.125,1.0325,1.5,4.625,6.0,10.75,3.75,0.125,7.875,7.125,Lithuanian LKL,2020,G,6-1,161,Vytautas Prienu,Waldorf (MD),"2017 NBA Draft, Undrafted",United States
2021,G,2,Kyle Vinales,TEC,36,35.25,34.125,12.625,28.625,0.55125,3.375,10.625,0.3975,5.5,6.625,1.0375,0.5,3.5,4.0,9.5,2.125,0.0,6.0,5.125,Lithuanian LKL,2020,G,6-1,180,Lietkabelis,Farmington Hills (MI),"2015 NBA Draft, Undrafted",United States
2021,G,4,Sedrick Barefield,KED,28,35.125,33.125,11.375,29.25,0.485,5.375,15.125,0.44875,5.0,6.125,1.0025,0.375,3.5,3.875,5.375,1.625,0.0,5.375,4.625,Lithuanian LKL,2020,G,6-2,190,Kedainiai Nevezis,Corona (CA),"2019 NBA Draft, Undrafted",United States
2021,G,5,Manu Lecomte,PRI,15,34.625,32.25,11.0,25.5,0.54,3.625,10.5,0.4275,6.625,7.625,1.085,0.625,4.0,4.625,11.125,2.0,0.0,7.0,2.5,Lithuanian LKL,2020,G,5-11,175,Vytautas Prienu,Ixelles,"2018 NBA Draft, Undrafted",Belgium
2022,G,4,Manu Lecomte,JJ,27,36.875,29.875,10.0,22.75,0.55,3.125,9.0,0.4312499999999999,6.75,8.0,1.05,0.875,3.75,4.625,9.25,1.0,0.0,3.75,4.0,Lithuanian LKL,2020,G,5-11,175,Vytautas Prienu,Ixelles,"2018 NBA Draft, Undrafted",Belgium
2021,G,6,Elvar Fridriksson,SIA,36,37.375,30.625,10.0,21.375,0.5874999999999999,3.375,9.25,0.4625,7.125,9.25,0.97,1.125,4.75,5.875,15.125,2.125,0.0,6.25,4.625,Lithuanian LKL,2020,G,6-0,185,Siauliai,Reykjavik,"2018 NBA Draft, Undrafted",Iceland
2023,G,18,Elvar Fridriksson,LIE,42,26.0,25.625,8.25,20.125,0.5125,3.375,10.625,0.395,5.875,7.5,0.975,1.0,3.875,4.75,12.75,2.375,0.125,6.125,7.375,Lithuanian LKL,2020,G,6-0,185,Siauliai,Reykjavik,"2018 NBA Draft, Undrafted",Iceland
2021,G,8,Domantas Vilys,KED,32,22.5,26.5,8.25,22.0,0.4675,4.5,14.0,0.40125,5.5,6.5,1.06875,1.125,5.25,6.375,4.625,2.625,0.0,5.5,8.5,Lithuanian LKL,2020,G,6-2,180,Kedainiai Nevezis,Kupiskis,"2022 NBA Draft, Undrafted",Lithuania
2022,G,23,Domantas Vilys,KED,27,17.5,19.0,5.875,14.875,0.4925,3.0,9.5,0.39625,4.25,6.125,0.865,1.0,3.625,4.625,2.875,1.625,0.375,1.625,12.0,Lithuanian LKL,2020,G,6-2,180,Kedainiai Nevezis,Kupiskis,"2022 NBA Draft, Undrafted",Lithuania
2023,G,17,Domantas Vilys,PRI,23,19.375,26.125,7.75,24.25,0.39875,4.5,16.375,0.3475,6.125,6.875,1.0975,0.875,3.375,4.25,3.25,2.5,0.625,2.25,8.375,Lithuanian LKL,2020,G,6-2,180,Kedainiai Nevezis,Kupiskis,"2022 NBA Draft, Undrafted",Lithuania
2021,G,9,Branko Mirkovic,PZV,36,32.25,26.0,7.625,16.25,0.59,5.0,10.25,0.60875,5.625,6.125,1.1575,0.625,4.375,5.0,10.0,1.875,0.125,4.375,5.125,Lithuanian LKL,2020,G,6-1,176,Pieno Zvaigzdes,Belgrade,"2004 NBA Draft, Undrafted",Serbia
2021,G,11,Eimantas Stankevicius,SIA,37,23.25,25.125,9.375,21.125,0.5575,3.375,10.125,0.42,2.875,3.875,0.9375,2.125,5.375,7.5,4.375,1.75,0.125,3.5,5.375,Lithuanian LKL,2019,G,6-0,183,Siauliai,Kaunas,"2020 NBA Draft, Undrafted",Lithuania
2022,G,16,Eimantas Stankevicius,SIA,38,27.0,23.375,7.75,20.25,0.47875,3.5,11.375,0.3875,4.375,5.125,1.07125,1.875,5.5,7.375,2.5,2.5,0.25,2.625,5.375,Lithuanian LKL,2019,G,6-0,183,Siauliai,Kaunas,"2020 NBA Draft, Undrafted",Lithuania
2023,G,21,Eimantas Stankevicius,SIA,29,23.75,24.75,8.375,20.125,0.5225,3.25,10.125,0.40375,4.75,5.625,1.05375,1.75,5.125,6.875,2.75,2.125,0.25,2.875,5.375,Lithuanian LKL,2019,G,6-0,183,Siauliai,Kaunas,"2020 NBA Draft, Undrafted",Lithuania
2024,G,6,Eimantas Stankevicius,SIA,21,26.5,29.0,9.625,22.25,0.5375,3.625,10.5,0.4325,6.25,6.75,1.15,1.875,5.75,7.625,3.25,1.875,0.0,3.75,5.125,Lithuanian LKL,2019,G,6-0,183,Siauliai,Kaunas,"2020 NBA Draft, Undrafted",Lithuania
2021,G,19,Jahenns Manigat,PZV,37,30.5,19.875,6.375,17.125,0.4625,3.75,10.875,0.4349999999999999,3.5,4.375,1.0,0.625,5.125,5.875,6.75,3.5,0.125,4.0,8.0,Lithuanian LKL,2020,G,6-1,180,Pieno Zvaigzdes,Montreal,"2014 NBA Draft, Undrafted",Canada
2021,G,20,Thomas Dziagwa,DZU,10,9.25,19.375,6.5,17.75,0.4549999999999999,5.625,14.5,0.48625,0.75,1.625,0.625,0.0,3.25,3.25,2.375,1.625,0.0,1.625,10.5,Lithuanian LKL,2020,G,6-4,190,Dzukija,Tampa (FL),"2020 NBA Draft, Undrafted",United States
2021,G,21,Martynas Zigmantavicius,DZU,35,17.125,19.25,7.0,16.0,0.55125,0.75,4.0,0.235,4.375,7.5,0.72875,1.375,3.25,4.625,8.5,2.625,0.0,3.25,7.5,Lithuanian LKL,2020,G,6-2,176,Dzukija,Kaunas,"2018 NBA Draft, Undrafted",Lithuania
2022,G,20,Martynas Zigmantavicius,DZU,33,19.375,21.375,7.625,19.125,0.49875,2.375,8.625,0.3425,3.75,5.875,0.8,0.5,4.875,5.375,6.25,1.125,0.0,3.75,6.75,Lithuanian LKL,2020,G,6-2,176,Dzukija,Kaunas,"2018 NBA Draft, Undrafted",Lithuania
2023,G,22,Martynas Zigmantavicius,PZV,22,12.625,15.625,6.0,17.0,0.4362499999999999,2.375,7.25,0.41625,1.375,2.125,0.78125,0.25,3.5,3.75,8.625,2.375,0.0,4.0,8.375,Lithuanian LKL,2020,G,6-2,176,Dzukija,Kaunas,"2018 NBA Draft, Undrafted",Lithuania
2021,G,22,Jokubas Gintvainis,KED,13,25.5,18.875,6.125,17.25,0.44375,3.0,10.375,0.3537499999999999,3.625,5.25,0.8699999999999999,0.25,3.625,3.875,7.875,3.125,0.0,6.75,8.625,Lithuanian LKL,2020,G,6-4,176,Kedainiai Nevezis,Plunge,"2016 NBA Draft, Undrafted",Lithuania
2021,G,23,Ernestas Jonkus,SIA,33,10.5,18.5,4.5,15.75,0.36,3.0,9.5,0.3975,6.5,8.0,1.0137500000000002,2.375,2.625,5.0,7.125,1.25,0.0,4.75,6.5,Lithuanian LKL,2020,G,6-1,183,Siauliai,Klaipeda,"2021 NBA Draft, Undrafted",Lithuania
2022,G,29,Ernestas Jonkus,SIA,11,10.75,14.625,5.75,15.875,0.4499999999999999,1.875,5.75,0.41625,1.25,1.25,1.25,0.625,1.875,2.5,3.875,1.25,0.625,3.875,5.125,Lithuanian LKL,2020,G,6-1,183,Siauliai,Klaipeda,"2021 NBA Draft, Undrafted",Lithuania
2024,G,27,Ernestas Jonkus,GG,17,19.875,10.875,2.375,12.125,0.25,2.0,9.75,0.25625,4.0,5.5,0.8999999999999999,2.875,2.375,5.375,5.5,0.875,0.0,3.75,9.125,Lithuanian LKL,2020,G,6-1,183,Siauliai,Klaipeda,"2021 NBA Draft, Undrafted",Lithuania
2021,G,24,Arnas Adomavicius,LIE,12,8.125,16.25,5.375,16.25,0.41625,4.625,12.375,0.46875,0.75,1.5,0.625,2.375,7.75,10.0,4.625,1.5,0.0,3.125,12.375,Lithuanian LKL,2020,G,6-4,200,Lietuvos Rytas,Vilnius,"2021 NBA Draft, Undrafted",Lithuania
2022,G,25,Arnas Adomavicius,LIE,23,6.625,18.625,7.375,19.125,0.48125,3.875,13.25,0.37,0.0,0.0,0.0,0.5,4.375,4.875,3.0,1.0,0.0,1.5,10.25,Lithuanian LKL,2020,G,6-4,200,Lietuvos Rytas,Vilnius,"2021 NBA Draft, Undrafted",Lithuania
2021,G,1,Andrew Goudelock,LIE,35,28.375,38.375,14.125,29.125,0.605,6.625,13.625,0.60125,3.5,3.875,1.1525,0.375,4.5,4.875,6.5,2.0,0.125,2.375,4.0,Lithuanian LKL,2020,G,6-3,200,Lietuvos Rytas,Stone Mountain (GA),2011 Rnd 2 Pick 16,United States
2021,G,4,Martynas Mazeika,NEP,32,28.0,28.0,8.375,18.625,0.5625,3.0,7.625,0.495,8.25,10.25,1.00625,2.5,4.875,7.375,3.375,1.625,0.0,4.625,7.75,Lithuanian LKL,2019,G,6-3,209,Neptunas,Klaipeda,"2007 NBA Draft, Undrafted",Lithuania
2022,G,24,Martynas Mazeika,NEP,31,22.25,16.75,5.75,13.5,0.53,2.0,5.5,0.44125,3.25,4.5,0.915,1.25,5.75,7.0,4.875,1.875,0.0,3.5,5.75,Lithuanian LKL,2019,G,6-3,209,Neptunas,Klaipeda,"2007 NBA Draft, Undrafted",Lithuania
2021,G,5,Tom Digbeu,PRI,34,21.25,27.25,9.5,22.75,0.525,1.75,7.875,0.28,6.375,9.875,0.81625,1.625,4.75,6.375,4.0,3.0,1.5,6.5,5.5,Lithuanian LKL,2019,G,6-5,169,Zalgiris,Barcelona,"2023 NBA Draft, Undrafted",SpainFrance
2021,G,8,Tadas Pazera,NEP,28,19.25,25.75,7.875,17.5,0.5650000000000001,2.25,5.875,0.47625,7.625,11.25,0.8487500000000001,2.0,4.875,6.75,9.5,1.0,0.25,6.75,6.0,Lithuanian LKL,2019,G,6-4,168,Neptunas,Siauliai,"2020 NBA Draft, Undrafted",Lithuania
2024,G,19,Tadas Pazera,MAZ,13,8.375,22.75,8.25,14.5,0.7137499999999999,4.125,8.25,0.625,2.125,3.5,0.75,2.125,0.75,2.75,1.375,4.125,0.0,4.875,10.375,Lithuanian LKL,2019,G,6-4,168,Neptunas,Siauliai,"2020 NBA Draft, Undrafted",Lithuania
2021,G,10,Ignas Sargiunas,PRI,22,28.625,23.75,7.875,21.5,0.45625,3.25,10.625,0.37875,4.875,6.125,1.005,1.125,5.625,6.625,5.375,2.5,0.25,3.75,5.25,Lithuanian LKL,2020,G,6-5,205,Vytautas Prienu,Kaunas,"2021 NBA Draft, Undrafted",Lithuania
2022,G,9,Ignas Sargiunas,PRI,29,34.375,27.125,9.75,21.625,0.56625,2.5,8.625,0.37,5.0,6.0,1.06,0.625,4.875,5.5,6.625,2.875,0.75,6.25,4.625,Lithuanian LKL,2020,G,6-5,205,Vytautas Prienu,Kaunas,"2021 NBA Draft, Undrafted",Lithuania
2024,G,9,Ignas Sargiunas,NEP,23,32.5,29.75,10.125,22.75,0.55625,4.375,11.625,0.46375,5.125,6.375,0.99625,1.75,3.5,5.375,5.25,1.875,0.375,3.375,5.0,Lithuanian LKL,2020,G,6-5,205,Vytautas Prienu,Kaunas,"2021 NBA Draft, Undrafted",Lithuania
2021,G,15,Steve Vasturia,ZAL,30,21.125,21.75,8.0,16.375,0.61625,3.5,8.875,0.5,2.125,2.375,1.125,1.5,6.5,8.0,5.5,2.125,0.0,3.0,6.375,Lithuanian LKL,2020,G,6-5,212,Zalgiris,Medford (NJ),"2017 NBA Draft, Undrafted",United States
2021,G,16,Augustas Marciulionis,LIE,40,17.25,21.5,7.375,16.625,0.555,2.125,6.375,0.4312499999999999,4.5,6.875,0.81375,2.75,3.75,6.375,10.0,4.125,0.0,4.5,9.0,Lithuanian LKL,2020,G,6-4,195,Lietuvos Rytas,Vilnius,2025 NBA Draft Eligible,Lithuania
2021,G,20,Abramo Canka,KED,17,25.125,20.875,8.125,17.75,0.56875,1.625,5.625,0.35125,3.125,6.375,0.625,3.375,6.625,10.0,3.375,2.25,0.125,3.625,6.625,Lithuanian LKL,2020,G,6-7,200,Kedainiai Nevezis,Genoa,2026 NBA Draft Eligible,Italy
2021,G,21,Simas Jarumbauskas,PRI,37,15.0,20.75,7.125,16.625,0.53875,1.625,5.0,0.405,4.75,7.25,0.81,2.75,8.25,11.0,3.25,3.0,0.125,6.625,11.625,Lithuanian LKL,2020,G,6-6,190,Vytautas Prienu,Vilnius,"2022 NBA Draft, Undrafted",Lithuania
2022,G,11,Simas Jarumbauskas,PZV,27,27.375,24.75,7.875,16.625,0.5874999999999999,1.375,5.75,0.285,7.75,11.375,0.8487500000000001,3.25,15.5,18.75,1.75,1.625,0.25,4.875,9.0,Lithuanian LKL,2020,G,6-6,190,Vytautas Prienu,Vilnius,"2022 NBA Draft, Undrafted",Lithuania
2024,F,8,Simas Jarumbauskas,PZV,26,33.125,26.0,8.75,17.375,0.625,1.875,6.25,0.365,6.75,11.0,0.7575,3.875,11.875,15.875,5.25,3.0,0.125,6.875,9.0,Lithuanian LKL,2020,G,6-6,190,Vytautas Prienu,Vilnius,"2022 NBA Draft, Undrafted",Lithuania
2021,G,22,Rafa Luz,KED,11,32.25,20.625,7.625,16.5,0.5775,2.375,7.125,0.405,3.125,4.625,0.8525,2.125,5.75,7.75,10.125,2.375,0.25,6.375,6.5,Lithuanian LKL,2020,G,6-3,202,Kedainiai Nevezis,Sao Paulo,"2014 NBA Draft, Undrafted",Brazil
2021,G,23,Paolo Marinelli,DZU,36,32.0,19.75,7.625,17.875,0.53375,2.625,8.25,0.40375,1.875,2.5,0.92125,0.375,4.125,4.625,8.875,2.875,0.375,5.5,6.0,Lithuanian LKL,2020,G,6-4,181,Dzukija,Rijeka,"2017 NBA Draft, Undrafted",Croatia
2021,G,24,Ernestas Mankauskas,PRI,10,6.875,17.625,4.375,15.375,0.3575,4.375,12.125,0.4549999999999999,4.375,4.375,1.25,2.25,3.25,5.5,1.125,0.0,0.0,5.5,8.75,Lithuanian LKL,2019,G,6-3,170,Vytautas Prienu,Prienai,"2022 NBA Draft, Undrafted",Lithuania
2021,G,25,Gintautas Matulis,JUV,45,25.375,16.75,6.0,11.75,0.635,2.375,5.875,0.5,2.375,3.0,1.0275,2.0,5.0,7.0,3.875,2.0,1.0,4.125,7.75,Lithuanian LKL,2020,G,6-4,209,Juventus,Rokiskis,"2008 NBA Draft, Undrafted",Lithuania
2022,G,16,Gintautas Matulis,JUV,25,26.875,20.75,7.0,12.75,0.69125,2.375,5.75,0.515,4.375,5.875,0.92,1.5,6.125,7.625,3.0,3.25,1.0,3.5,7.125,Lithuanian LKL,2020,G,6-4,209,Juventus,Rokiskis,"2008 NBA Draft, Undrafted",Lithuania
2023,G,20,Gintautas Matulis,JUV,35,28.75,18.25,6.375,12.875,0.625,2.25,6.125,0.4575,3.125,4.5,0.86125,2.625,5.0,7.625,4.375,1.625,0.75,3.375,6.875,Lithuanian LKL,2020,G,6-4,209,Juventus,Rokiskis,"2008 NBA Draft, Undrafted",Lithuania
2021,G,26,Adomas Sidarevicius,NEP,10,15.25,12.75,4.875,13.75,0.44625,1.0,6.375,0.1925,2.0,3.375,0.7137499999999999,1.0,3.375,4.375,11.75,1.5,0.0,6.875,5.875,Lithuanian LKL,2020,G,6-2,165,Neptunas,Kaunas,"2023 NBA Draft, Undrafted",Lithuania
2022,G,26,Adomas Sidarevicius,NEP,19,11.5,13.375,5.125,15.75,0.4075,2.0,7.875,0.32625,1.0,2.75,0.46875,1.0,3.125,4.125,5.125,2.0,0.0,4.5,8.25,Lithuanian LKL,2020,G,6-2,165,Neptunas,Kaunas,"2023 NBA Draft, Undrafted",Lithuania
2024,G,14,Adomas Sidarevicius,PZV,24,13.125,24.25,8.125,23.0,0.43875,4.25,10.5,0.51125,3.75,4.75,1.0,0.75,5.5,6.125,6.875,3.125,0.0,6.0,5.75,Lithuanian LKL,2020,G,6-2,165,Neptunas,Kaunas,"2023 NBA Draft, Undrafted",Lithuania
2021,G,27,Robertas Indrisiunas,PZV,12,2.75,11.125,4.5,29.0,0.1925,2.25,20.125,0.13875,0.0,0.0,0.0,0.0,6.75,6.75,0.0,2.25,0.0,4.5,6.75,Lithuanian LKL,2020,F,6-5,200,Pieno Zvaigzdes,,2024 NBA Draft Eligible,Lithuania
2021,F,3,Nojus Mineikis,NEP,13,11.875,33.0,9.25,18.875,0.60875,9.25,18.5,0.625,5.375,6.75,0.9825,2.375,3.375,5.875,2.0,0.5,0.5,2.875,4.875,Lithuanian LKL,2020,F,6-7,176,Neptunas,Klaipeda,"2022 NBA Draft, Undrafted",Lithuania
2022,F,24,Nojus Mineikis,NEP,34,25.5,18.375,5.75,14.0,0.5087499999999999,4.375,11.5,0.47,2.625,3.375,0.99375,1.5,6.25,7.75,1.5,1.25,0.125,1.5,7.875,Lithuanian LKL,2020,F,6-7,176,Neptunas,Klaipeda,"2022 NBA Draft, Undrafted",Lithuania
2023,F,34,Nojus Mineikis,NEP,27,28.25,15.375,4.75,12.0,0.5025000000000001,3.875,10.25,0.48125,1.75,2.5,0.8999999999999999,1.125,3.875,4.875,1.25,1.625,0.0,0.625,4.875,Lithuanian LKL,2020,F,6-7,176,Neptunas,Klaipeda,"2022 NBA Draft, Undrafted",Lithuania
2024,F,27,Nojus Mineikis,SIA,16,26.125,15.625,5.0,17.0,0.3687499999999999,3.25,12.375,0.32625,2.375,2.875,1.01625,1.75,5.0,6.875,1.125,1.375,0.375,1.375,4.875,Lithuanian LKL,2020,F,6-7,176,Neptunas,Klaipeda,"2022 NBA Draft, Undrafted",Lithuania
2021,F,17,Tadas Rinkunas,DZU,32,21.0,21.25,7.125,16.75,0.53375,3.0,10.125,0.3712499999999999,3.875,4.625,1.0675,0.75,3.5,4.25,3.625,1.5,0.125,3.375,5.375,Lithuanian LKL,2020,GF,6-4,176,Dzukija,Kaunas,"2013 NBA Draft, Undrafted",Lithuania
2021,F,24,Rapolas Ivanauskas,LIE,21,12.375,18.75,7.75,14.625,0.66125,2.625,5.125,0.625,0.625,0.625,1.25,3.75,6.625,10.375,4.0,2.0,1.75,2.875,11.75,Lithuanian LKL,2020,F,6-10,230,Lietuvos Rytas,Alytus,"2022 NBA Draft, Undrafted",Lithuania
2022,F,3,Rapolas Ivanauskas,PRI,28,31.875,26.0,10.125,18.875,0.675,2.375,5.875,0.5,3.375,5.625,0.74625,3.0,12.0,15.0,1.5,2.125,0.875,4.375,6.5,Lithuanian LKL,2020,F,6-10,230,Lietuvos Rytas,Alytus,"2022 NBA Draft, Undrafted",Lithuania
2021,F,26,"Steven Haney, Jr.",PZV,14,25.375,15.875,5.75,18.625,0.38375,2.125,9.5,0.2775,2.375,3.625,0.8087500000000001,1.875,8.25,10.125,4.625,1.875,0.0,2.5,7.75,Lithuanian LKL,2020,F,6-6,197,Pieno Zvaigzdes,Fort Lauderdale (FL),"2018 NBA Draft, Undrafted",United States
2021,F,27,Justas Tamulis,KED,29,24.625,15.75,5.5,17.0,0.40125,3.125,11.375,0.34375,1.625,2.25,0.9525,0.625,2.75,3.375,3.5,1.875,0.125,4.0,2.875,Lithuanian LKL,2019,F,6-5,190,Pieno Zvaigzdes,Kedainiai,"2016 NBA Draft, Undrafted",Lithuania
2021,F,29,Justinas Jogminas,PRI,37,20.875,14.875,5.75,12.125,0.59,0.875,4.0,0.275,2.5,4.125,0.7737499999999999,3.75,5.0,8.875,4.5,2.375,0.75,3.75,4.5,Lithuanian LKL,2020,F,6-6,214,Vytautas Prienu,Kaunas,"2019 NBA Draft, Undrafted",Lithuania
2022,F,25,Justinas Jogminas,PRI,27,21.625,17.625,6.375,12.5,0.64375,1.0,3.125,0.41625,3.75,4.75,0.98,3.875,7.75,11.5,2.5,2.25,0.25,3.5,4.125,Lithuanian LKL,2020,F,6-6,214,Vytautas Prienu,Kaunas,"2019 NBA Draft, Undrafted",Lithuania
2023,F,19,Justinas Jogminas,PRI,23,25.875,22.0,9.25,14.375,0.8,0.25,1.625,0.1925,3.25,7.875,0.5237499999999999,5.75,8.875,14.625,2.125,2.375,0.375,2.875,4.0,Lithuanian LKL,2020,F,6-6,214,Vytautas Prienu,Kaunas,"2019 NBA Draft, Undrafted",Lithuania
2021,F,30,Paulius Danusevicius,SIA,17,9.5,13.0,4.25,11.625,0.4499999999999999,2.375,5.625,0.52125,2.375,4.625,0.625,1.375,8.375,9.75,3.25,3.25,2.75,4.625,7.0,Lithuanian LKL,2020,F,6-7,189,Siauliai,Siauliai,"2023 NBA Draft, Undrafted",Lithuania
2022,F,14,Paulius Danusevicius,SIA,32,24.375,21.25,7.875,17.625,0.56,2.375,7.375,0.39,3.125,4.25,0.9375,3.375,10.75,14.125,3.0,2.75,1.25,4.125,6.375,Lithuanian LKL,2020,F,6-7,189,Siauliai,Siauliai,"2023 NBA Draft, Undrafted",Lithuania
2023,F,12,Paulius Danusevicius,SIA,33,27.75,25.875,10.625,20.0,0.66125,2.625,6.375,0.52,2.125,3.125,0.8550000000000001,3.75,11.375,15.0,2.5,1.875,2.0,3.625,6.25,Lithuanian LKL,2020,F,6-7,189,Siauliai,Siauliai,"2023 NBA Draft, Undrafted",Lithuania
2024,F,8,Paulius Danusevicius,SIA,25,34.25,27.375,10.75,21.25,0.635,2.875,7.25,0.4975,3.0,4.875,0.75875,2.625,9.5,12.125,2.625,1.125,1.5,4.25,4.125,Lithuanian LKL,2020,F,6-7,189,Siauliai,Siauliai,"2023 NBA Draft, Undrafted",Lithuania
2021,F,1,Vaidas Kariniauskas,JUV,19,33.625,35.0,13.25,25.625,0.6475,2.75,8.125,0.41625,5.75,8.25,0.875,0.5,5.625,6.125,12.75,2.625,0.75,8.25,5.25,Lithuanian LKL,2020,F,6-6,198,Juventus,Alytus,"2015 NBA Draft, Undrafted",Lithuania
2022,F,9,Vaidas Kariniauskas,LIE,35,23.25,25.125,9.75,19.25,0.63375,2.625,6.375,0.5075000000000001,3.0,4.375,0.83375,0.875,4.625,5.5,11.125,2.25,0.75,6.875,6.125,Lithuanian LKL,2020,F,6-6,198,Juventus,Alytus,"2015 NBA Draft, Undrafted",Lithuania
2024,F,18,Vaidas Kariniauskas,WOLV,24,24.25,21.875,8.0,17.0,0.5874999999999999,2.375,6.625,0.44125,3.625,5.75,0.7775,2.375,5.25,7.625,15.125,1.5,0.5,6.75,7.25,Lithuanian LKL,2020,F,6-6,198,Juventus,Alytus,"2015 NBA Draft, Undrafted",Lithuania
2021,F,2,Kaspars Berzins,SIA,23,25.25,34.5,13.125,24.0,0.685,4.25,11.875,0.44875,4.0,5.125,0.96875,3.75,10.25,13.875,2.375,0.875,0.875,3.875,10.625,Lithuanian LKL,2020,C,6-10,231,Siauliai,Riga,"2007 NBA Draft, Undrafted",Latvia
2022,C,8,Kaspars Berzins,TEC,39,17.875,30.625,10.875,20.875,0.65375,5.875,12.625,0.5775,3.0,4.375,0.85375,3.0,8.875,11.875,2.5,1.75,1.875,5.125,12.125,Lithuanian LKL,2020,C,6-10,231,Siauliai,Riga,"2007 NBA Draft, Undrafted",Latvia
2021,F,4,Edgaras Zelionis,PZV,28,28.375,29.75,11.75,21.875,0.6675,2.375,6.75,0.4399999999999999,4.0,5.25,0.9375,4.25,11.125,15.375,4.125,1.75,1.125,4.625,7.25,Lithuanian LKL,2020,F,6-8,212,Pieno Zvaigzdes,Kaunas,"2011 NBA Draft, Undrafted",Lithuania
2022,C,17,Edgaras Zelionis,NEP,34,30.625,22.125,8.5,14.5,0.73,1.875,5.25,0.4449999999999999,3.25,4.375,0.9375,3.5,7.75,11.125,4.125,1.0,1.25,3.5,7.375,Lithuanian LKL,2020,F,6-8,212,Pieno Zvaigzdes,Kaunas,"2011 NBA Draft, Undrafted",Lithuania
2021,F,7,Kristjan Kitsing,LIE,28,20.375,27.125,7.75,18.375,0.53,6.625,15.125,0.54375,5.0,5.75,1.08,2.75,5.5,8.25,2.125,1.625,0.375,2.125,9.125,Lithuanian LKL,2020,F,6-7,210,Lietuvos Rytas,Tartu,"2012 NBA Draft, Undrafted",Estonia
2021,F,8,Augustine Rubit,ZAL,38,20.5,27.125,10.0,17.5,0.7137499999999999,2.25,4.375,0.63875,4.875,5.375,1.13875,2.75,7.75,10.625,2.75,2.25,0.75,3.125,6.25,Lithuanian LKL,2020,F,6-7,220,Zalgiris,Houston (TX),"2014 NBA Draft, Undrafted",United States
2021,F,12,E.J. Montgomery,KED,16,15.625,22.875,9.375,22.5,0.51625,1.5,5.125,0.3675,2.75,3.25,1.0225,6.625,9.0,15.625,3.25,1.75,2.75,5.375,10.5,Lithuanian LKL,2020,F,6-10,228,Kedainiai Nevezis,Port St. Lucie (FL),"2020 NBA Draft, Undrafted",United States
2021,F,13,Gilvydas Biruta,PRI,10,20.0,22.875,8.625,19.5,0.5525,0.0,1.875,0.0,5.625,7.125,0.98625,7.5,4.5,12.0,5.625,3.0,0.0,6.75,8.25,Lithuanian LKL,2019,F,6-8,238,Lietkabelis,Jonava,"2015 NBA Draft, Undrafted",Lithuania
2021,F,14,Einaras Tubutis,PRI,36,28.75,21.625,8.25,15.625,0.66,2.375,6.0,0.4825,2.75,4.25,0.8187500000000001,3.625,9.875,13.5,2.75,2.5,1.5,2.25,5.125,Lithuanian LKL,2019,F,6-9,192,Lietuvos Rytas,Klaipeda,"2020 NBA Draft, Undrafted",Lithuania
2024,F,12,Einaras Tubutis,MAZ,10,22.125,26.0,10.875,19.25,0.70125,0.375,3.375,0.125,4.0,6.125,0.83375,8.125,10.875,19.0,2.0,1.375,1.375,3.75,4.375,Lithuanian LKL,2019,F,6-9,192,Lietuvos Rytas,Klaipeda,"2020 NBA Draft, Undrafted",Lithuania
2021,F,15,Paulius Poska,TEC,15,7.125,19.75,7.0,19.75,0.44625,2.875,11.25,0.3125,2.875,2.875,1.25,6.375,4.25,10.5,0.75,2.875,4.25,2.875,7.75,Lithuanian LKL,2020,F,6-8,198,Lietkabelis,Vilnius,"2021 NBA Draft, Undrafted",Lithuania
2021,F,17,Denis Krestinin,SIA,38,14.625,18.625,5.875,12.625,0.5850000000000001,1.0,2.25,0.515,5.75,8.25,0.88125,4.375,7.125,11.5,3.25,2.0,1.375,4.875,10.0,Lithuanian LKL,2020,F,6-7,200,Siauliai,Vilnius,"2016 NBA Draft, Undrafted",Lithuania
