Year_x,Position,#,Player,Team_x,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,League,Year_y,Pos,HT,WT,Team_y,Birth City,Draft Status,Nationality
2024,G,23,Lukas Uleckas,LIE,23,27.5,20.75,6.75,17.625,0.47875,3.0,11.25,0.32875,4.25,5.875,0.8999999999999999,4.0,6.25,10.375,3.625,2.375,0.5,2.625,5.375,Lithuanian LKL,2019,G,6-6,194,Vytautas Prienu,Marijampole,"2021 NBA Draft, Undrafted",Lithuania
2020,F,14,Tadas Sedekerskis,NEP,24,30.25,20.5,7.875,12.875,0.76,1.875,4.125,0.5625,2.875,3.75,0.9725,2.125,11.25,13.5,4.125,2.625,0.875,2.25,2.625,Lithuanian LKL,2019,F,6-9,205,Neptunas,Klaipeda,"2020 NBA Draft, Undrafted",Lithuania
2020,F,15,Darius Tarvydas,JUV,20,23.5,20.25,7.375,17.75,0.5175,3.25,9.0,0.44625,2.375,4.125,0.72125,1.625,7.875,9.375,3.375,1.875,0.125,2.875,3.0,Lithuanian LKL,2019,F,6-6,203,Juventus,Svencioiu,"2013 NBA Draft, Undrafted",Lithuania
2023,F,8,Darius Tarvydas,PRI,23,35.625,26.625,10.0,22.125,0.5625,3.125,9.75,0.40125,3.625,4.875,0.9025,2.625,6.625,9.375,3.25,1.625,0.375,3.625,4.25,Lithuanian LKL,2019,F,6-6,203,Juventus,Svencioiu,"2013 NBA Draft, Undrafted",Lithuania
2020,F,17,Vytenis Lipkevicius,TEC,23,29.5,19.25,5.75,12.625,0.5700000000000001,3.25,8.125,0.49625,4.5,6.125,0.93125,3.125,7.75,10.875,4.25,2.0,0.125,1.875,5.125,Lithuanian LKL,2019,G,6-6,215,Lietkabelis,Vilkija,"2011 NBA Draft, Undrafted",Lithuania
2021,F,22,Vytenis Lipkevicius,TEC,43,32.375,19.0,5.625,12.5,0.56625,3.875,8.625,0.555,3.875,4.5,1.07125,3.0,7.375,10.5,3.5,2.375,0.125,2.0,5.125,Lithuanian LKL,2019,G,6-6,215,Lietkabelis,Vilkija,"2011 NBA Draft, Undrafted",Lithuania
2022,G,7,Vytenis Lipkevicius,TEC,1,25.0,27.0,9.0,15.0,0.75,9.0,15.0,0.75,0.0,6.0,0.0,0.0,3.0,3.0,6.0,3.0,0.0,3.0,0.0,Lithuanian LKL,2019,G,6-6,215,Lietkabelis,Vilkija,"2011 NBA Draft, Undrafted",Lithuania
2022,G,21,Vytenis Lipkevicius,TEC,37,34.375,18.0,5.75,12.75,0.56125,2.625,7.625,0.4325,3.875,4.625,1.0575,2.25,7.5,9.875,5.125,3.625,0.125,2.5,3.875,Lithuanian LKL,2019,G,6-6,215,Lietkabelis,Vilkija,"2011 NBA Draft, Undrafted",Lithuania
2023,F,28,Vytenis Lipkevicius,TEC,42,34.25,18.375,5.875,12.375,0.59375,2.875,7.25,0.4825,3.75,4.625,1.0375,2.25,7.25,9.5,4.875,3.5,0.125,2.875,4.5,Lithuanian LKL,2019,G,6-6,215,Lietkabelis,Vilkija,"2011 NBA Draft, Undrafted",Lithuania
2024,G,25,Vytenis Lipkevicius,TEC,23,32.875,17.375,5.125,11.625,0.555,3.25,7.875,0.51625,3.75,5.0,0.95,2.125,8.125,10.25,6.0,2.875,0.125,2.0,5.5,Lithuanian LKL,2019,G,6-6,215,Lietkabelis,Vilkija,"2011 NBA Draft, Undrafted",Lithuania
2020,F,18,Martynas Pocevicius,DZU,15,11.5,19.0,6.875,16.5,0.52625,3.875,7.375,0.66125,1.25,1.75,0.9375,1.25,3.5,4.75,2.625,0.875,0.0,3.875,7.75,Lithuanian LKL,2019,F,6-3,198,Dzukija,Alytaus,"2022 NBA Draft, Undrafted",Lithuania
2021,F,28,Martynas Pocevicius,KED,20,14.625,14.875,5.375,13.375,0.505,2.0,7.125,0.3575,2.0,2.0,1.25,1.25,2.875,4.125,2.875,0.75,0.25,4.125,6.875,Lithuanian LKL,2019,F,6-3,198,Dzukija,Alytaus,"2022 NBA Draft, Undrafted",Lithuania
2022,F,29,Martynas Pocevicius,DZU,25,7.625,11.375,3.5,11.75,0.375,2.375,5.875,0.5,2.0,2.375,1.04125,0.375,4.75,5.125,2.375,1.625,0.0,3.125,7.125,Lithuanian LKL,2019,F,6-3,198,Dzukija,Alytaus,"2022 NBA Draft, Undrafted",Lithuania
2020,F,19,Julius Kazakauskas,KED,24,33.125,18.125,6.875,17.875,0.4825,1.375,5.25,0.3125,3.0,4.5,0.83375,7.625,6.75,14.375,5.125,3.375,0.25,3.625,4.75,Lithuanian LKL,2019,F,6-4,216,Kedainiai Nevezis,Klaipeda,"2012 NBA Draft, Undrafted",Lithuania
2021,F,25,Julius Kazakauskas,KED,32,40.375,18.25,6.375,12.625,0.63125,1.5,3.5,0.5325,4.0,5.25,0.945,7.375,9.875,17.25,6.0,2.125,0.375,3.75,4.875,Lithuanian LKL,2019,F,6-4,216,Kedainiai Nevezis,Klaipeda,"2012 NBA Draft, Undrafted",Lithuania
2023,F,26,Julius Kazakauskas,GG,28,31.375,16.5,5.125,12.125,0.5287499999999999,1.375,4.5,0.3775,5.0,6.125,1.0075,6.625,8.0,14.625,5.875,1.5,0.375,3.5,4.875,Lithuanian LKL,2019,F,6-4,216,Kedainiai Nevezis,Klaipeda,"2012 NBA Draft, Undrafted",Lithuania
2020,F,20,Lukas Kvedaravicius,DZU,10,20.375,18.0,6.25,14.0,0.55875,2.25,6.25,0.44125,3.375,4.75,0.865,1.5,7.75,9.25,2.25,1.125,0.375,1.875,3.375,Lithuanian LKL,2019,GF,6-9,165,Dzukija,Vilnius,"2019 NBA Draft, Undrafted",Lithuania
2020,F,21,Arnas Berucka,JUV,13,9.5,17.625,6.75,16.5,0.5087499999999999,3.625,9.125,0.5,0.625,1.875,0.41625,2.375,3.0,5.5,1.25,2.375,1.25,1.875,7.875,Lithuanian LKL,2019,F,6-5,190,Juventus,Vilnius,"2019 NBA Draft, Undrafted",Lithuania
2022,F,11,Arnas Berucka,PZV,29,41.875,22.125,7.75,17.25,0.5625,3.5,9.25,0.46625,3.125,5.125,0.7437499999999999,3.0,4.75,7.75,4.125,2.5,0.0,2.625,4.0,Lithuanian LKL,2019,F,6-5,190,Juventus,Vilnius,"2019 NBA Draft, Undrafted",Lithuania
2023,F,22,Arnas Berucka,WOLV,35,23.375,20.0,7.375,16.25,0.56875,4.625,12.125,0.47375,0.625,1.875,0.4375,2.125,3.0,5.125,3.875,2.25,0.125,2.25,6.875,Lithuanian LKL,2019,F,6-5,190,Juventus,Vilnius,"2019 NBA Draft, Undrafted",Lithuania
2024,F,22,Arnas Berucka,WOLV,27,25.875,18.75,7.125,15.5,0.56875,4.0,9.875,0.5025000000000001,0.625,1.25,0.625,2.125,2.875,5.0,3.375,2.0,0.125,1.5,6.375,Lithuanian LKL,2019,F,6-5,190,Juventus,Vilnius,"2019 NBA Draft, Undrafted",Lithuania
2020,F,24,Donatas Sabeckis,PRI,13,25.375,15.5,5.0,17.25,0.3612499999999999,1.875,8.0,0.28625,3.625,5.5,0.83375,2.25,7.0,9.375,8.875,3.625,0.5,6.625,9.5,Lithuanian LKL,2019,F,6-6,198,Vytautas Prienu,Kaunas,"2014 NBA Draft, Undrafted",Lithuania
2022,F,23,Donatas Sabeckis,SIA,40,36.875,19.0,6.875,16.375,0.5237499999999999,2.75,7.875,0.4349999999999999,2.5,4.375,0.7124999999999999,1.625,7.5,9.125,11.0,2.625,0.75,5.75,7.125,Lithuanian LKL,2019,F,6-6,198,Vytautas Prienu,Kaunas,"2014 NBA Draft, Undrafted",Lithuania
2023,F,21,Donatas Sabeckis,SIA,31,36.75,18.75,6.125,16.25,0.47125,2.375,8.75,0.34125,4.125,5.625,0.91625,1.75,6.75,8.625,14.25,2.625,0.875,5.625,6.25,Lithuanian LKL,2019,F,6-6,198,Vytautas Prienu,Kaunas,"2014 NBA Draft, Undrafted",Lithuania
2024,F,20,Donatas Sabeckis,TEC,12,23.875,19.375,6.25,13.875,0.56625,4.25,10.0,0.52625,2.625,3.875,0.83375,1.625,2.375,3.875,10.25,0.75,0.75,5.0,9.75,Lithuanian LKL,2019,F,6-6,198,Vytautas Prienu,Kaunas,"2014 NBA Draft, Undrafted",Lithuania
2020,F,25,Aurimas Urbonas,SIA,24,30.5,14.125,4.75,11.5,0.5137499999999999,2.625,7.0,0.4775,2.0,2.375,1.0875,2.25,5.125,7.375,8.0,1.875,0.0,5.75,4.875,Lithuanian LKL,2019,F,6-4,210,Siauliai,Kretniga,"2015 NBA Draft, Undrafted",Lithuania
2021,F,32,Aurimas Urbonas,JUV,16,22.375,11.875,3.5,10.5,0.425,1.25,6.5,0.2425,3.5,4.375,1.0125000000000002,2.125,6.875,9.0,8.125,1.5,0.0,6.875,5.875,Lithuanian LKL,2019,F,6-4,210,Siauliai,Kretniga,"2015 NBA Draft, Undrafted",Lithuania
2023,F,37,Aurimas Urbonas,GG,24,28.75,11.125,4.5,12.75,0.4375,2.0,6.375,0.38125,0.25,0.375,0.83375,1.25,8.0,9.25,9.25,1.375,0.25,6.875,4.625,Lithuanian LKL,2019,F,6-4,210,Siauliai,Kretniga,"2015 NBA Draft, Undrafted",Lithuania
2020,F,26,Tadas Vaiciunas,TEC,12,4.0,9.25,3.125,13.875,0.2775,3.125,12.375,0.3125,0.0,1.5,0.0,3.125,4.625,7.75,1.5,0.0,0.0,3.125,6.125,Lithuanian LKL,2019,F,6-7,200,Lietkabelis,Panevezys,"2021 NBA Draft, Undrafted",Lithuania
2021,F,13,Tadas Vaiciunas,TEC,19,7.5,22.625,7.375,17.875,0.515,6.375,13.75,0.5775,1.625,2.125,0.9375,1.625,7.875,9.5,3.125,1.625,0.5,2.625,8.375,Lithuanian LKL,2019,F,6-7,200,Lietkabelis,Panevezys,"2021 NBA Draft, Undrafted",Lithuania
2022,F,30,Tadas Vaiciunas,TEC,27,12.875,10.5,3.875,11.375,0.425,1.75,7.5,0.28625,1.125,2.0,0.6950000000000001,1.125,5.625,6.625,3.25,2.125,0.0,1.5,7.125,Lithuanian LKL,2019,F,6-7,200,Lietkabelis,Panevezys,"2021 NBA Draft, Undrafted",Lithuania
2020,F,27,Laurynas Balkunas,PZV,11,4.875,8.375,4.25,18.25,0.28875,0.0,1.375,0.0,0.0,0.0,0.0,4.25,4.25,8.375,2.75,2.75,0.0,4.25,7.0,Lithuanian LKL,2019,F,6-5,198,Pieno Zvaigzdes,Varena,"2021 NBA Draft, Undrafted",Lithuania
2021,F,31,Laurynas Balkunas,PZV,25,5.75,12.0,5.25,16.75,0.39125,1.0,4.125,0.3125,0.5,1.0,0.625,3.125,2.125,5.25,4.75,2.125,0.0,3.625,2.125,Lithuanian LKL,2019,F,6-5,198,Pieno Zvaigzdes,Varena,"2021 NBA Draft, Undrafted",Lithuania
2020,F,28,Tomas Pacesas,DZU,12,7.75,7.25,2.375,9.625,0.3125,2.375,8.125,0.375,0.0,0.0,0.0,0.75,2.375,3.25,4.0,0.75,0.75,1.625,4.875,Lithuanian LKL,2019,F,6-6,176,Dzukija,Alytaus,"2022 NBA Draft, Undrafted",Lithuania
2022,F,32,Tomas Pacesas,DZU,17,11.375,8.5,3.125,11.625,0.33375,2.375,8.5,0.34125,0.0,0.0,0.0,1.875,2.375,4.25,2.375,1.5,0.375,2.75,7.75,Lithuanian LKL,2019,F,6-6,176,Dzukija,Alytaus,"2022 NBA Draft, Undrafted",Lithuania
2020,F,1,Zach LeDay,ZAL,24,20.75,39.875,14.875,25.125,0.74125,1.5,2.75,0.6950000000000001,8.625,10.25,1.0475,5.25,9.875,15.125,3.125,2.75,2.25,2.875,5.75,Lithuanian LKL,2019,F,6-7,230,Zalgiris,The Colony (TX),"2017 NBA Draft, Undrafted",United StatesAzerbaijan
2020,F,3,Zeljko Sakic,TEC,24,34.25,29.75,10.625,22.0,0.60625,2.875,7.625,0.47625,5.5,7.0,0.97375,1.875,12.375,14.25,5.375,2.375,0.625,4.75,5.375,Lithuanian LKL,2019,F,6-7,234,Lietkabelis,Zagreb,"2010 NBA Draft, Undrafted",Croatia
2023,F,17,Zeljko Sakic,TEC,31,24.5,22.125,6.75,17.375,0.4825,2.125,6.5,0.41625,6.625,8.125,1.00875,2.375,7.625,10.0,4.25,1.625,0.0,3.125,7.125,Lithuanian LKL,2019,F,6-7,234,Lietkabelis,Zagreb,"2010 NBA Draft, Undrafted",Croatia
2020,F,4,Logan McLane,DZU,12,14.875,25.25,9.625,20.625,0.5862499999999999,2.125,5.0,0.52125,3.75,5.5,0.865,2.125,6.75,8.875,0.375,2.5,0.0,4.25,4.25,Lithuanian LKL,2019,F,6-9,225,Dzukija,Winterville (NC),"2018 NBA Draft, Undrafted",United States
2020,F,5,Skylar Spencer,PRI,15,23.25,24.75,10.375,16.625,0.77875,0.0,0.25,0.0,4.125,5.875,0.8799999999999999,5.375,8.375,13.75,2.75,3.0,2.75,2.75,5.625,Lithuanian LKL,2019,F,6-9,235,Vytautas Prienu,Inglewood (CA),"2016 NBA Draft, Undrafted",United States
2020,F,7,Andre Williamson,NEP,21,22.375,24.5,9.875,16.25,0.76,0.0,0.0,0.0,4.75,6.5,0.915,4.5,8.25,12.75,3.625,1.625,0.375,4.625,8.875,Lithuanian LKL,2019,F,6-7,225,Neptunas,Dayton (OH),"2012 NBA Draft, Undrafted",United States
2020,F,8,Femi Olujobi,TEC,17,17.875,24.5,9.375,18.5,0.63375,1.0,4.25,0.2937499999999999,4.75,6.875,0.8487500000000001,3.75,8.625,12.375,1.25,0.75,0.25,5.75,9.875,Lithuanian LKL,2019,F,6-9,258,Lietkabelis,Brentwood (NY),"2019 NBA Draft, Undrafted",United States
2020,F,9,Paulius Jankunas,ZAL,23,19.75,23.125,8.125,16.125,0.625,1.625,3.5,0.595,5.25,6.25,1.0525,6.125,10.625,16.625,4.75,2.25,1.0,2.625,6.125,Lithuanian LKL,2019,F,6-9,236,Zalgiris,Kaunas,"2006 NBA Draft, Undrafted",Lithuania
2021,F,23,Paulius Jankunas,ZAL,43,22.375,18.75,7.25,12.5,0.72625,2.25,4.625,0.615,2.0,2.625,0.985,4.125,11.375,15.5,4.875,2.125,0.875,3.25,4.125,Lithuanian LKL,2019,F,6-9,236,Zalgiris,Kaunas,"2006 NBA Draft, Undrafted",Lithuania
2022,F,18,Paulius Jankunas,ZAL,29,16.625,20.625,6.5,14.875,0.5525,1.875,6.375,0.3662499999999999,5.625,6.75,1.04625,5.125,12.0,17.125,7.125,1.75,1.25,3.0,8.125,Lithuanian LKL,2019,F,6-9,236,Zalgiris,Kaunas,"2006 NBA Draft, Undrafted",Lithuania
2020,F,12,Nigel Hayes,ZAL,24,24.375,21.875,8.125,18.625,0.5425,2.75,7.75,0.4375,3.0,3.875,0.95875,3.125,6.0,9.125,3.875,3.375,0.375,2.75,7.375,Lithuanian LKL,2019,F,6-8,254,Zalgiris,Toledo (OH),"2017 NBA Draft, Undrafted",United States
2021,F,6,Nigel Hayes,ZAL,38,25.5,29.0,10.5,20.0,0.65625,4.125,9.25,0.5525,3.875,5.5,0.8799999999999999,1.75,5.875,7.625,4.75,3.125,0.25,2.25,5.75,Lithuanian LKL,2019,F,6-8,254,Zalgiris,Toledo (OH),"2017 NBA Draft, Undrafted",United States
2020,F,13,Grantas Vasiliauskas,KED,10,13.625,21.0,7.125,14.875,0.60125,3.375,7.75,0.53625,3.375,3.875,1.07125,2.25,5.5,7.75,5.5,0.5,0.0,2.25,6.125,Lithuanian LKL,2019,F,6-9,195,Kedainiai Nevezis,Alytaus,"2021 NBA Draft, Undrafted",Lithuania
2021,C,22,Grantas Vasiliauskas,KED,33,19.0,17.875,6.125,13.375,0.56875,2.125,6.0,0.4499999999999999,3.5,5.375,0.805,3.375,8.125,11.5,2.5,0.875,0.125,3.125,6.25,Lithuanian LKL,2019,F,6-9,195,Kedainiai Nevezis,Alytaus,"2021 NBA Draft, Undrafted",Lithuania
2022,F,20,Grantas Vasiliauskas,TEC,27,12.75,19.25,6.125,13.5,0.5650000000000001,2.875,5.0,0.7062499999999999,4.375,5.25,1.04125,3.0,5.625,8.625,3.5,1.125,0.25,5.25,11.5,Lithuanian LKL,2019,F,6-9,195,Kedainiai Nevezis,Alytaus,"2021 NBA Draft, Undrafted",Lithuania
2023,F,27,Grantas Vasiliauskas,TEC,15,7.875,13.25,5.125,11.375,0.555,1.25,5.75,0.2775,1.875,1.875,1.25,3.75,2.5,6.375,3.75,0.625,0.625,7.0,7.0,Lithuanian LKL,2019,F,6-9,195,Kedainiai Nevezis,Alytaus,"2021 NBA Draft, Undrafted",Lithuania
2020,F,18,Deividas Sirvydis,LIE,24,21.875,19.5,7.125,17.875,0.5,4.0,12.0,0.41625,1.125,1.625,0.90875,1.25,7.5,8.75,3.75,0.875,0.25,3.75,5.75,Lithuanian LKL,2019,GF,6-8,190,Lietuvos Rytas,Vilnius,2019 Rnd 2 Pick 7,LithuaniaLatvia
2024,F,5,Deividas Sirvydis,TEC,22,36.375,28.75,8.25,20.125,0.5137499999999999,3.875,12.5,0.385,8.375,10.375,1.01125,0.625,5.875,6.625,4.125,1.5,0.25,3.625,4.375,Lithuanian LKL,2019,GF,6-8,190,Lietuvos Rytas,Vilnius,2019 Rnd 2 Pick 7,LithuaniaLatvia
2020,F,19,Dziugas Slavinskas,NEP,22,15.125,19.125,6.5,13.25,0.615,1.375,4.75,0.3575,4.75,8.5,0.69125,2.25,7.375,9.625,4.75,1.375,0.5,2.5,7.375,Lithuanian LKL,2019,F,6-8,180,Neptunas,Pasvalys,"2020 NBA Draft, Undrafted",Lithuania
2021,F,18,Dziugas Slavinskas,NEP,37,29.375,18.25,6.625,16.0,0.52,1.625,6.375,0.32625,3.125,5.625,0.70125,3.0,8.75,11.75,3.125,1.375,0.5,2.875,4.375,Lithuanian LKL,2019,F,6-8,180,Neptunas,Pasvalys,"2020 NBA Draft, Undrafted",Lithuania
2024,F,14,Dziugas Slavinskas,TEC,25,14.625,23.625,7.125,14.125,0.63375,2.5,5.75,0.53625,6.75,11.5,0.73625,4.75,7.125,11.875,2.5,0.375,0.625,1.625,8.25,Lithuanian LKL,2019,F,6-8,180,Neptunas,Pasvalys,"2020 NBA Draft, Undrafted",Lithuania
2020,F,22,Ignas Labutis,KED,18,14.0,12.75,4.75,8.625,0.6900000000000001,1.5,3.625,0.52125,1.75,2.375,0.9375,2.125,4.75,6.875,4.125,3.25,0.625,3.0,6.5,Lithuanian LKL,2019,F,6-6,218,Kedainiai Nevezis,Marijampole,"2016 NBA Draft, Undrafted",Lithuania
2020,C,2,Laurynas Birutis,PRI,13,32.5,35.0,14.625,23.25,0.7825,0.0,0.0,0.0,5.875,8.375,0.8775,6.0,10.125,16.125,3.25,1.25,1.25,3.0,4.75,Lithuanian LKL,2019,C,7-1,242,Vytautas Prienu,Siauliai,"2019 NBA Draft, Undrafted",Lithuania
2023,C,5,Laurynas Birutis,ZAL,42,21.75,33.125,13.375,17.875,0.935,0.0,0.125,0.0,6.25,9.125,0.8562500000000001,6.125,11.25,17.375,2.75,1.125,2.0,3.75,6.0,Lithuanian LKL,2019,C,7-1,242,Vytautas Prienu,Siauliai,"2019 NBA Draft, Undrafted",Lithuania
2024,C,7,Laurynas Birutis,ZAL,24,23.25,34.0,14.25,19.375,0.92,0.0,0.0,0.0,5.5,9.875,0.6925000000000001,5.625,12.625,18.25,4.375,3.375,2.125,2.875,5.375,Lithuanian LKL,2019,C,7-1,242,Vytautas Prienu,Siauliai,"2019 NBA Draft, Undrafted",Lithuania
2020,C,4,Marek Blazevic,LIE,21,15.625,33.625,13.25,23.25,0.7112499999999999,0.25,0.25,1.25,6.875,8.625,0.98625,6.875,9.125,16.0,2.75,1.625,1.875,3.375,11.25,Lithuanian LKL,2019,C,6-11,240,Lietuvos Rytas,Vilnius,"2023 NBA Draft, Undrafted",Lithuania
2021,C,10,Marek Blazevic,ZAL,24,16.5,29.25,12.125,21.0,0.72125,0.0,0.0,0.0,5.125,7.5,0.84375,9.625,11.875,21.5,3.375,2.25,2.875,5.625,10.375,Lithuanian LKL,2019,C,6-11,240,Lietuvos Rytas,Vilnius,"2023 NBA Draft, Undrafted",Lithuania
2022,C,4,Marek Blazevic,ZAL,29,18.5,36.125,13.0,20.25,0.80125,0.0,0.0,0.0,10.125,14.75,0.8575,6.75,9.0,15.625,3.625,2.25,1.5,7.75,11.75,Lithuanian LKL,2019,C,6-11,240,Lietuvos Rytas,Vilnius,"2023 NBA Draft, Undrafted",Lithuania
2020,C,6,Rokas Gustys,SIA,24,27.5,30.625,12.375,20.625,0.74875,0.25,0.875,0.3125,5.625,9.125,0.78125,7.0,10.5,17.625,4.25,1.875,0.75,4.75,9.625,Lithuanian LKL,2019,C,6-9,279,Siauliai,Kaunas,"2018 NBA Draft, Undrafted",Lithuania
2022,C,5,Rokas Gustys,JUV,31,25.625,34.875,13.25,21.625,0.77,0.0,0.25,0.0,8.25,9.875,1.0475,7.625,10.75,18.375,3.25,2.25,1.625,5.375,9.375,Lithuanian LKL,2019,C,6-9,279,Siauliai,Kaunas,"2018 NBA Draft, Undrafted",Lithuania
2023,C,19,Rokas Gustys,NEP,33,25.375,25.125,8.75,15.375,0.70875,0.0,0.125,0.0,7.75,11.5,0.8500000000000001,6.0,10.875,16.875,4.0,2.375,2.0,4.375,8.75,Lithuanian LKL,2019,C,6-9,279,Siauliai,Kaunas,"2018 NBA Draft, Undrafted",Lithuania
2020,C,8,Jock Landale,ZAL,23,18.875,29.25,10.375,18.875,0.6875,1.875,4.875,0.49125,6.625,9.0,0.91375,3.75,11.625,15.375,5.0,0.75,0.75,5.0,6.875,Lithuanian LKL,2019,C,6-11,255,Zalgiris,Melbourne,"2018 NBA Draft, Undrafted",Australia
2020,C,9,Norbertas Giga,JUV,21,17.625,28.875,11.75,17.625,0.83375,0.625,1.0,0.75,4.875,6.5,0.9375,4.625,9.5,14.125,2.0,1.375,1.0,2.0,10.75,Lithuanian LKL,2019,C,7-0,245,Juventus,Kaunas,"2018 NBA Draft, Undrafted",Lithuania
2021,C,20,Norbertas Giga,NEP,38,22.5,22.5,8.75,18.5,0.5925,2.125,7.5,0.34875,2.75,3.625,0.975,3.125,10.125,13.25,4.25,1.5,1.625,3.625,7.375,Lithuanian LKL,2019,C,7-0,245,Juventus,Kaunas,"2018 NBA Draft, Undrafted",Lithuania
2022,C,21,Norbertas Giga,JUV,25,16.75,19.5,7.125,16.125,0.555,0.375,3.625,0.125,4.875,6.625,0.9125,2.5,8.375,11.0,4.625,1.25,1.75,3.25,6.25,Lithuanian LKL,2019,C,7-0,245,Juventus,Kaunas,"2018 NBA Draft, Undrafted",Lithuania
2020,C,10,Julius Jucikas,JUV,24,26.5,28.375,11.625,20.375,0.715,0.125,0.375,0.41625,5.0,8.5,0.72875,5.5,5.375,11.0,2.75,1.875,2.0,4.375,9.375,Lithuanian LKL,2019,F,6-7,220,Juventus,Silale,"2011 NBA Draft, Undrafted",Lithuania
2021,F,11,Julius Jucikas,KED,12,27.75,24.125,9.5,19.375,0.61,0.25,0.625,0.41625,5.0,7.375,0.83375,4.75,7.625,12.375,4.0,0.625,0.875,7.375,5.875,Lithuanian LKL,2019,F,6-7,220,Juventus,Silale,"2011 NBA Draft, Undrafted",Lithuania
2022,F,7,Julius Jucikas,NEP,35,22.25,23.5,8.5,15.375,0.6875,0.0,0.125,0.0,6.625,9.875,0.8375,5.375,6.0,11.375,2.125,1.125,1.875,5.75,10.0,Lithuanian LKL,2019,F,6-7,220,Juventus,Silale,"2011 NBA Draft, Undrafted",Lithuania
2023,F,11,Julius Jucikas,PZV,20,26.875,26.25,10.25,17.5,0.73,0.125,0.25,0.625,5.75,7.5,0.94875,5.125,5.875,11.0,2.5,1.5,2.25,6.125,8.125,Lithuanian LKL,2019,F,6-7,220,Juventus,Silale,"2011 NBA Draft, Undrafted",Lithuania
2020,C,11,Cameron Bairstow,LIE,21,18.875,27.25,11.375,23.875,0.595,1.125,3.375,0.41625,3.375,5.125,0.83375,5.125,9.125,14.25,3.375,1.875,0.375,5.5,6.25,Lithuanian LKL,2019,F,6-9,250,Lietuvos Rytas,Brisbane,2014 Rnd 2 Pick 19,Australia
2020,C,13,Martynas Sajus,TEC,24,26.0,26.5,10.0,16.0,0.78,0.0,0.0,0.0,6.5,8.125,0.9925,5.625,7.625,13.25,3.375,1.0,3.625,4.125,8.875,Lithuanian LKL,2019,C,6-8,247,Lietkabelis,Siauliai,"2018 NBA Draft, Undrafted",Lithuania
2020,C,14,Viny Okouo,KED,23,29.75,26.25,10.625,21.375,0.62125,0.0,0.375,0.0,5.0,7.375,0.8587500000000001,6.25,12.875,19.125,3.375,1.125,1.875,6.0,7.25,Lithuanian LKL,2019,C,7-1,240,Kedainiai Nevezis,Brazzaville,"2019 NBA Draft, Undrafted",Republic of the Congo
2024,C,17,Viny Okouo,KED,12,26.75,25.375,11.375,20.5,0.69625,0.0,0.25,0.0,2.625,4.25,0.7637499999999999,4.375,12.125,16.5,1.375,1.375,0.875,5.875,8.625,Lithuanian LKL,2019,C,7-1,240,Kedainiai Nevezis,Brazzaville,"2019 NBA Draft, Undrafted",Republic of the Congo
2020,C,15,Radoslav Pekovic,DZU,16,16.875,26.25,10.875,19.75,0.68625,0.25,0.5,0.625,4.125,6.125,0.8525,3.875,5.875,9.75,2.5,1.125,2.5,7.0,11.75,Lithuanian LKL,2019,C,7-0,230,Dzukija,Novi Sad,"2016 NBA Draft, Undrafted",Serbia
2023,C,22,Radoslav Pekovic,SIA,14,21.875,23.25,9.75,15.25,0.80625,1.0,2.25,0.555,2.75,4.125,0.8087500000000001,2.75,5.875,8.625,4.375,0.75,2.0,3.875,7.625,Lithuanian LKL,2019,C,7-0,230,Dzukija,Novi Sad,"2016 NBA Draft, Undrafted",Serbia
2020,C,16,Matas Jucikas,KED,23,16.125,24.875,9.75,19.875,0.6125,0.75,3.0,0.33375,4.625,6.25,0.9275,4.0,5.0,9.125,2.875,2.25,2.25,4.5,12.5,Lithuanian LKL,2019,C,6-9,196,Kedainiai Nevezis,Silute,"2016 NBA Draft, Undrafted",Lithuania
2021,C,6,Matas Jucikas,DZU,36,22.75,32.5,13.625,24.875,0.6875,0.125,0.875,0.25,5.0,6.625,0.955,4.875,7.5,12.375,0.875,2.375,2.25,3.375,10.0,Lithuanian LKL,2019,C,6-9,196,Kedainiai Nevezis,Silute,"2016 NBA Draft, Undrafted",Lithuania
2022,C,22,Matas Jucikas,KED,15,14.875,17.5,6.75,16.125,0.52125,0.0,2.375,0.0,4.0,5.75,0.8825,4.75,6.75,11.5,2.0,2.0,2.375,4.375,12.75,Lithuanian LKL,2019,C,6-9,196,Kedainiai Nevezis,Silute,"2016 NBA Draft, Undrafted",Lithuania
2020,C,17,Trevor Thompson,PZV,22,21.75,24.5,9.25,17.125,0.67625,0.125,0.5,0.41625,5.75,8.0,0.90625,5.375,17.375,22.75,1.75,1.125,2.375,5.75,9.875,Lithuanian LKL,2019,F,7-0,250,Pieno Zvaigzdes,Indianapolis (IN),"2017 NBA Draft, Undrafted",United States
2020,C,18,Simas Galdikas,NEP,24,21.375,21.875,8.75,17.125,0.64125,0.0,0.5,0.0,4.375,6.125,0.8925,3.75,5.25,9.0,3.375,2.0,0.75,4.25,13.25,Lithuanian LKL,2019,F,6-8,231,Neptunas,Klaipeda,"2009 NBA Draft, Undrafted",Lithuania
2021,F,7,Simas Galdikas,NEP,39,18.25,27.125,10.75,16.125,0.83375,0.0,0.125,0.0,5.625,7.625,0.92,6.125,8.0,14.125,3.875,1.5,1.0,5.75,11.5,Lithuanian LKL,2019,F,6-8,231,Neptunas,Klaipeda,"2009 NBA Draft, Undrafted",Lithuania
