"Year_x","Position","#","Player","Team_x","GP","MPG","PPG","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","ORB","DRB","RPG","APG","SPG","BPG","TOV","PF","Year_y","Pos","HT","WT","Team_y","Birth City","Draft Status","Nationality","League"
2022,F,33,Dragomir Jovic,ZDRA,24.0,21.875,7.875,3.375,7.0,0.60125,0.375,1.375,0.28875,0.875,1.625,0.625,0.625,2.875,3.5,1.875,1.0,0.125,1.75,2.25,2011,G,"6-3",-,KK Zdravlje Leskovac,"","2016 NBA Draft, Undrafted",Serbia,Serbian KLS
2022,F,37,Marko Vukcevic,DUN,27.0,22.0,6.0,2.125,5.75,0.47,0.875,3.0,0.34625,0.875,1.125,0.9,0.75,1.75,2.5,1.0,0.5,0.375,1.125,2.0,2011,F,"6-8",-,OKK Beograd,"","2025 NBA Draft Eligible",Serbia,Serbian KLS
2023,F,37,Marko Vukcevic,BEO,29.0,19.25,5.5,1.875,4.75,0.48875,0.75,2.625,0.34875,1.125,1.5,0.95625,1.125,1.375,2.5,1.0,0.375,0.375,0.5,2.125,2011,F,"6-8",-,OKK Beograd,"","2025 NBA Draft Eligible",Serbia,Serbian KLS
2022,F,39,Petar Zivojinovic,ZEM,27.0,15.875,5.5,2.375,4.25,0.68625,0.25,1.125,0.25,0.625,1.125,0.72875,1.125,2.875,3.875,1.125,0.625,0.5,0.75,2.0,2011,F,"6-7",-,KK Mladost Admiral Zemun,"","2024 NBA Draft Eligible",Serbia,Serbian KLS
2023,F,22,Petar Zivojinovic,ZEM,27.0,28.875,11.375,4.375,9.5,0.57875,0.75,2.875,0.34875,1.75,2.75,0.805,0.875,4.0,4.875,1.5,0.875,0.875,2.25,2.625,2011,F,"6-7",-,KK Mladost Admiral Zemun,"","2024 NBA Draft Eligible",Serbia,Serbian KLS
2022,F,49,Vuk Dobrasinovic,DUN,10.0,7.375,1.375,0.375,1.375,0.34125,0.125,0.5,0.3125,0.5,0.875,0.71375,0.125,0.5,0.625,0.25,0.25,0.0,0.375,0.625,2011,G,"6-8","200",Radnicki 1950 Kragujevac,Belgrade,"2024 NBA Draft Eligible",Serbia,Serbian KLS
2023,G,42,Vuk Dobrasinovic,ZEM,25.0,21.375,5.75,2.125,4.5,0.59,0.375,1.25,0.33625,1.25,2.0,0.80125,1.0,2.25,3.25,1.0,0.625,0.375,1.125,2.25,2011,G,"6-8","200",Radnicki 1950 Kragujevac,Belgrade,"2024 NBA Draft Eligible",Serbia,Serbian KLS
2022,C,15,Lazar Lugic,TAM,23.0,29.625,12.875,4.5,11.0,0.51375,1.25,4.375,0.355,2.625,4.125,0.79,1.25,5.375,6.75,2.25,0.875,0.5,2.125,4.25,2011,C,"6-10","220",KK Joker Sombor,"","2020 NBA Draft, Undrafted",Serbia,Serbian KLS
2023,C,13,Lazar Lugic,TAM,29.0,33.125,13.75,4.75,10.125,0.5825,1.75,4.875,0.4575,2.625,3.75,0.87625,1.0,4.875,5.875,2.375,1.25,0.25,2.625,3.5,2011,C,"6-10","220",KK Joker Sombor,"","2020 NBA Draft, Undrafted",Serbia,Serbian KLS
2022,C,18,Vasilije Vucetic,NOV,26.0,21.625,10.25,3.75,7.75,0.6175,0.625,2.375,0.3575,2.0,2.875,0.875,1.75,2.625,4.375,0.875,0.625,0.625,1.25,3.25,2011,C,"6-10","235",KK Vojvodina Novi Sad,Vrbas,"2018 NBA Draft, Undrafted",Serbia,Serbian KLS
2022,C,19,Vojin Medarevic,DYNA,30.0,26.375,9.875,3.625,7.875,0.56875,1.25,3.5,0.44625,1.5,1.75,1.04625,2.375,5.375,7.75,1.25,0.75,0.625,1.375,3.75,2011,C,"6-9",-,KK Spartak Subotica,"","2024 NBA Draft Eligible",Serbia,Serbian KLS
