"Year_x","Position","#","Player","Team_x","GP","MPG","PPG","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","ORB","DRB","RPG","APG","SPG","BPG","TOV","PF","Year_y","Pos","HT","WT","Team_y","Birth City","Draft Status","Nationality","League"
2021,G,24,Aljaz Bratec,DOM,28.0,36.0,16.5,5.875,14.0,0.525,3.375,8.625,0.485,1.375,1.75,1.0325,1.0,3.5,4.5,3.625,1.125,0.125,3.25,4.25,2019,G,"6-4","190",Helios Domzale,Ljubljana,"2020 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2022,G,27,Aljaz Bratec,DOM,31.0,20.5,15.25,5.625,15.375,0.46125,3.375,11.0,0.39,0.5,0.75,0.83375,1.0,2.5,3.375,5.25,0.875,0.125,1.875,4.25,2019,G,"6-4","190",Helios Domzale,Ljubljana,"2020 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2019,G,16,Jan Novak,SGG,27.0,22.75,15.125,5.625,12.125,0.58125,1.75,5.5,0.38875,2.25,3.375,0.80375,2.0,5.0,7.0,7.75,4.625,0.625,4.5,9.5,2019,SG,"6-2","176",Sencur Gorenjska Gradbena Druzba Kranj,Ljubljana,"2017 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2020,G,11,Jan Novak,SGG,14.0,23.0,21.25,8.375,14.625,0.71375,1.125,5.375,0.27125,3.25,5.875,0.7,3.25,7.0,10.25,9.375,3.75,0.25,4.625,6.5,2019,SG,"6-2","176",Sencur Gorenjska Gradbena Druzba Kranj,Ljubljana,"2017 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2021,G,16,Jan Novak,SGG,27.0,38.25,22.0,8.75,19.5,0.56375,1.5,6.625,0.275,3.0,4.75,0.78875,2.875,6.875,9.625,11.5,4.375,0.875,4.375,6.5,2019,SG,"6-2","176",Sencur Gorenjska Gradbena Druzba Kranj,Ljubljana,"2017 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2023,G,9,Jan Novak,ILI,1.0,31.375,28.75,12.0,26.25,0.56875,2.375,9.625,0.3125,2.375,4.75,0.625,0.0,4.75,4.75,12.0,7.125,0.0,2.375,12.0,2019,SG,"6-2","176",Sencur Gorenjska Gradbena Druzba Kranj,Ljubljana,"2017 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2023,G,12,Jan Novak,SGG,22.0,28.125,25.75,10.625,23.25,0.5725,2.25,7.25,0.39625,2.125,3.125,0.8175,2.0,4.25,6.25,11.0,6.125,0.25,4.625,7.5,2019,SG,"6-2","176",Sencur Gorenjska Gradbena Druzba Kranj,Ljubljana,"2017 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2024,G,5,Jan Novak,SGG,23.0,33.75,26.875,11.0,21.875,0.6275,1.75,6.0,0.3625,3.125,4.875,0.78375,2.375,5.25,7.5,12.375,6.125,0.375,4.375,7.0,2019,SG,"6-2","176",Sencur Gorenjska Gradbena Druzba Kranj,Ljubljana,"2017 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2019,G,17,Casey Benson,POL,29.0,36.875,14.75,5.25,12.75,0.515,1.5,4.375,0.41625,2.75,4.125,0.8625,2.0,6.875,8.875,11.625,1.375,0.25,3.0,3.75,2020,G,"6-3","185",Zlatorog,Tempe (AZ),"2018 NBA Draft, Undrafted",United States,Slovenian SKL
2021,G,11,Casey Benson,ZLA,22.0,40.875,23.0,8.5,21.125,0.5025,2.375,7.75,0.39,3.625,5.875,0.7575,2.125,6.25,8.375,10.625,1.75,0.0,3.875,3.75,2020,G,"6-3","185",Zlatorog,Tempe (AZ),"2018 NBA Draft, Undrafted",United States,Slovenian SKL
2019,G,19,Miha Fon,DOM,28.0,26.5,13.625,4.875,13.0,0.46875,1.5,6.625,0.28875,2.375,2.75,1.11125,0.75,3.375,4.125,4.0,1.875,0.25,4.375,5.0,2019,F,"6-4","198",Rogaska Crystal,Ljubljana,"2006 NBA Draft, Undrafted",Slovenia,Slovenian SKL
