"Year_x","Position","#","Player","Team_x","GP","MPG","PPG","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","ORB","DRB","RPG","APG","SPG","BPG","TOV","PF","Year_y","Pos","HT","WT","Team_y","Birth City","Draft Status","Nationality","League"
2021,F,4,Desi Rodriguez,LUD,33,16.25,34.5,13.5,26.0,0.645,2.125,7.75,0.34125,5.5,8.125,0.84,5.5,8.125,13.625,2.625,2.375,1.375,3.875,9.375,2020,F,"6-6",220,MHP Riesen,Bronx (NY),"2018 NBA Draft, Undrafted",United States,German BBL
2022,F,1,Desi Rodriguez,OLI,34,28.0,39.125,15.25,24.0,0.79375,0.125,1.625,0.11875,8.625,10.75,1.00125,5.375,10.125,15.5,3.375,2.5,1.375,5.5,6.5,2020,F,"6-6",220,MHP Riesen,Bronx (NY),"2018 NBA Draft, Undrafted",United States,German BBL
2021,F,5,Osvaldas Olisevicius,BAY,34,30.875,33.875,12.125,22.125,0.68375,3.375,8.375,0.5125,6.25,7.625,1.02625,1.625,6.625,8.125,5.0,2.5,0.375,4.75,4.625,2020,GF,"6-6",202,Medi Bayreuth,Vilnius,"2015 NBA Draft, Undrafted",Lithuania,German BBL
2021,F,6,Simone Fontecchio,BER,40,26.5,33.75,12.625,23.375,0.67375,3.875,9.25,0.525,4.625,5.5,1.055,2.75,6.75,9.5,4.875,2.25,0.625,3.0,5.0,2020,F,"6-7",209,ALBA Berlin,Pescara,"2017 NBA Draft, Undrafted",Italy,German BBL
2021,F,8,Jordan Swing,HAM,35,23.125,33.375,11.375,25.25,0.56375,5.875,14.75,0.50375,4.625,5.25,1.09625,1.125,7.0,8.125,6.375,1.625,0.0,4.875,6.75,2020,F,"6-6",200,Hamburg Towers,Vestavia Hills (AL),"2014 NBA Draft, Undrafted",United States,German BBL
2021,F,9,Chris Babb,TBB,32,39.125,32.625,10.625,24.375,0.54375,5.75,16.625,0.43375,5.75,6.5,1.1,0.75,3.375,4.125,6.0,1.75,0.125,2.5,3.25,2020,G,"6-5",225,Telekom Baskets Bonn,Arlington (TX),"2013 NBA Draft, Undrafted",United States,German BBL
2021,F,11,George King,BVC,30,29.25,30.375,9.625,20.125,0.60125,6.125,13.875,0.555,5.0,5.5,1.1325,1.75,8.75,10.5,3.125,2.875,0.625,4.5,6.375,2020,F,"6-6",220,BV Chemnitz 99,San Antonio (TX),"2018 Rnd 2 Pick 29",United States,German BBL
2021,F,13,Oscar da Silva,LUD,17,17.125,28.875,12.125,22.375,0.675,1.5,5.875,0.32625,3.125,4.625,0.83375,4.625,9.25,13.875,2.0,1.5,2.625,3.625,7.75,2020,F,"6-9",230,MHP Riesen,Munich,"2021 NBA Draft, Undrafted",Germany,German BBL
2022,F,6,Oscar da Silva,BER,41,25.25,33.625,14.0,22.125,0.78875,1.25,2.875,0.5775,4.375,5.625,0.9775,4.75,10.75,15.5,3.25,3.0,3.125,2.75,4.0,2020,F,"6-9",230,MHP Riesen,Munich,"2021 NBA Draft, Undrafted",Germany,German BBL
2021,F,14,Deividad Gailius,TBB,16,26.75,28.0,8.0,19.375,0.5175,4.25,10.625,0.49125,7.75,9.625,1.0,1.75,6.25,8.0,3.5,0.875,0.125,4.375,6.25,2020,F,"6-6",207,Telekom Baskets Bonn,Klaipeda,"2010 NBA Draft, Undrafted",Lithuania,German BBL
