"Year","Position","#","Player","Team","GP","MPG","PPG","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","ORB","DRB","RPG","APG","SPG","BPG","TOV","PF","Year_x","Position_x","#_x","Team_x","GP_x","MPG_x","PPG_x","FGM_x","FGA_x","FG%_x","3PM_x","3PA_x","3P%_x","FTM_x","FTA_x","FT%_x","ORB_x","DRB_x","RPG_x","APG_x","SPG_x","BPG_x","TOV_x","PF_x","Year_y","Position_y","#_y","Team_y","GP_y","MPG_y","PPG_y","FGM_y","FGA_y","FG%_y","3PM_y","3PA_y","3P%_y","FTM_y","FTA_y","FT%_y","ORB_y","DRB_y","RPG_y","APG_y","SPG_y","BPG_y","TOV_y","PF_y","League"
2012,F,10,Nikola Gaurina,ALK,29,27.3,20.6,7.2,17.1,0.422,2.9,8.4,0.341,3.3,4.6,0.724,1.9,5.2,7.0,1.8,1.6,0.5,2.7,5.5,2012,F,10,ALK,29,27.3,20.6,7.2,17.1,0.422,2.9,8.4,0.341,3.3,4.6,0.724,1.9,5.2,7.0,1.8,1.6,0.5,2.7,5.5,2012,SF,10,ALK,29,27.3,20.6,7.2,17.1,0.422,2.9,8.4,0.341,3.3,4.6,0.724,1.9,5.2,7.0,1.8,1.6,0.5,2.7,5.5,Greek Basketball League
2012,F,10,Nikola Gaurina,ALK,29,27.3,20.6,7.2,17.1,0.422,2.9,8.4,0.341,3.3,4.6,0.724,1.9,5.2,7.0,1.8,1.6,0.5,2.7,5.5,2012,F,10,ALK,29,27.3,20.6,7.2,17.1,0.422,2.9,8.4,0.341,3.3,4.6,0.724,1.9,5.2,7.0,1.8,1.6,0.5,2.7,5.5,2013,SG,7,ALK,32,24.5,21.5,8.0,18.0,0.442,3.3,9.1,0.365,2.2,3.1,0.706,2.1,3.9,6.0,2.1,1.3,0.3,2.1,5.3,Greek Basketball League
2012,F,10,Nikola Gaurina,ALK,29,27.3,20.6,7.2,17.1,0.422,2.9,8.4,0.341,3.3,4.6,0.724,1.9,5.2,7.0,1.8,1.6,0.5,2.7,5.5,2012,F,10,ALK,29,27.3,20.6,7.2,17.1,0.422,2.9,8.4,0.341,3.3,4.6,0.724,1.9,5.2,7.0,1.8,1.6,0.5,2.7,5.5,2014,SF,7,ALK,28,22.1,20.4,7.4,15.9,0.468,2.7,7.4,0.365,2.8,3.7,0.75,2.9,4.4,7.4,2.5,2.1,0.4,2.9,4.6,Greek Basketball League
2012,F,10,Nikola Gaurina,ALK,29,27.3,20.6,7.2,17.1,0.422,2.9,8.4,0.341,3.3,4.6,0.724,1.9,5.2,7.0,1.8,1.6,0.5,2.7,5.5,2012,F,10,ALK,29,27.3,20.6,7.2,17.1,0.422,2.9,8.4,0.341,3.3,4.6,0.724,1.9,5.2,7.0,1.8,1.6,0.5,2.7,5.5,2016,SF,11,ALK,28,23.2,18.5,6.3,17.1,0.368,2.5,7.5,0.337,3.4,4.5,0.754,1.6,3.8,5.3,2.4,1.6,0.4,2.1,5.5,Greek Basketball League
2012,F,10,Nikola Gaurina,ALK,29,27.3,20.6,7.2,17.1,0.422,2.9,8.4,0.341,3.3,4.6,0.724,1.9,5.2,7.0,1.8,1.6,0.5,2.7,5.5,2012,F,10,ALK,29,27.3,20.6,7.2,17.1,0.422,2.9,8.4,0.341,3.3,4.6,0.724,1.9,5.2,7.0,1.8,1.6,0.5,2.7,5.5,2017,SF,10,ALK,26,26.8,17.4,6.3,16.1,0.389,2.2,7.4,0.299,2.7,3.6,0.75,1.6,5.6,7.2,3.3,1.8,0.5,2.4,4.4,Greek Basketball League
2012,F,11,Dejan Meznaric,VRI,24,23.2,20.3,7.2,16.1,0.444,1.4,4.9,0.281,4.6,6.0,0.757,2.1,5.3,7.3,4.7,2.2,0.5,2.8,3.3,2012,F,11,VRI,24,23.2,20.3,7.2,16.1,0.444,1.4,4.9,0.281,4.6,6.0,0.757,2.1,5.3,7.3,4.7,2.2,0.5,2.8,3.3,2012,SF,11,VRI,24,23.2,20.3,7.2,16.1,0.444,1.4,4.9,0.281,4.6,6.0,0.757,2.1,5.3,7.3,4.7,2.2,0.5,2.8,3.3,Greek Basketball League
2012,F,11,Dejan Meznaric,VRI,24,23.2,20.3,7.2,16.1,0.444,1.4,4.9,0.281,4.6,6.0,0.757,2.1,5.3,7.3,4.7,2.2,0.5,2.8,3.3,2012,F,11,VRI,24,23.2,20.3,7.2,16.1,0.444,1.4,4.9,0.281,4.6,6.0,0.757,2.1,5.3,7.3,4.7,2.2,0.5,2.8,3.3,2014,SG,3,VRI,26,36.1,20.4,7.5,16.4,0.456,1.5,5.3,0.288,3.9,5.4,0.733,0.9,5.7,6.6,4.9,2.6,0.4,3.7,3.0,Greek Basketball League
2012,F,11,Dejan Meznaric,VRI,24,23.2,20.3,7.2,16.1,0.444,1.4,4.9,0.281,4.6,6.0,0.757,2.1,5.3,7.3,4.7,2.2,0.5,2.8,3.3,2012,F,11,VRI,24,23.2,20.3,7.2,16.1,0.444,1.4,4.9,0.281,4.6,6.0,0.757,2.1,5.3,7.3,4.7,2.2,0.5,2.8,3.3,2015,SF,11,VRI,26,29.9,17.8,6.9,16.7,0.41,2.3,7.6,0.301,1.8,2.2,0.806,2.0,5.2,7.2,4.8,2.1,0.5,3.6,3.9,Greek Basketball League
2012,F,12,Ivan Opacak,CED,21,18.5,20.0,7.3,15.0,0.488,2.0,4.8,0.41,3.5,4.5,0.778,2.2,3.1,5.3,1.9,0.6,0.1,2.1,6.1,2012,F,12,CED,21,18.5,20.0,7.3,15.0,0.488,2.0,4.8,0.41,3.5,4.5,0.778,2.2,3.1,5.3,1.9,0.6,0.1,2.1,6.1,2012,SF,12,CED,21,18.5,20.0,7.3,15.0,0.488,2.0,4.8,0.41,3.5,4.5,0.778,2.2,3.1,5.3,1.9,0.6,0.1,2.1,6.1,Greek Basketball League
2012,F,13,Chris Owens,CED,20,19.5,19.5,7.3,14.7,0.496,0.4,2.6,0.143,4.6,5.9,0.771,2.3,7.3,9.6,2.6,2.2,2.0,3.0,6.4,2012,F,13,CED,20,19.5,19.5,7.3,14.7,0.496,0.4,2.6,0.143,4.6,5.9,0.771,2.3,7.3,9.6,2.6,2.2,2.0,3.0,6.4,2012,SF,13,CED,20,19.5,19.5,7.3,14.7,0.496,0.4,2.6,0.143,4.6,5.9,0.771,2.3,7.3,9.6,2.6,2.2,2.0,3.0,6.4,Greek Basketball League
2012,F,14,Toni Dijan,SPL,26,23.6,19.4,7.5,12.6,0.596,0.5,2.1,0.222,3.9,5.0,0.781,3.2,6.0,9.2,3.4,1.3,0.5,3.9,6.8,2012,F,14,SPL,26,23.6,19.4,7.5,12.6,0.596,0.5,2.1,0.222,3.9,5.0,0.781,3.2,6.0,9.2,3.4,1.3,0.5,3.9,6.8,2012,SF,14,SPL,26,23.6,19.4,7.5,12.6,0.596,0.5,2.1,0.222,3.9,5.0,0.781,3.2,6.0,9.2,3.4,1.3,0.5,3.9,6.8,Greek Basketball League
2012,F,14,Toni Dijan,SPL,26,23.6,19.4,7.5,12.6,0.596,0.5,2.1,0.222,3.9,5.0,0.781,3.2,6.0,9.2,3.4,1.3,0.5,3.9,6.8,2012,F,14,SPL,26,23.6,19.4,7.5,12.6,0.596,0.5,2.1,0.222,3.9,5.0,0.781,3.2,6.0,9.2,3.4,1.3,0.5,3.9,6.8,2014,SF,19,ZAD,14,18.4,10.4,3.9,6.5,0.6,1.1,1.9,0.6,1.5,2.4,0.615,2.2,6.7,8.9,3.3,2.8,0.4,3.0,5.6,Greek Basketball League
2012,F,14,Toni Dijan,SPL,26,23.6,19.4,7.5,12.6,0.596,0.5,2.1,0.222,3.9,5.0,0.781,3.2,6.0,9.2,3.4,1.3,0.5,3.9,6.8,2012,F,14,SPL,26,23.6,19.4,7.5,12.6,0.596,0.5,2.1,0.222,3.9,5.0,0.781,3.2,6.0,9.2,3.4,1.3,0.5,3.9,6.8,2016,PF,12,SPL,31,26.3,16.4,6.2,11.8,0.53,1.2,3.7,0.333,2.7,3.4,0.807,2.1,7.4,9.5,4.1,1.5,0.5,3.1,4.1,Greek Basketball League
2012,F,14,Toni Dijan,SPL,26,23.6,19.4,7.5,12.6,0.596,0.5,2.1,0.222,3.9,5.0,0.781,3.2,6.0,9.2,3.4,1.3,0.5,3.9,6.8,2012,F,14,SPL,26,23.6,19.4,7.5,12.6,0.596,0.5,2.1,0.222,3.9,5.0,0.781,3.2,6.0,9.2,3.4,1.3,0.5,3.9,6.8,2017,PF,19,SPL,31,19.4,13.7,5.0,10.6,0.474,1.3,3.6,0.356,2.4,3.0,0.789,1.8,5.3,7.1,4.6,1.4,0.1,2.4,4.7,Greek Basketball League
2012,F,15,Dino Cinac,KVA,30,27.2,19.4,6.9,15.1,0.457,1.7,5.5,0.309,3.9,6.1,0.635,2.9,9.1,12.0,1.2,1.8,0.5,2.2,5.7,2012,F,15,KVA,30,27.2,19.4,6.9,15.1,0.457,1.7,5.5,0.309,3.9,6.1,0.635,2.9,9.1,12.0,1.2,1.8,0.5,2.2,5.7,2012,SF,15,KVA,30,27.2,19.4,6.9,15.1,0.457,1.7,5.5,0.309,3.9,6.1,0.635,2.9,9.1,12.0,1.2,1.8,0.5,2.2,5.7,Greek Basketball League
2012,F,15,Dino Cinac,KVA,30,27.2,19.4,6.9,15.1,0.457,1.7,5.5,0.309,3.9,6.1,0.635,2.9,9.1,12.0,1.2,1.8,0.5,2.2,5.7,2012,F,15,KVA,30,27.2,19.4,6.9,15.1,0.457,1.7,5.5,0.309,3.9,6.1,0.635,2.9,9.1,12.0,1.2,1.8,0.5,2.2,5.7,2013,SF,2,KVA,29,20.1,30.0,10.4,19.9,0.523,1.7,5.2,0.317,7.5,10.4,0.722,3.5,6.5,10.0,0.9,1.8,0.6,3.6,7.3,Greek Basketball League
2012,F,15,Dino Cinac,KVA,30,27.2,19.4,6.9,15.1,0.457,1.7,5.5,0.309,3.9,6.1,0.635,2.9,9.1,12.0,1.2,1.8,0.5,2.2,5.7,2012,F,15,KVA,30,27.2,19.4,6.9,15.1,0.457,1.7,5.5,0.309,3.9,6.1,0.635,2.9,9.1,12.0,1.2,1.8,0.5,2.2,5.7,2015,SF,1,KVA,33,22.9,31.0,11.4,22.3,0.51,1.7,6.1,0.281,6.6,8.7,0.759,4.9,7.9,12.7,1.2,2.2,0.9,3.4,5.8,Greek Basketball League
2012,F,15,Dino Cinac,KVA,30,27.2,19.4,6.9,15.1,0.457,1.7,5.5,0.309,3.9,6.1,0.635,2.9,9.1,12.0,1.2,1.8,0.5,2.2,5.7,2012,F,15,KVA,30,27.2,19.4,6.9,15.1,0.457,1.7,5.5,0.309,3.9,6.1,0.635,2.9,9.1,12.0,1.2,1.8,0.5,2.2,5.7,2022,PF,5,VEL,36,21.3,23.7,9.0,18.2,0.497,1.7,5.9,0.287,4.0,5.3,0.762,3.9,8.8,12.8,2.0,2.1,0.7,3.3,7.4,Greek Basketball League
2012,F,15,Dino Cinac,KVA,30,27.2,19.4,6.9,15.1,0.457,1.7,5.5,0.309,3.9,6.1,0.635,2.9,9.1,12.0,1.2,1.8,0.5,2.2,5.7,2012,F,15,KVA,30,27.2,19.4,6.9,15.1,0.457,1.7,5.5,0.309,3.9,6.1,0.635,2.9,9.1,12.0,1.2,1.8,0.5,2.2,5.7,2023,C,1,VEL,21,25.2,31.8,11.0,19.9,0.553,1.8,5.7,0.317,8.0,10.3,0.779,4.2,9.4,13.6,1.7,2.0,1.1,3.9,6.8,Greek Basketball League
2012,F,16,Ive Ivanov,ZAD,36,33.0,18.6,7.8,13.6,0.57,0.0,0.0,0.0,3.1,5.7,0.546,5.0,5.9,10.9,1.8,2.1,0.4,2.3,3.7,2012,F,16,ZAD,36,33.0,18.6,7.8,13.6,0.57,0.0,0.0,0.0,3.1,5.7,0.546,5.0,5.9,10.9,1.8,2.1,0.4,2.3,3.7,2012,SF,16,ZAD,36,33.0,18.6,7.8,13.6,0.57,0.0,0.0,0.0,3.1,5.7,0.546,5.0,5.9,10.9,1.8,2.1,0.4,2.3,3.7,Greek Basketball League
2012,F,16,Ive Ivanov,ZAD,36,33.0,18.6,7.8,13.6,0.57,0.0,0.0,0.0,3.1,5.7,0.546,5.0,5.9,10.9,1.8,2.1,0.4,2.3,3.7,2012,F,16,ZAD,36,33.0,18.6,7.8,13.6,0.57,0.0,0.0,0.0,3.1,5.7,0.546,5.0,5.9,10.9,1.8,2.1,0.4,2.3,3.7,2013,SF,13,ZAD,20,19.9,18.4,7.4,13.2,0.56,0.0,0.0,0.0,3.6,5.9,0.612,3.5,4.8,8.3,2.4,2.4,0.7,2.2,7.9,Greek Basketball League
2012,F,16,Ive Ivanov,ZAD,36,33.0,18.6,7.8,13.6,0.57,0.0,0.0,0.0,3.1,5.7,0.546,5.0,5.9,10.9,1.8,2.1,0.4,2.3,3.7,2012,F,16,ZAD,36,33.0,18.6,7.8,13.6,0.57,0.0,0.0,0.0,3.1,5.7,0.546,5.0,5.9,10.9,1.8,2.1,0.4,2.3,3.7,2014,SF,5,ZAD,16,28.3,21.3,7.8,16.5,0.474,0.7,2.0,0.368,4.9,5.8,0.836,3.1,5.0,8.1,2.9,1.6,0.6,1.7,4.3,Greek Basketball League
2012,F,16,Ive Ivanov,ZAD,36,33.0,18.6,7.8,13.6,0.57,0.0,0.0,0.0,3.1,5.7,0.546,5.0,5.9,10.9,1.8,2.1,0.4,2.3,3.7,2012,F,16,ZAD,36,33.0,18.6,7.8,13.6,0.57,0.0,0.0,0.0,3.1,5.7,0.546,5.0,5.9,10.9,1.8,2.1,0.4,2.3,3.7,2015,SF,4,ZAD,16,30.0,20.3,7.0,13.9,0.504,0.7,2.0,0.35,5.6,7.5,0.747,3.1,5.0,8.1,2.9,1.8,0.3,3.4,4.2,Greek Basketball League
2012,F,16,Ive Ivanov,ZAD,36,33.0,18.6,7.8,13.6,0.57,0.0,0.0,0.0,3.1,5.7,0.546,5.0,5.9,10.9,1.8,2.1,0.4,2.3,3.7,2012,F,16,ZAD,36,33.0,18.6,7.8,13.6,0.57,0.0,0.0,0.0,3.1,5.7,0.546,5.0,5.9,10.9,1.8,2.1,0.4,2.3,3.7,2017,SF,1,SIB,29,26.4,27.4,9.6,18.5,0.52,1.0,2.3,0.432,7.2,9.0,0.799,3.0,6.3,9.4,4.8,1.7,0.5,4.1,4.5,Greek Basketball League
2012,F,16,Ive Ivanov,ZAD,36,33.0,18.6,7.8,13.6,0.57,0.0,0.0,0.0,3.1,5.7,0.546,5.0,5.9,10.9,1.8,2.1,0.4,2.3,3.7,2012,F,16,ZAD,36,33.0,18.6,7.8,13.6,0.57,0.0,0.0,0.0,3.1,5.7,0.546,5.0,5.9,10.9,1.8,2.1,0.4,2.3,3.7,2018,SF,1,ZAD,28,26.2,24.7,9.5,15.0,0.635,1.4,2.8,0.488,4.3,5.0,0.855,2.9,5.6,8.5,4.2,2.0,0.2,1.7,4.3,Greek Basketball League
2012,F,16,Ive Ivanov,ZAD,36,33.0,18.6,7.8,13.6,0.57,0.0,0.0,0.0,3.1,5.7,0.546,5.0,5.9,10.9,1.8,2.1,0.4,2.3,3.7,2012,F,16,ZAD,36,33.0,18.6,7.8,13.6,0.57,0.0,0.0,0.0,3.1,5.7,0.546,5.0,5.9,10.9,1.8,2.1,0.4,2.3,3.7,2020,SG,4,ZAD,15,22.9,23.4,9.0,17.9,0.5,0.7,4.1,0.172,4.8,6.9,0.694,5.2,2.8,8.0,4.5,1.5,0.4,2.4,3.6,Greek Basketball League
2012,F,17,Antonio Ostric,DUB,23,23.3,18.4,6.8,13.2,0.514,2.5,5.8,0.431,2.3,3.5,0.667,2.3,6.1,8.4,1.9,1.1,0.2,1.5,5.5,2012,F,17,DUB,23,23.3,18.4,6.8,13.2,0.514,2.5,5.8,0.431,2.3,3.5,0.667,2.3,6.1,8.4,1.9,1.1,0.2,1.5,5.5,2012,SF,17,DUB,23,23.3,18.4,6.8,13.2,0.514,2.5,5.8,0.431,2.3,3.5,0.667,2.3,6.1,8.4,1.9,1.1,0.2,1.5,5.5,Greek Basketball League
2012,F,18,Luka Babic,SPL,37,25.0,17.7,7.0,13.5,0.517,2.0,5.8,0.339,1.8,3.5,0.522,1.8,6.0,7.7,2.9,1.9,1.0,2.5,3.4,2012,F,18,SPL,37,25.0,17.7,7.0,13.5,0.517,2.0,5.8,0.339,1.8,3.5,0.522,1.8,6.0,7.7,2.9,1.9,1.0,2.5,3.4,2012,SF,18,SPL,37,25.0,17.7,7.0,13.5,0.517,2.0,5.8,0.339,1.8,3.5,0.522,1.8,6.0,7.7,2.9,1.9,1.0,2.5,3.4,Greek Basketball League
2012,F,18,Luka Babic,SPL,37,25.0,17.7,7.0,13.5,0.517,2.0,5.8,0.339,1.8,3.5,0.522,1.8,6.0,7.7,2.9,1.9,1.0,2.5,3.4,2012,F,18,SPL,37,25.0,17.7,7.0,13.5,0.517,2.0,5.8,0.339,1.8,3.5,0.522,1.8,6.0,7.7,2.9,1.9,1.0,2.5,3.4,2014,SF,12,CED,19,29.8,16.4,6.1,12.9,0.474,2.8,8.0,0.351,1.3,1.7,0.75,0.9,4.8,5.7,5.6,1.4,0.3,2.0,4.8,Greek Basketball League
2012,F,18,Luka Babic,SPL,37,25.0,17.7,7.0,13.5,0.517,2.0,5.8,0.339,1.8,3.5,0.522,1.8,6.0,7.7,2.9,1.9,1.0,2.5,3.4,2012,F,18,SPL,37,25.0,17.7,7.0,13.5,0.517,2.0,5.8,0.339,1.8,3.5,0.522,1.8,6.0,7.7,2.9,1.9,1.0,2.5,3.4,2015,PF,8,CED,19,21.5,20.2,6.7,15.3,0.438,3.6,9.9,0.369,3.2,3.9,0.818,0.6,5.4,6.0,3.2,1.5,0.6,2.1,3.5,Greek Basketball League
2012,F,18,Luka Babic,SPL,37,25.0,17.7,7.0,13.5,0.517,2.0,5.8,0.339,1.8,3.5,0.522,1.8,6.0,7.7,2.9,1.9,1.0,2.5,3.4,2012,F,18,SPL,37,25.0,17.7,7.0,13.5,0.517,2.0,5.8,0.339,1.8,3.5,0.522,1.8,6.0,7.7,2.9,1.9,1.0,2.5,3.4,2016,SG,10,CED,19,24.4,17.4,6.4,11.0,0.585,2.0,4.0,0.487,2.6,3.6,0.714,0.9,8.2,9.1,5.9,1.1,0.6,2.2,2.4,Greek Basketball League
2012,F,18,Luka Babic,SPL,37,25.0,17.7,7.0,13.5,0.517,2.0,5.8,0.339,1.8,3.5,0.522,1.8,6.0,7.7,2.9,1.9,1.0,2.5,3.4,2012,F,18,SPL,37,25.0,17.7,7.0,13.5,0.517,2.0,5.8,0.339,1.8,3.5,0.522,1.8,6.0,7.7,2.9,1.9,1.0,2.5,3.4,2021,PF,23,SPL,22,26.8,13.2,4.9,13.6,0.359,2.0,7.6,0.255,1.5,2.0,0.72,1.4,8.3,9.7,7.3,1.8,1.0,2.2,3.2,Greek Basketball League
2012,F,18,Luka Babic,SPL,37,25.0,17.7,7.0,13.5,0.517,2.0,5.8,0.339,1.8,3.5,0.522,1.8,6.0,7.7,2.9,1.9,1.0,2.5,3.4,2012,F,18,SPL,37,25.0,17.7,7.0,13.5,0.517,2.0,5.8,0.339,1.8,3.5,0.522,1.8,6.0,7.7,2.9,1.9,1.0,2.5,3.4,2022,SF,1,BOS,2,34.7,30.4,12.4,18.7,0.667,2.8,6.2,0.444,2.8,2.8,1.0,4.1,5.5,9.7,5.5,4.8,0.0,3.5,4.1,Greek Basketball League
2012,F,18,Luka Babic,SPL,37,25.0,17.7,7.0,13.5,0.517,2.0,5.8,0.339,1.8,3.5,0.522,1.8,6.0,7.7,2.9,1.9,1.0,2.5,3.4,2012,F,18,SPL,37,25.0,17.7,7.0,13.5,0.517,2.0,5.8,0.339,1.8,3.5,0.522,1.8,6.0,7.7,2.9,1.9,1.0,2.5,3.4,2023,PF,17,BOS,32,24.5,18.1,7.0,15.8,0.444,1.0,4.8,0.218,3.1,4.4,0.708,1.9,6.1,8.0,4.3,2.1,0.7,3.8,5.1,Greek Basketball League
2012,F,19,Ivan Batur,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5,2012,F,19,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5,2012,SF,19,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5,Greek Basketball League
2012,F,19,Ivan Batur,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5,2012,F,19,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5,2015,SF,8,ZAG,34,25.2,18.6,7.0,14.0,0.502,1.3,4.3,0.303,3.3,4.0,0.831,1.9,4.8,6.6,4.5,1.4,0.0,4.0,4.4,Greek Basketball League
2012,F,19,Ivan Batur,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5,2012,F,19,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5,2016,SF,10,ZAG,34,25.1,19.0,6.8,13.9,0.49,2.9,7.0,0.419,2.5,3.1,0.8,2.1,4.6,6.6,3.7,0.9,0.3,3.2,4.7,Greek Basketball League
2012,F,19,Ivan Batur,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5,2012,F,19,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5,2017,SF,13,ZAG,27,29.3,16.8,6.4,13.7,0.465,2.2,5.2,0.419,1.9,2.4,0.775,3.1,5.5,8.5,3.9,1.3,0.1,2.6,4.4,Greek Basketball League
2012,F,19,Ivan Batur,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5,2012,F,19,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5,2019,SF,10,ZAB,24,30.3,19.1,7.5,15.5,0.481,1.6,4.3,0.385,2.6,3.3,0.78,2.0,4.1,6.1,5.4,1.6,0.2,3.0,3.8,Greek Basketball League
2012,F,19,Ivan Batur,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5,2012,F,19,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5,2020,SF,9,SRKL,20,32.8,20.3,7.0,15.4,0.455,1.8,5.0,0.353,4.5,5.2,0.873,1.5,4.3,5.9,4.8,1.0,0.4,3.6,3.5,Greek Basketball League
2012,F,19,Ivan Batur,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5,2012,F,19,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5,2021,SF,19,VEL,28,21.2,15.5,6.2,12.4,0.503,1.6,5.2,0.313,1.5,1.5,0.947,2.2,5.5,7.7,4.2,1.9,0.2,2.4,3.6,Greek Basketball League
2012,F,19,Ivan Batur,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5,2012,F,19,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5,2022,SF,22,VEL,21,20.5,16.2,6.2,11.6,0.538,1.8,3.7,0.485,1.9,2.5,0.773,1.6,4.2,5.8,3.6,1.1,0.3,2.6,5.4,Greek Basketball League
2012,F,19,Ivan Batur,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5,2012,F,19,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5,2023,PF,15,VEL,30,30.4,18.5,7.3,15.4,0.473,1.3,3.9,0.338,2.6,3.3,0.806,3.2,5.3,8.5,3.9,1.4,0.2,3.8,3.5,Greek Basketball League
2012,F,20,Mladen Gligora,KRI,30,24.8,17.1,6.7,12.5,0.539,1.4,4.4,0.324,2.3,2.8,0.795,1.3,4.6,5.9,1.4,0.8,0.3,2.3,5.5,2012,F,20,KRI,30,24.8,17.1,6.7,12.5,0.539,1.4,4.4,0.324,2.3,2.8,0.795,1.3,4.6,5.9,1.4,0.8,0.3,2.3,5.5,2012,SF,20,KRI,30,24.8,17.1,6.7,12.5,0.539,1.4,4.4,0.324,2.3,2.8,0.795,1.3,4.6,5.9,1.4,0.8,0.3,2.3,5.5,Greek Basketball League
2012,F,21,Marin Rozic,CIB,20,26.1,16.8,6.3,12.9,0.493,1.3,4.9,0.264,2.8,4.2,0.674,1.9,6.4,8.4,2.7,3.4,0.4,2.4,4.7,2012,F,21,CIB,20,26.1,16.8,6.3,12.9,0.493,1.3,4.9,0.264,2.8,4.2,0.674,1.9,6.4,8.4,2.7,3.4,0.4,2.4,4.7,2012,SF,21,CIB,20,26.1,16.8,6.3,12.9,0.493,1.3,4.9,0.264,2.8,4.2,0.674,1.9,6.4,8.4,2.7,3.4,0.4,2.4,4.7,Greek Basketball League
2012,F,21,Marin Rozic,CIB,20,26.1,16.8,6.3,12.9,0.493,1.3,4.9,0.264,2.8,4.2,0.674,1.9,6.4,8.4,2.7,3.4,0.4,2.4,4.7,2012,F,21,CIB,20,26.1,16.8,6.3,12.9,0.493,1.3,4.9,0.264,2.8,4.2,0.674,1.9,6.4,8.4,2.7,3.4,0.4,2.4,4.7,2013,SF,15,CIB,18,26.3,16.1,6.6,13.0,0.508,1.1,4.6,0.244,1.8,2.8,0.643,1.5,6.5,8.0,2.9,2.2,0.2,1.5,4.8,Greek Basketball League
2012,F,21,Marin Rozic,CIB,20,26.1,16.8,6.3,12.9,0.493,1.3,4.9,0.264,2.8,4.2,0.674,1.9,6.4,8.4,2.7,3.4,0.4,2.4,4.7,2012,F,21,CIB,20,26.1,16.8,6.3,12.9,0.493,1.3,4.9,0.264,2.8,4.2,0.674,1.9,6.4,8.4,2.7,3.4,0.4,2.4,4.7,2014,SF,8,CIB,19,24.8,19.1,7.0,13.0,0.539,2.5,6.4,0.397,2.4,3.6,0.686,0.8,5.3,6.1,4.0,1.8,0.2,2.4,3.8,Greek Basketball League
