Year_x,Player,Pos,HT,WT,Team_x,Birth City,Draft Status,Nationality,Year_y,Position,#,Team_y,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2023,Mirko Jukic,F,6-6,-,KK Alkar,,2024 NBA Draft Eligible,Serbia,2022,SF,34,ALK,12,4.1,6.9,2.0,14.8,0.133,1.0,3.9,0.25,2.0,3.9,0.5,1.0,0.0,1.0,1.0,3.0,0.0,3.0,10.8
2023,Mirko Jukic,F,6-6,-,KK Alkar,,2024 NBA Draft Eligible,Serbia,2023,SF,31,ALK,32,17.9,12.6,4.8,12.2,0.39,0.9,4.1,0.224,2.1,3.1,0.676,1.3,3.7,4.9,2.2,2.0,0.1,1.5,6.9
2020,Borna Jurela,G,6-5,-,KK Alkar,,"2022 NBA Draft, Undrafted",Croatia,2022,SF,30,ALK,11,5.8,12.7,6.0,15.7,0.381,0.7,2.2,0.333,0.0,2.2,0.0,0.7,6.7,7.5,5.2,0.0,0.0,3.7,3.7
2021,Borna Jurela,G,6-5,-,KK Alkar,,"2022 NBA Draft, Undrafted",Croatia,2022,SF,30,ALK,11,5.8,12.7,6.0,15.7,0.381,0.7,2.2,0.333,0.0,2.2,0.0,0.7,6.7,7.5,5.2,0.0,0.0,3.7,3.7
2022,Borna Jurela,G,6-5,-,KK Alkar,,"2022 NBA Draft, Undrafted",Croatia,2022,SF,30,ALK,11,5.8,12.7,6.0,15.7,0.381,0.7,2.2,0.333,0.0,2.2,0.0,0.7,6.7,7.5,5.2,0.0,0.0,3.7,3.7
2020,Eddi Jurjevic,F,6-8,-,KK Sonik Puntamika,,"2015 NBA Draft, Undrafted",Croatia,2014,PF,6,KRI,26,21.1,20.7,9.5,17.5,0.545,0.6,3.0,0.206,1.0,2.0,0.478,3.2,6.4,9.6,2.4,2.0,0.5,1.8,4.5
2020,Eddi Jurjevic,F,6-8,-,KK Sonik Puntamika,,"2015 NBA Draft, Undrafted",Croatia,2020,PF,21,PUN,18,19.0,13.0,6.2,12.2,0.506,0.1,0.8,0.167,0.6,1.5,0.364,2.8,8.0,10.8,3.1,1.7,1.0,3.2,7.0
2020,Valentin Jurkovic,C,6-10,220,GKK Sibenk,Metkovic,"2016 NBA Draft, Undrafted",Croatia,2021,C,23,SIB,18,6.7,16.2,7.1,14.7,0.486,0.4,0.8,0.5,1.6,2.4,0.667,1.2,5.9,7.1,2.0,1.6,0.8,2.4,9.9
2021,Valentin Jurkovic,C,6-10,220,GKK Sibenk,Metkovic,"2016 NBA Draft, Undrafted",Croatia,2021,C,23,SIB,18,6.7,16.2,7.1,14.7,0.486,0.4,0.8,0.5,1.6,2.4,0.667,1.2,5.9,7.1,2.0,1.6,0.8,2.4,9.9
2020,Akos Keller,PF,6-9,230,KK Zadar,Szekesfehervar,"2011 NBA Draft, Undrafted",Hungary,2020,C,10,ZAD,12,15.2,24.5,10.5,16.0,0.656,0.8,1.8,0.429,2.6,4.7,0.556,4.7,7.4,12.1,0.5,0.3,2.1,2.9,8.7
2020,Antonio Klarin,PG,6-1,-,GKK Sibenk,,2025 NBA Draft Eligible,Croatia,2023,PG,23,SIB,31,19.1,16.9,6.3,15.7,0.402,2.6,6.7,0.386,1.6,2.2,0.741,1.8,2.5,4.3,5.6,2.2,0.1,5.2,4.7
2021,Antonio Klarin,PG,6-1,-,GKK Sibenk,,2025 NBA Draft Eligible,Croatia,2023,PG,23,SIB,31,19.1,16.9,6.3,15.7,0.402,2.6,6.7,0.386,1.6,2.2,0.741,1.8,2.5,4.3,5.6,2.2,0.1,5.2,4.7
2022,Antonio Klarin,PG,6-1,-,GKK Sibenk,,2025 NBA Draft Eligible,Croatia,2023,PG,23,SIB,31,19.1,16.9,6.3,15.7,0.402,2.6,6.7,0.386,1.6,2.2,0.741,1.8,2.5,4.3,5.6,2.2,0.1,5.2,4.7
2023,Antonio Klarin,PG,6-1,-,GKK Sibenk,,2025 NBA Draft Eligible,Croatia,2023,PG,23,SIB,31,19.1,16.9,6.3,15.7,0.402,2.6,6.7,0.386,1.6,2.2,0.741,1.8,2.5,4.3,5.6,2.2,0.1,5.2,4.7
2020,Mihael Kos,SG,6-5,-,KK Dubrava Zagreb,,2026 NBA Draft Eligible,Croatia,2022,SF,15,DUB,11,6.3,19.3,6.9,17.9,0.385,0.7,4.8,0.143,4.8,8.9,0.538,3.4,6.9,10.3,1.4,3.4,0.7,2.1,6.2
2020,Mihael Kos,SG,6-5,-,KK Dubrava Zagreb,,2026 NBA Draft Eligible,Croatia,2023,SF,21,DUB,21,21.6,16.6,6.8,15.2,0.444,1.5,4.1,0.359,1.6,2.1,0.75,3.7,4.4,8.1,3.5,1.8,0.0,4.0,5.8
2022,Mihael Kos,SG,6-5,-,KK Dubrava Zagreb,,2026 NBA Draft Eligible,Croatia,2022,SF,15,DUB,11,6.3,19.3,6.9,17.9,0.385,0.7,4.8,0.143,4.8,8.9,0.538,3.4,6.9,10.3,1.4,3.4,0.7,2.1,6.2
2022,Mihael Kos,SG,6-5,-,KK Dubrava Zagreb,,2026 NBA Draft Eligible,Croatia,2023,SF,21,DUB,21,21.6,16.6,6.8,15.2,0.444,1.5,4.1,0.359,1.6,2.1,0.75,3.7,4.4,8.1,3.5,1.8,0.0,4.0,5.8
2023,Mihael Kos,SG,6-5,-,KK Dubrava Zagreb,,2026 NBA Draft Eligible,Croatia,2022,SF,15,DUB,11,6.3,19.3,6.9,17.9,0.385,0.7,4.8,0.143,4.8,8.9,0.538,3.4,6.9,10.3,1.4,3.4,0.7,2.1,6.2
2023,Mihael Kos,SG,6-5,-,KK Dubrava Zagreb,,2026 NBA Draft Eligible,Croatia,2023,SF,21,DUB,21,21.6,16.6,6.8,15.2,0.444,1.5,4.1,0.359,1.6,2.1,0.75,3.7,4.4,8.1,3.5,1.8,0.0,4.0,5.8
2020,Roberto Kovac,G,6-2,178,KK Cibona,Mendrisio,"2012 NBA Draft, Undrafted",Switzerland,2020,PG,8,CIB,10,14.5,21.1,5.9,14.2,0.419,5.0,11.2,0.441,4.3,6.6,0.65,1.3,4.0,5.3,3.3,0.7,0.0,1.7,4.0
2020,Luka Krajinovic,SG,6-6,-,KK Hermes Znalitica,,"2022 NBA Draft, Undrafted",Croatia,2020,SF,15,HERM,15,15.8,16.6,5.7,11.8,0.483,3.9,7.7,0.5,1.4,1.4,1.0,0.8,2.8,3.6,2.0,1.4,0.0,3.4,3.0
2020,Luka Krajinovic,SG,6-6,-,KK Hermes Znalitica,,"2022 NBA Draft, Undrafted",Croatia,2021,SG,15,ZAB,23,10.9,17.5,6.0,11.7,0.508,4.2,8.3,0.512,1.3,1.5,0.875,0.2,1.2,1.3,3.5,1.2,0.0,2.5,7.3
2021,Luka Krajinovic,SG,6-6,-,KK Zabok,,"2022 NBA Draft, Undrafted",Croatia,2020,SF,15,HERM,15,15.8,16.6,5.7,11.8,0.483,3.9,7.7,0.5,1.4,1.4,1.0,0.8,2.8,3.6,2.0,1.4,0.0,3.4,3.0
2021,Luka Krajinovic,SG,6-6,-,KK Zabok,,"2022 NBA Draft, Undrafted",Croatia,2021,SG,15,ZAB,23,10.9,17.5,6.0,11.7,0.508,4.2,8.3,0.512,1.3,1.5,0.875,0.2,1.2,1.3,3.5,1.2,0.0,2.5,7.3
2022,Luka Krajinovic,SG,6-6,-,KK Zabok,,"2022 NBA Draft, Undrafted",Croatia,2020,SF,15,HERM,15,15.8,16.6,5.7,11.8,0.483,3.9,7.7,0.5,1.4,1.4,1.0,0.8,2.8,3.6,2.0,1.4,0.0,3.4,3.0
2022,Luka Krajinovic,SG,6-6,-,KK Zabok,,"2022 NBA Draft, Undrafted",Croatia,2021,SG,15,ZAB,23,10.9,17.5,6.0,11.7,0.508,4.2,8.3,0.512,1.3,1.5,0.875,0.2,1.2,1.3,3.5,1.2,0.0,2.5,7.3
2020,Robert Kujundzic,SF,6-6,206,KK Vrijednosnice Osijek,Osijek,"2016 NBA Draft, Undrafted",Croatia,2014,SF,18,VRI,21,26.1,10.5,4.6,6.8,0.667,0.1,0.8,0.111,1.1,2.7,0.419,1.9,5.4,7.4,1.9,1.6,0.3,2.1,3.3
2020,Robert Kujundzic,SF,6-6,206,KK Vrijednosnice Osijek,Osijek,"2016 NBA Draft, Undrafted",Croatia,2016,SF,20,VRI,24,17.8,11.5,4.6,10.6,0.436,0.4,3.3,0.138,1.8,3.1,0.571,3.0,7.9,10.9,1.5,1.6,0.7,1.8,3.3
2020,Robert Kujundzic,SF,6-6,206,KK Vrijednosnice Osijek,Osijek,"2016 NBA Draft, Undrafted",Croatia,2020,SF,5,VRI,21,25.8,23.5,9.7,14.3,0.677,0.9,2.2,0.4,3.3,5.7,0.578,2.2,8.0,10.2,2.1,1.9,0.7,2.0,3.9
2020,Robert Kujundzic,SF,6-6,206,KK Vrijednosnice Osijek,Osijek,"2016 NBA Draft, Undrafted",Croatia,2021,SF,5,VRI,33,34.9,22.0,8.5,14.9,0.567,1.5,4.6,0.315,3.6,4.8,0.754,1.3,7.5,8.8,3.5,1.9,0.6,2.5,3.0
2020,Robert Kujundzic,SF,6-6,206,KK Vrijednosnice Osijek,Osijek,"2016 NBA Draft, Undrafted",Croatia,2022,SF,10,SIB,12,23.5,20.6,7.8,12.9,0.605,0.2,2.2,0.077,4.8,6.8,0.7,2.7,7.7,10.4,3.1,0.9,0.5,3.6,5.8
2020,Robert Kujundzic,SF,6-6,206,KK Vrijednosnice Osijek,Osijek,"2016 NBA Draft, Undrafted",Croatia,2023,SF,30,SRKL,28,16.3,12.7,5.0,10.2,0.495,0.1,2.2,0.048,2.5,4.2,0.6,2.5,5.8,8.3,2.9,2.2,0.2,1.8,4.2
2021,Robert Kujundzic,SF,6-6,206,KK Vrijednosnice Osijek,Osijek,"2016 NBA Draft, Undrafted",Croatia,2014,SF,18,VRI,21,26.1,10.5,4.6,6.8,0.667,0.1,0.8,0.111,1.1,2.7,0.419,1.9,5.4,7.4,1.9,1.6,0.3,2.1,3.3
2021,Robert Kujundzic,SF,6-6,206,KK Vrijednosnice Osijek,Osijek,"2016 NBA Draft, Undrafted",Croatia,2016,SF,20,VRI,24,17.8,11.5,4.6,10.6,0.436,0.4,3.3,0.138,1.8,3.1,0.571,3.0,7.9,10.9,1.5,1.6,0.7,1.8,3.3
2021,Robert Kujundzic,SF,6-6,206,KK Vrijednosnice Osijek,Osijek,"2016 NBA Draft, Undrafted",Croatia,2020,SF,5,VRI,21,25.8,23.5,9.7,14.3,0.677,0.9,2.2,0.4,3.3,5.7,0.578,2.2,8.0,10.2,2.1,1.9,0.7,2.0,3.9
2021,Robert Kujundzic,SF,6-6,206,KK Vrijednosnice Osijek,Osijek,"2016 NBA Draft, Undrafted",Croatia,2021,SF,5,VRI,33,34.9,22.0,8.5,14.9,0.567,1.5,4.6,0.315,3.6,4.8,0.754,1.3,7.5,8.8,3.5,1.9,0.6,2.5,3.0
2021,Robert Kujundzic,SF,6-6,206,KK Vrijednosnice Osijek,Osijek,"2016 NBA Draft, Undrafted",Croatia,2022,SF,10,SIB,12,23.5,20.6,7.8,12.9,0.605,0.2,2.2,0.077,4.8,6.8,0.7,2.7,7.7,10.4,3.1,0.9,0.5,3.6,5.8
2021,Robert Kujundzic,SF,6-6,206,KK Vrijednosnice Osijek,Osijek,"2016 NBA Draft, Undrafted",Croatia,2023,SF,30,SRKL,28,16.3,12.7,5.0,10.2,0.495,0.1,2.2,0.048,2.5,4.2,0.6,2.5,5.8,8.3,2.9,2.2,0.2,1.8,4.2
2022,Robert Kujundzic,SF,6-6,206,GKK Sibenk,Osijek,"2016 NBA Draft, Undrafted",Croatia,2014,SF,18,VRI,21,26.1,10.5,4.6,6.8,0.667,0.1,0.8,0.111,1.1,2.7,0.419,1.9,5.4,7.4,1.9,1.6,0.3,2.1,3.3
2022,Robert Kujundzic,SF,6-6,206,GKK Sibenk,Osijek,"2016 NBA Draft, Undrafted",Croatia,2016,SF,20,VRI,24,17.8,11.5,4.6,10.6,0.436,0.4,3.3,0.138,1.8,3.1,0.571,3.0,7.9,10.9,1.5,1.6,0.7,1.8,3.3
2022,Robert Kujundzic,SF,6-6,206,GKK Sibenk,Osijek,"2016 NBA Draft, Undrafted",Croatia,2020,SF,5,VRI,21,25.8,23.5,9.7,14.3,0.677,0.9,2.2,0.4,3.3,5.7,0.578,2.2,8.0,10.2,2.1,1.9,0.7,2.0,3.9
2022,Robert Kujundzic,SF,6-6,206,GKK Sibenk,Osijek,"2016 NBA Draft, Undrafted",Croatia,2021,SF,5,VRI,33,34.9,22.0,8.5,14.9,0.567,1.5,4.6,0.315,3.6,4.8,0.754,1.3,7.5,8.8,3.5,1.9,0.6,2.5,3.0
2022,Robert Kujundzic,SF,6-6,206,GKK Sibenk,Osijek,"2016 NBA Draft, Undrafted",Croatia,2022,SF,10,SIB,12,23.5,20.6,7.8,12.9,0.605,0.2,2.2,0.077,4.8,6.8,0.7,2.7,7.7,10.4,3.1,0.9,0.5,3.6,5.8
2022,Robert Kujundzic,SF,6-6,206,GKK Sibenk,Osijek,"2016 NBA Draft, Undrafted",Croatia,2023,SF,30,SRKL,28,16.3,12.7,5.0,10.2,0.495,0.1,2.2,0.048,2.5,4.2,0.6,2.5,5.8,8.3,2.9,2.2,0.2,1.8,4.2
2023,Robert Kujundzic,SF,6-6,206,KK Skrljevo,Osijek,"2016 NBA Draft, Undrafted",Croatia,2014,SF,18,VRI,21,26.1,10.5,4.6,6.8,0.667,0.1,0.8,0.111,1.1,2.7,0.419,1.9,5.4,7.4,1.9,1.6,0.3,2.1,3.3
2023,Robert Kujundzic,SF,6-6,206,KK Skrljevo,Osijek,"2016 NBA Draft, Undrafted",Croatia,2016,SF,20,VRI,24,17.8,11.5,4.6,10.6,0.436,0.4,3.3,0.138,1.8,3.1,0.571,3.0,7.9,10.9,1.5,1.6,0.7,1.8,3.3
2023,Robert Kujundzic,SF,6-6,206,KK Skrljevo,Osijek,"2016 NBA Draft, Undrafted",Croatia,2020,SF,5,VRI,21,25.8,23.5,9.7,14.3,0.677,0.9,2.2,0.4,3.3,5.7,0.578,2.2,8.0,10.2,2.1,1.9,0.7,2.0,3.9
2023,Robert Kujundzic,SF,6-6,206,KK Skrljevo,Osijek,"2016 NBA Draft, Undrafted",Croatia,2021,SF,5,VRI,33,34.9,22.0,8.5,14.9,0.567,1.5,4.6,0.315,3.6,4.8,0.754,1.3,7.5,8.8,3.5,1.9,0.6,2.5,3.0
2023,Robert Kujundzic,SF,6-6,206,KK Skrljevo,Osijek,"2016 NBA Draft, Undrafted",Croatia,2022,SF,10,SIB,12,23.5,20.6,7.8,12.9,0.605,0.2,2.2,0.077,4.8,6.8,0.7,2.7,7.7,10.4,3.1,0.9,0.5,3.6,5.8
2023,Robert Kujundzic,SF,6-6,206,KK Skrljevo,Osijek,"2016 NBA Draft, Undrafted",Croatia,2023,SF,30,SRKL,28,16.3,12.7,5.0,10.2,0.495,0.1,2.2,0.048,2.5,4.2,0.6,2.5,5.8,8.3,2.9,2.2,0.2,1.8,4.2
2020,Arijan Lakic,G,6-6,209,KK Vrijednosnice Osijek,Belgrade,"2022 NBA Draft, Undrafted",Serbia,2020,SF,24,VRI,11,15.3,12.5,4.0,8.2,0.483,1.7,4.8,0.353,2.8,3.4,0.833,3.1,6.3,9.4,7.4,1.1,1.1,2.6,6.5
2020,Arijan Lakic,G,6-6,209,KK Vrijednosnice Osijek,Belgrade,"2022 NBA Draft, Undrafted",Serbia,2021,PF,27,VRI,32,34.1,12.2,4.2,9.8,0.43,1.2,4.7,0.252,2.6,3.8,0.686,1.5,5.4,6.9,7.4,2.1,0.7,4.1,4.4
2020,Arijan Lakic,G,6-6,209,KK Vrijednosnice Osijek,Belgrade,"2022 NBA Draft, Undrafted",Serbia,2023,SG,16,ZAD,38,26.8,16.9,5.8,12.9,0.451,2.2,6.5,0.341,3.0,4.9,0.61,1.5,5.6,7.0,6.0,2.6,0.4,2.3,4.2
2021,Arijan Lakic,G,6-6,209,KK Vrijednosnice Osijek,Belgrade,"2022 NBA Draft, Undrafted",Serbia,2020,SF,24,VRI,11,15.3,12.5,4.0,8.2,0.483,1.7,4.8,0.353,2.8,3.4,0.833,3.1,6.3,9.4,7.4,1.1,1.1,2.6,6.5
2021,Arijan Lakic,G,6-6,209,KK Vrijednosnice Osijek,Belgrade,"2022 NBA Draft, Undrafted",Serbia,2021,PF,27,VRI,32,34.1,12.2,4.2,9.8,0.43,1.2,4.7,0.252,2.6,3.8,0.686,1.5,5.4,6.9,7.4,2.1,0.7,4.1,4.4
2021,Arijan Lakic,G,6-6,209,KK Vrijednosnice Osijek,Belgrade,"2022 NBA Draft, Undrafted",Serbia,2023,SG,16,ZAD,38,26.8,16.9,5.8,12.9,0.451,2.2,6.5,0.341,3.0,4.9,0.61,1.5,5.6,7.0,6.0,2.6,0.4,2.3,4.2
2023,Arijan Lakic,G,6-6,209,KK Zadar,Belgrade,"2022 NBA Draft, Undrafted",Serbia,2020,SF,24,VRI,11,15.3,12.5,4.0,8.2,0.483,1.7,4.8,0.353,2.8,3.4,0.833,3.1,6.3,9.4,7.4,1.1,1.1,2.6,6.5
2023,Arijan Lakic,G,6-6,209,KK Zadar,Belgrade,"2022 NBA Draft, Undrafted",Serbia,2021,PF,27,VRI,32,34.1,12.2,4.2,9.8,0.43,1.2,4.7,0.252,2.6,3.8,0.686,1.5,5.4,6.9,7.4,2.1,0.7,4.1,4.4
2023,Arijan Lakic,G,6-6,209,KK Zadar,Belgrade,"2022 NBA Draft, Undrafted",Serbia,2023,SG,16,ZAD,38,26.8,16.9,5.8,12.9,0.451,2.2,6.5,0.341,3.0,4.9,0.61,1.5,5.6,7.0,6.0,2.6,0.4,2.3,4.2
2020,Luka Ljubicic,PF,6-7,-,KK Hermes Znalitica,,"2018 NBA Draft, Undrafted",Croatia,2020,PF,17,HERM,21,18.5,17.6,7.3,13.8,0.527,1.6,3.9,0.406,1.5,2.1,0.706,2.6,5.1,7.6,2.6,0.4,0.1,2.2,5.7
2020,Luka Ljubicic,PF,6-7,-,KK Hermes Znalitica,,"2018 NBA Draft, Undrafted",Croatia,2021,PF,28,DUB,12,11.5,11.1,4.5,10.7,0.419,2.1,5.9,0.353,0.0,0.0,0.0,2.1,3.5,5.5,3.5,0.7,0.0,2.1,3.5
2021,Luka Ljubicic,PF,6-7,-,KK Hermes Znalitica,,"2018 NBA Draft, Undrafted",Croatia,2020,PF,17,HERM,21,18.5,17.6,7.3,13.8,0.527,1.6,3.9,0.406,1.5,2.1,0.706,2.6,5.1,7.6,2.6,0.4,0.1,2.2,5.7
2021,Luka Ljubicic,PF,6-7,-,KK Hermes Znalitica,,"2018 NBA Draft, Undrafted",Croatia,2021,PF,28,DUB,12,11.5,11.1,4.5,10.7,0.419,2.1,5.9,0.353,0.0,0.0,0.0,2.1,3.5,5.5,3.5,0.7,0.0,2.1,3.5
2020,Markus Loncar,C,7-0,230,KK Zabok,Livno,"2018 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2016,C,9,ZAB,30,17.7,20.9,7.2,10.8,0.667,0.0,0.0,0.0,6.5,8.0,0.809,3.2,7.0,10.2,1.4,1.7,2.4,5.2,7.5
2020,Markus Loncar,C,7-0,230,KK Zabok,Livno,"2018 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2020,C,7,ZAB,21,20.7,25.3,9.8,18.2,0.539,0.8,2.9,0.269,4.9,7.1,0.688,4.3,7.5,11.8,3.5,1.8,2.8,6.1,7.6
2023,Markus Loncar,C,7-0,230,KK Cedevita Junior Zagreb,Livno,"2018 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2016,C,9,ZAB,30,17.7,20.9,7.2,10.8,0.667,0.0,0.0,0.0,6.5,8.0,0.809,3.2,7.0,10.2,1.4,1.7,2.4,5.2,7.5
2023,Markus Loncar,C,7-0,230,KK Cedevita Junior Zagreb,Livno,"2018 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2020,C,7,ZAB,21,20.7,25.3,9.8,18.2,0.539,0.8,2.9,0.269,4.9,7.1,0.688,4.3,7.5,11.8,3.5,1.8,2.8,6.1,7.6
2020,Kruno Macner,PG,6-2,-,KK Velika Gorica,,"2022 NBA Draft, Undrafted",Croatia,2018,PG,16,ZAG,18,17.0,12.5,4.4,13.9,0.315,2.5,6.3,0.4,1.3,2.0,0.615,1.1,3.9,5.0,5.9,1.4,0.3,5.2,4.7
2020,Ivan Majic,PG,6-4,-,KK Dubrava Zagreb,Zagreb,"2020 NBA Draft, Undrafted",Croatia,2020,SF,16,DUB,20,27.6,16.3,6.0,12.3,0.489,1.7,4.7,0.37,2.5,3.5,0.725,2.1,4.6,6.7,3.0,1.5,0.2,2.9,5.6
2020,Ivan Majic,PG,6-4,-,KK Dubrava Zagreb,Zagreb,"2020 NBA Draft, Undrafted",Croatia,2021,PG,27,DUB,33,25.9,15.7,5.5,12.0,0.458,3.1,6.5,0.474,1.6,2.1,0.763,1.1,3.4,4.5,2.5,1.7,0.3,2.1,5.7
2020,Ivan Majic,PG,6-4,-,KK Dubrava Zagreb,Zagreb,"2020 NBA Draft, Undrafted",Croatia,2022,SF,31,VEL,35,15.4,11.9,4.4,11.0,0.395,2.2,7.4,0.301,1.0,1.2,0.786,1.4,3.4,4.8,1.1,2.0,0.3,1.4,7.1
2020,Ivan Majic,PG,6-4,-,KK Dubrava Zagreb,Zagreb,"2020 NBA Draft, Undrafted",Croatia,2023,PG,24,VEL,28,20.6,16.2,5.4,11.5,0.471,3.4,7.4,0.461,2.0,2.5,0.8,1.7,3.9,5.6,2.6,1.2,0.5,1.5,7.1
2021,Ivan Majic,PG,6-4,-,KK Dubrava Zagreb,Zagreb,"2020 NBA Draft, Undrafted",Croatia,2020,SF,16,DUB,20,27.6,16.3,6.0,12.3,0.489,1.7,4.7,0.37,2.5,3.5,0.725,2.1,4.6,6.7,3.0,1.5,0.2,2.9,5.6
2021,Ivan Majic,PG,6-4,-,KK Dubrava Zagreb,Zagreb,"2020 NBA Draft, Undrafted",Croatia,2021,PG,27,DUB,33,25.9,15.7,5.5,12.0,0.458,3.1,6.5,0.474,1.6,2.1,0.763,1.1,3.4,4.5,2.5,1.7,0.3,2.1,5.7
2021,Ivan Majic,PG,6-4,-,KK Dubrava Zagreb,Zagreb,"2020 NBA Draft, Undrafted",Croatia,2022,SF,31,VEL,35,15.4,11.9,4.4,11.0,0.395,2.2,7.4,0.301,1.0,1.2,0.786,1.4,3.4,4.8,1.1,2.0,0.3,1.4,7.1
2021,Ivan Majic,PG,6-4,-,KK Dubrava Zagreb,Zagreb,"2020 NBA Draft, Undrafted",Croatia,2023,PG,24,VEL,28,20.6,16.2,5.4,11.5,0.471,3.4,7.4,0.461,2.0,2.5,0.8,1.7,3.9,5.6,2.6,1.2,0.5,1.5,7.1
2022,Ivan Majic,PG,6-4,-,KK Velika Gorica,Zagreb,"2020 NBA Draft, Undrafted",Croatia,2020,SF,16,DUB,20,27.6,16.3,6.0,12.3,0.489,1.7,4.7,0.37,2.5,3.5,0.725,2.1,4.6,6.7,3.0,1.5,0.2,2.9,5.6
2022,Ivan Majic,PG,6-4,-,KK Velika Gorica,Zagreb,"2020 NBA Draft, Undrafted",Croatia,2021,PG,27,DUB,33,25.9,15.7,5.5,12.0,0.458,3.1,6.5,0.474,1.6,2.1,0.763,1.1,3.4,4.5,2.5,1.7,0.3,2.1,5.7
2022,Ivan Majic,PG,6-4,-,KK Velika Gorica,Zagreb,"2020 NBA Draft, Undrafted",Croatia,2022,SF,31,VEL,35,15.4,11.9,4.4,11.0,0.395,2.2,7.4,0.301,1.0,1.2,0.786,1.4,3.4,4.8,1.1,2.0,0.3,1.4,7.1
2022,Ivan Majic,PG,6-4,-,KK Velika Gorica,Zagreb,"2020 NBA Draft, Undrafted",Croatia,2023,PG,24,VEL,28,20.6,16.2,5.4,11.5,0.471,3.4,7.4,0.461,2.0,2.5,0.8,1.7,3.9,5.6,2.6,1.2,0.5,1.5,7.1
2023,Ivan Majic,PG,6-4,-,KK Velika Gorica,Zagreb,"2020 NBA Draft, Undrafted",Croatia,2020,SF,16,DUB,20,27.6,16.3,6.0,12.3,0.489,1.7,4.7,0.37,2.5,3.5,0.725,2.1,4.6,6.7,3.0,1.5,0.2,2.9,5.6
2023,Ivan Majic,PG,6-4,-,KK Velika Gorica,Zagreb,"2020 NBA Draft, Undrafted",Croatia,2021,PG,27,DUB,33,25.9,15.7,5.5,12.0,0.458,3.1,6.5,0.474,1.6,2.1,0.763,1.1,3.4,4.5,2.5,1.7,0.3,2.1,5.7
2023,Ivan Majic,PG,6-4,-,KK Velika Gorica,Zagreb,"2020 NBA Draft, Undrafted",Croatia,2022,SF,31,VEL,35,15.4,11.9,4.4,11.0,0.395,2.2,7.4,0.301,1.0,1.2,0.786,1.4,3.4,4.8,1.1,2.0,0.3,1.4,7.1
2023,Ivan Majic,PG,6-4,-,KK Velika Gorica,Zagreb,"2020 NBA Draft, Undrafted",Croatia,2023,PG,24,VEL,28,20.6,16.2,5.4,11.5,0.471,3.4,7.4,0.461,2.0,2.5,0.8,1.7,3.9,5.6,2.6,1.2,0.5,1.5,7.1
2020,Dominik Mavra,SF,6-4,202,KK Zadar,Zadar,"2016 NBA Draft, Undrafted",Croatia,2021,SF,6,ZAD,41,23.4,21.0,7.0,14.6,0.481,3.1,8.1,0.379,3.9,4.9,0.804,1.0,3.8,4.8,8.2,2.1,0.1,3.6,3.6
2020,Dominik Mavra,SF,6-4,202,KK Zadar,Zadar,"2016 NBA Draft, Undrafted",Croatia,2022,SF,18,ZAD,38,28.4,17.6,5.5,12.0,0.457,3.1,7.6,0.404,3.6,4.7,0.764,0.6,3.8,4.4,9.1,1.1,0.0,2.9,4.1
2020,Dominik Mavra,SF,6-4,202,KK Zadar,Zadar,"2016 NBA Draft, Undrafted",Croatia,2023,SG,8,SPL,34,24.9,21.9,6.8,16.3,0.415,2.6,7.9,0.329,5.8,7.2,0.803,0.5,4.1,4.5,10.6,1.5,0.0,3.9,4.8
2021,Dominik Mavra,SF,6-4,202,KK Zadar,Zadar,"2016 NBA Draft, Undrafted",Croatia,2021,SF,6,ZAD,41,23.4,21.0,7.0,14.6,0.481,3.1,8.1,0.379,3.9,4.9,0.804,1.0,3.8,4.8,8.2,2.1,0.1,3.6,3.6
2021,Dominik Mavra,SF,6-4,202,KK Zadar,Zadar,"2016 NBA Draft, Undrafted",Croatia,2022,SF,18,ZAD,38,28.4,17.6,5.5,12.0,0.457,3.1,7.6,0.404,3.6,4.7,0.764,0.6,3.8,4.4,9.1,1.1,0.0,2.9,4.1
2021,Dominik Mavra,SF,6-4,202,KK Zadar,Zadar,"2016 NBA Draft, Undrafted",Croatia,2023,SG,8,SPL,34,24.9,21.9,6.8,16.3,0.415,2.6,7.9,0.329,5.8,7.2,0.803,0.5,4.1,4.5,10.6,1.5,0.0,3.9,4.8
2022,Dominik Mavra,SF,6-4,202,KK Zadar,Zadar,"2016 NBA Draft, Undrafted",Croatia,2021,SF,6,ZAD,41,23.4,21.0,7.0,14.6,0.481,3.1,8.1,0.379,3.9,4.9,0.804,1.0,3.8,4.8,8.2,2.1,0.1,3.6,3.6
2022,Dominik Mavra,SF,6-4,202,KK Zadar,Zadar,"2016 NBA Draft, Undrafted",Croatia,2022,SF,18,ZAD,38,28.4,17.6,5.5,12.0,0.457,3.1,7.6,0.404,3.6,4.7,0.764,0.6,3.8,4.4,9.1,1.1,0.0,2.9,4.1
