Year_x,Player,Pos,HT,WT,Team_x,Birth City,Draft Status,Nationality,Year_y,Position,#,Team_y,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2019,Abdul-Malik Abu,F,6-8,240,KK Vrijednosnice Osijek,Boston (MA),"2018 NBA Draft, Undrafted",United StatesNigeria,2019,C,3,VRI,19,29.0,24.1,9.7,16.5,0.584,0.8,1.7,0.45,4.0,7.0,0.575,5.6,9.4,15.0,2.4,0.9,1.3,2.8,3.1
2019,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2013,SG,21,ZAB,27,16.6,13.6,4.7,10.7,0.44,2.1,6.6,0.323,2.0,2.9,0.704,1.1,2.9,4.0,4.0,2.7,0.3,2.1,2.8
2019,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2014,SG,12,ZAB,26,17.7,14.0,5.1,11.4,0.45,2.5,6.4,0.393,1.3,2.2,0.571,0.6,2.4,3.0,3.4,3.4,0.0,2.8,3.9
2019,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2015,SG,15,ZAB,33,23.1,11.2,3.4,10.8,0.316,2.3,7.7,0.295,2.1,2.6,0.829,1.4,2.6,4.0,3.4,2.5,0.3,2.1,4.8
2019,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2016,SG,19,ZAB,30,25.1,9.6,3.3,8.8,0.377,1.8,5.4,0.329,1.1,1.8,0.643,1.0,2.8,3.8,3.3,1.9,0.5,1.7,3.6
2019,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2019,SG,16,ZAB,24,21.0,9.6,3.0,8.9,0.344,1.5,6.2,0.246,2.0,2.4,0.84,0.8,3.1,3.9,5.6,3.9,0.3,1.8,3.6
2019,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2020,SG,21,ZAB,18,23.0,13.1,3.8,9.7,0.393,2.5,7.1,0.361,2.9,3.7,0.781,0.7,4.1,4.7,7.1,2.8,0.2,1.7,3.5
2019,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2021,SG,25,ZAB,31,22.8,13.2,3.7,9.4,0.396,2.8,7.3,0.383,3.0,3.5,0.846,0.8,3.8,4.6,4.7,2.2,0.3,1.8,3.9
2019,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2023,SG,27,DIN,34,22.2,12.0,3.9,8.8,0.449,2.9,7.3,0.391,1.2,1.5,0.792,0.7,3.8,4.5,5.0,2.4,0.0,1.5,5.3
2020,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2013,SG,21,ZAB,27,16.6,13.6,4.7,10.7,0.44,2.1,6.6,0.323,2.0,2.9,0.704,1.1,2.9,4.0,4.0,2.7,0.3,2.1,2.8
2020,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2014,SG,12,ZAB,26,17.7,14.0,5.1,11.4,0.45,2.5,6.4,0.393,1.3,2.2,0.571,0.6,2.4,3.0,3.4,3.4,0.0,2.8,3.9
2020,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2015,SG,15,ZAB,33,23.1,11.2,3.4,10.8,0.316,2.3,7.7,0.295,2.1,2.6,0.829,1.4,2.6,4.0,3.4,2.5,0.3,2.1,4.8
2020,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2016,SG,19,ZAB,30,25.1,9.6,3.3,8.8,0.377,1.8,5.4,0.329,1.1,1.8,0.643,1.0,2.8,3.8,3.3,1.9,0.5,1.7,3.6
2020,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2019,SG,16,ZAB,24,21.0,9.6,3.0,8.9,0.344,1.5,6.2,0.246,2.0,2.4,0.84,0.8,3.1,3.9,5.6,3.9,0.3,1.8,3.6
2020,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2020,SG,21,ZAB,18,23.0,13.1,3.8,9.7,0.393,2.5,7.1,0.361,2.9,3.7,0.781,0.7,4.1,4.7,7.1,2.8,0.2,1.7,3.5
2020,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2021,SG,25,ZAB,31,22.8,13.2,3.7,9.4,0.396,2.8,7.3,0.383,3.0,3.5,0.846,0.8,3.8,4.6,4.7,2.2,0.3,1.8,3.9
2020,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2023,SG,27,DIN,34,22.2,12.0,3.9,8.8,0.449,2.9,7.3,0.391,1.2,1.5,0.792,0.7,3.8,4.5,5.0,2.4,0.0,1.5,5.3
2021,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2013,SG,21,ZAB,27,16.6,13.6,4.7,10.7,0.44,2.1,6.6,0.323,2.0,2.9,0.704,1.1,2.9,4.0,4.0,2.7,0.3,2.1,2.8
2021,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2014,SG,12,ZAB,26,17.7,14.0,5.1,11.4,0.45,2.5,6.4,0.393,1.3,2.2,0.571,0.6,2.4,3.0,3.4,3.4,0.0,2.8,3.9
2021,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2015,SG,15,ZAB,33,23.1,11.2,3.4,10.8,0.316,2.3,7.7,0.295,2.1,2.6,0.829,1.4,2.6,4.0,3.4,2.5,0.3,2.1,4.8
2021,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2016,SG,19,ZAB,30,25.1,9.6,3.3,8.8,0.377,1.8,5.4,0.329,1.1,1.8,0.643,1.0,2.8,3.8,3.3,1.9,0.5,1.7,3.6
2021,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2019,SG,16,ZAB,24,21.0,9.6,3.0,8.9,0.344,1.5,6.2,0.246,2.0,2.4,0.84,0.8,3.1,3.9,5.6,3.9,0.3,1.8,3.6
2021,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2020,SG,21,ZAB,18,23.0,13.1,3.8,9.7,0.393,2.5,7.1,0.361,2.9,3.7,0.781,0.7,4.1,4.7,7.1,2.8,0.2,1.7,3.5
2021,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2021,SG,25,ZAB,31,22.8,13.2,3.7,9.4,0.396,2.8,7.3,0.383,3.0,3.5,0.846,0.8,3.8,4.6,4.7,2.2,0.3,1.8,3.9
2021,Andro Anzulovic,SG,6-4,200,KK Zabok,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2023,SG,27,DIN,34,22.2,12.0,3.9,8.8,0.449,2.9,7.3,0.391,1.2,1.5,0.792,0.7,3.8,4.5,5.0,2.4,0.0,1.5,5.3
2022,Andro Anzulovic,SG,6-4,200,KK Dubrava Zagreb,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2013,SG,21,ZAB,27,16.6,13.6,4.7,10.7,0.44,2.1,6.6,0.323,2.0,2.9,0.704,1.1,2.9,4.0,4.0,2.7,0.3,2.1,2.8
2022,Andro Anzulovic,SG,6-4,200,KK Dubrava Zagreb,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2014,SG,12,ZAB,26,17.7,14.0,5.1,11.4,0.45,2.5,6.4,0.393,1.3,2.2,0.571,0.6,2.4,3.0,3.4,3.4,0.0,2.8,3.9
2022,Andro Anzulovic,SG,6-4,200,KK Dubrava Zagreb,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2015,SG,15,ZAB,33,23.1,11.2,3.4,10.8,0.316,2.3,7.7,0.295,2.1,2.6,0.829,1.4,2.6,4.0,3.4,2.5,0.3,2.1,4.8
2022,Andro Anzulovic,SG,6-4,200,KK Dubrava Zagreb,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2016,SG,19,ZAB,30,25.1,9.6,3.3,8.8,0.377,1.8,5.4,0.329,1.1,1.8,0.643,1.0,2.8,3.8,3.3,1.9,0.5,1.7,3.6
2022,Andro Anzulovic,SG,6-4,200,KK Dubrava Zagreb,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2019,SG,16,ZAB,24,21.0,9.6,3.0,8.9,0.344,1.5,6.2,0.246,2.0,2.4,0.84,0.8,3.1,3.9,5.6,3.9,0.3,1.8,3.6
2022,Andro Anzulovic,SG,6-4,200,KK Dubrava Zagreb,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2020,SG,21,ZAB,18,23.0,13.1,3.8,9.7,0.393,2.5,7.1,0.361,2.9,3.7,0.781,0.7,4.1,4.7,7.1,2.8,0.2,1.7,3.5
2022,Andro Anzulovic,SG,6-4,200,KK Dubrava Zagreb,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2021,SG,25,ZAB,31,22.8,13.2,3.7,9.4,0.396,2.8,7.3,0.383,3.0,3.5,0.846,0.8,3.8,4.6,4.7,2.2,0.3,1.8,3.9
2022,Andro Anzulovic,SG,6-4,200,KK Dubrava Zagreb,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2023,SG,27,DIN,34,22.2,12.0,3.9,8.8,0.449,2.9,7.3,0.391,1.2,1.5,0.792,0.7,3.8,4.5,5.0,2.4,0.0,1.5,5.3
2023,Andro Anzulovic,SG,6-4,200,KK Dinamo,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2013,SG,21,ZAB,27,16.6,13.6,4.7,10.7,0.44,2.1,6.6,0.323,2.0,2.9,0.704,1.1,2.9,4.0,4.0,2.7,0.3,2.1,2.8
2023,Andro Anzulovic,SG,6-4,200,KK Dinamo,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2014,SG,12,ZAB,26,17.7,14.0,5.1,11.4,0.45,2.5,6.4,0.393,1.3,2.2,0.571,0.6,2.4,3.0,3.4,3.4,0.0,2.8,3.9
2023,Andro Anzulovic,SG,6-4,200,KK Dinamo,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2015,SG,15,ZAB,33,23.1,11.2,3.4,10.8,0.316,2.3,7.7,0.295,2.1,2.6,0.829,1.4,2.6,4.0,3.4,2.5,0.3,2.1,4.8
2023,Andro Anzulovic,SG,6-4,200,KK Dinamo,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2016,SG,19,ZAB,30,25.1,9.6,3.3,8.8,0.377,1.8,5.4,0.329,1.1,1.8,0.643,1.0,2.8,3.8,3.3,1.9,0.5,1.7,3.6
2023,Andro Anzulovic,SG,6-4,200,KK Dinamo,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2019,SG,16,ZAB,24,21.0,9.6,3.0,8.9,0.344,1.5,6.2,0.246,2.0,2.4,0.84,0.8,3.1,3.9,5.6,3.9,0.3,1.8,3.6
2023,Andro Anzulovic,SG,6-4,200,KK Dinamo,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2020,SG,21,ZAB,18,23.0,13.1,3.8,9.7,0.393,2.5,7.1,0.361,2.9,3.7,0.781,0.7,4.1,4.7,7.1,2.8,0.2,1.7,3.5
2023,Andro Anzulovic,SG,6-4,200,KK Dinamo,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2021,SG,25,ZAB,31,22.8,13.2,3.7,9.4,0.396,2.8,7.3,0.383,3.0,3.5,0.846,0.8,3.8,4.6,4.7,2.2,0.3,1.8,3.9
2023,Andro Anzulovic,SG,6-4,200,KK Dinamo,Zagreb,"2013 NBA Draft, Undrafted",Croatia,2023,SG,27,DIN,34,22.2,12.0,3.9,8.8,0.449,2.9,7.3,0.391,1.2,1.5,0.792,0.7,3.8,4.5,5.0,2.4,0.0,1.5,5.3
2019,Roko Anzulovic,G,6-5,-,KK Velika Gorica,,"2018 NBA Draft, Undrafted",Croatia,2020,SF,18,HERM,15,14.1,14.1,5.2,12.3,0.426,0.7,3.9,0.176,3.0,5.0,0.591,0.2,5.5,5.7,6.8,1.6,0.0,7.3,6.1
2020,Roko Anzulovic,G,6-5,-,KK Hermes Znalitica,,"2018 NBA Draft, Undrafted",Croatia,2020,SF,18,HERM,15,14.1,14.1,5.2,12.3,0.426,0.7,3.9,0.176,3.0,5.0,0.591,0.2,5.5,5.7,6.8,1.6,0.0,7.3,6.1
2021,Roko Anzulovic,G,6-5,-,KK Dubrava Zagreb,,"2018 NBA Draft, Undrafted",Croatia,2020,SF,18,HERM,15,14.1,14.1,5.2,12.3,0.426,0.7,3.9,0.176,3.0,5.0,0.591,0.2,5.5,5.7,6.8,1.6,0.0,7.3,6.1
2019,Petar Babic,SG,6-2,196,KK Bosco Zagreb,Zagreb,"2007 NBA Draft, Undrafted",Croatia,2012,PG,7,ZAG,10,16.2,18.7,5.9,12.5,0.476,2.4,6.8,0.348,4.5,5.6,0.789,0.3,3.9,4.2,6.2,4.2,0.0,2.1,5.0
2019,Petar Babic,SG,6-2,196,KK Bosco Zagreb,Zagreb,"2007 NBA Draft, Undrafted",Croatia,2020,PG,14,VEL,19,13.9,16.4,5.8,13.4,0.432,2.2,6.7,0.324,2.5,2.9,0.875,1.1,3.3,4.4,7.3,2.9,0.2,4.5,6.5
2019,Petar Babic,SG,6-2,196,KK Bosco Zagreb,Zagreb,"2007 NBA Draft, Undrafted",Croatia,2022,PG,26,BOS,2,22.0,12.0,3.3,10.9,0.3,3.3,8.7,0.375,2.2,2.2,1.0,0.0,3.3,3.3,9.8,3.3,0.0,2.2,4.4
2019,Petar Babic,SG,6-2,196,KK Bosco Zagreb,Zagreb,"2007 NBA Draft, Undrafted",Croatia,2023,SG,15,BOS,31,20.6,17.5,5.8,13.3,0.435,3.1,8.5,0.363,2.9,3.8,0.745,0.5,4.6,5.1,6.3,3.3,0.1,3.2,7.2
2020,Petar Babic,SG,6-2,196,KK Velika Gorica,Zagreb,"2007 NBA Draft, Undrafted",Croatia,2012,PG,7,ZAG,10,16.2,18.7,5.9,12.5,0.476,2.4,6.8,0.348,4.5,5.6,0.789,0.3,3.9,4.2,6.2,4.2,0.0,2.1,5.0
2020,Petar Babic,SG,6-2,196,KK Velika Gorica,Zagreb,"2007 NBA Draft, Undrafted",Croatia,2020,PG,14,VEL,19,13.9,16.4,5.8,13.4,0.432,2.2,6.7,0.324,2.5,2.9,0.875,1.1,3.3,4.4,7.3,2.9,0.2,4.5,6.5
2020,Petar Babic,SG,6-2,196,KK Velika Gorica,Zagreb,"2007 NBA Draft, Undrafted",Croatia,2022,PG,26,BOS,2,22.0,12.0,3.3,10.9,0.3,3.3,8.7,0.375,2.2,2.2,1.0,0.0,3.3,3.3,9.8,3.3,0.0,2.2,4.4
2020,Petar Babic,SG,6-2,196,KK Velika Gorica,Zagreb,"2007 NBA Draft, Undrafted",Croatia,2023,SG,15,BOS,31,20.6,17.5,5.8,13.3,0.435,3.1,8.5,0.363,2.9,3.8,0.745,0.5,4.6,5.1,6.3,3.3,0.1,3.2,7.2
2022,Petar Babic,SG,6-2,196,KK Bosco Zagreb,Zagreb,"2007 NBA Draft, Undrafted",Croatia,2012,PG,7,ZAG,10,16.2,18.7,5.9,12.5,0.476,2.4,6.8,0.348,4.5,5.6,0.789,0.3,3.9,4.2,6.2,4.2,0.0,2.1,5.0
2022,Petar Babic,SG,6-2,196,KK Bosco Zagreb,Zagreb,"2007 NBA Draft, Undrafted",Croatia,2020,PG,14,VEL,19,13.9,16.4,5.8,13.4,0.432,2.2,6.7,0.324,2.5,2.9,0.875,1.1,3.3,4.4,7.3,2.9,0.2,4.5,6.5
2022,Petar Babic,SG,6-2,196,KK Bosco Zagreb,Zagreb,"2007 NBA Draft, Undrafted",Croatia,2022,PG,26,BOS,2,22.0,12.0,3.3,10.9,0.3,3.3,8.7,0.375,2.2,2.2,1.0,0.0,3.3,3.3,9.8,3.3,0.0,2.2,4.4
2022,Petar Babic,SG,6-2,196,KK Bosco Zagreb,Zagreb,"2007 NBA Draft, Undrafted",Croatia,2023,SG,15,BOS,31,20.6,17.5,5.8,13.3,0.435,3.1,8.5,0.363,2.9,3.8,0.745,0.5,4.6,5.1,6.3,3.3,0.1,3.2,7.2
2023,Petar Babic,SG,6-2,196,KK Bosco Zagreb,Zagreb,"2007 NBA Draft, Undrafted",Croatia,2012,PG,7,ZAG,10,16.2,18.7,5.9,12.5,0.476,2.4,6.8,0.348,4.5,5.6,0.789,0.3,3.9,4.2,6.2,4.2,0.0,2.1,5.0
2023,Petar Babic,SG,6-2,196,KK Bosco Zagreb,Zagreb,"2007 NBA Draft, Undrafted",Croatia,2020,PG,14,VEL,19,13.9,16.4,5.8,13.4,0.432,2.2,6.7,0.324,2.5,2.9,0.875,1.1,3.3,4.4,7.3,2.9,0.2,4.5,6.5
2023,Petar Babic,SG,6-2,196,KK Bosco Zagreb,Zagreb,"2007 NBA Draft, Undrafted",Croatia,2022,PG,26,BOS,2,22.0,12.0,3.3,10.9,0.3,3.3,8.7,0.375,2.2,2.2,1.0,0.0,3.3,3.3,9.8,3.3,0.0,2.2,4.4
2023,Petar Babic,SG,6-2,196,KK Bosco Zagreb,Zagreb,"2007 NBA Draft, Undrafted",Croatia,2023,SG,15,BOS,31,20.6,17.5,5.8,13.3,0.435,3.1,8.5,0.363,2.9,3.8,0.745,0.5,4.6,5.1,6.3,3.3,0.1,3.2,7.2
2019,Darko Bajo,F,6-10,214,Cedevita,Nova Bila,"2021 NBA Draft, Undrafted",CroatiaBosnia and Herzegovina,2020,C,13,SPL,19,25.4,23.3,7.6,13.3,0.567,0.6,2.1,0.286,7.6,10.3,0.738,3.4,7.7,11.0,2.4,1.6,1.0,3.7,5.4
2019,Darko Bajo,F,6-10,214,Cedevita,Nova Bila,"2021 NBA Draft, Undrafted",CroatiaBosnia and Herzegovina,2021,C,19,SPL,36,14.5,19.3,7.8,12.8,0.607,0.1,0.6,0.167,3.6,6.6,0.542,2.9,6.9,9.8,3.3,0.6,1.1,3.2,7.6
2019,Darko Bajo,F,6-10,214,Cedevita,Nova Bila,"2021 NBA Draft, Undrafted",CroatiaBosnia and Herzegovina,2022,C,14,SPL,24,19.9,19.2,7.6,12.2,0.628,0.0,0.7,0.0,3.9,6.4,0.609,3.3,6.3,9.7,2.8,1.2,1.1,3.1,5.1
2020,Darko Bajo,F,6-10,214,KK Split,Nova Bila,"2021 NBA Draft, Undrafted",CroatiaBosnia and Herzegovina,2020,C,13,SPL,19,25.4,23.3,7.6,13.3,0.567,0.6,2.1,0.286,7.6,10.3,0.738,3.4,7.7,11.0,2.4,1.6,1.0,3.7,5.4
2020,Darko Bajo,F,6-10,214,KK Split,Nova Bila,"2021 NBA Draft, Undrafted",CroatiaBosnia and Herzegovina,2021,C,19,SPL,36,14.5,19.3,7.8,12.8,0.607,0.1,0.6,0.167,3.6,6.6,0.542,2.9,6.9,9.8,3.3,0.6,1.1,3.2,7.6
2020,Darko Bajo,F,6-10,214,KK Split,Nova Bila,"2021 NBA Draft, Undrafted",CroatiaBosnia and Herzegovina,2022,C,14,SPL,24,19.9,19.2,7.6,12.2,0.628,0.0,0.7,0.0,3.9,6.4,0.609,3.3,6.3,9.7,2.8,1.2,1.1,3.1,5.1
2021,Darko Bajo,F,6-10,214,KK Split,Nova Bila,"2021 NBA Draft, Undrafted",CroatiaBosnia and Herzegovina,2020,C,13,SPL,19,25.4,23.3,7.6,13.3,0.567,0.6,2.1,0.286,7.6,10.3,0.738,3.4,7.7,11.0,2.4,1.6,1.0,3.7,5.4
2021,Darko Bajo,F,6-10,214,KK Split,Nova Bila,"2021 NBA Draft, Undrafted",CroatiaBosnia and Herzegovina,2021,C,19,SPL,36,14.5,19.3,7.8,12.8,0.607,0.1,0.6,0.167,3.6,6.6,0.542,2.9,6.9,9.8,3.3,0.6,1.1,3.2,7.6
2021,Darko Bajo,F,6-10,214,KK Split,Nova Bila,"2021 NBA Draft, Undrafted",CroatiaBosnia and Herzegovina,2022,C,14,SPL,24,19.9,19.2,7.6,12.2,0.628,0.0,0.7,0.0,3.9,6.4,0.609,3.3,6.3,9.7,2.8,1.2,1.1,3.1,5.1
2022,Darko Bajo,F,6-10,214,KK Split,Nova Bila,"2021 NBA Draft, Undrafted",CroatiaBosnia and Herzegovina,2020,C,13,SPL,19,25.4,23.3,7.6,13.3,0.567,0.6,2.1,0.286,7.6,10.3,0.738,3.4,7.7,11.0,2.4,1.6,1.0,3.7,5.4
2022,Darko Bajo,F,6-10,214,KK Split,Nova Bila,"2021 NBA Draft, Undrafted",CroatiaBosnia and Herzegovina,2021,C,19,SPL,36,14.5,19.3,7.8,12.8,0.607,0.1,0.6,0.167,3.6,6.6,0.542,2.9,6.9,9.8,3.3,0.6,1.1,3.2,7.6
2022,Darko Bajo,F,6-10,214,KK Split,Nova Bila,"2021 NBA Draft, Undrafted",CroatiaBosnia and Herzegovina,2022,C,14,SPL,24,19.9,19.2,7.6,12.2,0.628,0.0,0.7,0.0,3.9,6.4,0.609,3.3,6.3,9.7,2.8,1.2,1.1,3.1,5.1
2019,Marko Bakovic,FC,6-8,188,KK Velika Gorica,Tomislavgrad,"2015 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2016,PF,13,KVA,26,15.6,16.4,5.8,14.2,0.408,0.9,3.7,0.258,3.9,5.0,0.786,3.2,6.4,9.6,1.9,1.7,1.5,3.3,9.7
2019,Marko Bakovic,FC,6-8,188,KK Velika Gorica,Tomislavgrad,"2015 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2019,PF,4,VEL,25,25.0,25.3,10.3,18.8,0.547,1.5,3.9,0.373,3.3,5.1,0.652,4.8,7.1,12.0,2.8,1.8,1.7,3.2,6.2
2019,Marko Bakovic,FC,6-8,188,KK Velika Gorica,Tomislavgrad,"2015 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2021,PF,5,VEL,30,18.8,26.5,10.2,17.6,0.58,2.1,4.5,0.472,3.9,5.6,0.697,3.4,6.5,9.9,2.0,1.8,1.6,2.7,5.7
2019,Marko Bakovic,FC,6-8,188,KK Velika Gorica,Tomislavgrad,"2015 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2022,C,5,VEL,35,23.8,25.0,9.7,17.6,0.551,1.4,4.2,0.329,4.2,5.9,0.716,3.5,6.4,9.9,2.6,1.3,2.0,2.4,5.9
2019,Marko Bakovic,FC,6-8,188,KK Velika Gorica,Tomislavgrad,"2015 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2023,PF,21,CIB,22,21.5,16.4,6.3,11.0,0.574,1.9,3.8,0.514,1.8,2.9,0.621,3.2,6.0,9.1,2.8,2.3,1.7,2.3,4.4
2021,Marko Bakovic,FC,6-8,188,KK Velika Gorica,Tomislavgrad,"2015 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2016,PF,13,KVA,26,15.6,16.4,5.8,14.2,0.408,0.9,3.7,0.258,3.9,5.0,0.786,3.2,6.4,9.6,1.9,1.7,1.5,3.3,9.7
2021,Marko Bakovic,FC,6-8,188,KK Velika Gorica,Tomislavgrad,"2015 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2019,PF,4,VEL,25,25.0,25.3,10.3,18.8,0.547,1.5,3.9,0.373,3.3,5.1,0.652,4.8,7.1,12.0,2.8,1.8,1.7,3.2,6.2
2021,Marko Bakovic,FC,6-8,188,KK Velika Gorica,Tomislavgrad,"2015 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2021,PF,5,VEL,30,18.8,26.5,10.2,17.6,0.58,2.1,4.5,0.472,3.9,5.6,0.697,3.4,6.5,9.9,2.0,1.8,1.6,2.7,5.7
2021,Marko Bakovic,FC,6-8,188,KK Velika Gorica,Tomislavgrad,"2015 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2022,C,5,VEL,35,23.8,25.0,9.7,17.6,0.551,1.4,4.2,0.329,4.2,5.9,0.716,3.5,6.4,9.9,2.6,1.3,2.0,2.4,5.9
2021,Marko Bakovic,FC,6-8,188,KK Velika Gorica,Tomislavgrad,"2015 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2023,PF,21,CIB,22,21.5,16.4,6.3,11.0,0.574,1.9,3.8,0.514,1.8,2.9,0.621,3.2,6.0,9.1,2.8,2.3,1.7,2.3,4.4
2022,Marko Bakovic,FC,6-8,188,KK Velika Gorica,Tomislavgrad,"2015 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2016,PF,13,KVA,26,15.6,16.4,5.8,14.2,0.408,0.9,3.7,0.258,3.9,5.0,0.786,3.2,6.4,9.6,1.9,1.7,1.5,3.3,9.7
2022,Marko Bakovic,FC,6-8,188,KK Velika Gorica,Tomislavgrad,"2015 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2019,PF,4,VEL,25,25.0,25.3,10.3,18.8,0.547,1.5,3.9,0.373,3.3,5.1,0.652,4.8,7.1,12.0,2.8,1.8,1.7,3.2,6.2
2022,Marko Bakovic,FC,6-8,188,KK Velika Gorica,Tomislavgrad,"2015 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2021,PF,5,VEL,30,18.8,26.5,10.2,17.6,0.58,2.1,4.5,0.472,3.9,5.6,0.697,3.4,6.5,9.9,2.0,1.8,1.6,2.7,5.7
2022,Marko Bakovic,FC,6-8,188,KK Velika Gorica,Tomislavgrad,"2015 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2022,C,5,VEL,35,23.8,25.0,9.7,17.6,0.551,1.4,4.2,0.329,4.2,5.9,0.716,3.5,6.4,9.9,2.6,1.3,2.0,2.4,5.9
2022,Marko Bakovic,FC,6-8,188,KK Velika Gorica,Tomislavgrad,"2015 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2023,PF,21,CIB,22,21.5,16.4,6.3,11.0,0.574,1.9,3.8,0.514,1.8,2.9,0.621,3.2,6.0,9.1,2.8,2.3,1.7,2.3,4.4
2023,Marko Bakovic,FC,6-8,188,KK Cibona,Tomislavgrad,"2015 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2016,PF,13,KVA,26,15.6,16.4,5.8,14.2,0.408,0.9,3.7,0.258,3.9,5.0,0.786,3.2,6.4,9.6,1.9,1.7,1.5,3.3,9.7
2023,Marko Bakovic,FC,6-8,188,KK Cibona,Tomislavgrad,"2015 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2019,PF,4,VEL,25,25.0,25.3,10.3,18.8,0.547,1.5,3.9,0.373,3.3,5.1,0.652,4.8,7.1,12.0,2.8,1.8,1.7,3.2,6.2
2023,Marko Bakovic,FC,6-8,188,KK Cibona,Tomislavgrad,"2015 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2021,PF,5,VEL,30,18.8,26.5,10.2,17.6,0.58,2.1,4.5,0.472,3.9,5.6,0.697,3.4,6.5,9.9,2.0,1.8,1.6,2.7,5.7
