Year,Position,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2012,G,17,Damir Rancic,ZAG,14,20.6,15.1,4.8,11.1,0.433,3.5,8.5,0.412,1.3,1.7,0.8,0.7,2.7,3.3,2.8,1.7,0.3,2.5,4.3
2012,G,18,Ivan Milekovic,VRI,29,23.8,14.9,4.9,11.1,0.438,1.4,5.3,0.263,3.8,5.4,0.692,2.2,4.2,6.3,1.9,2.0,0.1,2.5,4.7
2012,G,19,Luka Panduric,VRI,30,34.6,14.5,4.9,9.2,0.535,0.7,1.9,0.366,4.0,5.7,0.694,0.6,4.1,4.8,3.2,1.5,0.0,3.6,4.0
2012,G,20,Ivan Begic,DUB,29,25.7,13.4,5.1,12.0,0.422,1.4,5.0,0.282,1.9,2.8,0.659,1.0,3.5,4.4,1.3,1.2,0.1,2.3,3.5
2012,G,21,Josip Surina,KVA,25,21.1,13.1,5.0,12.8,0.39,2.0,7.4,0.268,1.1,1.7,0.632,1.3,2.3,3.5,1.8,2.4,0.1,3.0,6.8
2012,G,22,Luka Pesut,ZAB,33,16.8,10.2,4.0,7.4,0.541,1.3,3.2,0.405,0.9,1.1,0.769,2.1,4.9,7.0,2.3,1.7,0.1,1.5,4.9
2012,G,23,Andrija Hrkac,KRI,29,15.6,10.0,3.9,9.9,0.398,1.1,3.3,0.323,1.1,1.5,0.714,1.1,1.7,2.8,1.9,1.2,0.4,2.0,7.2
2012,G,24,Petar Zivkovic,SLA,34,18.6,9.1,3.3,8.8,0.379,0.9,3.2,0.286,1.5,3.0,0.513,1.3,2.2,3.5,1.8,1.5,0.1,2.1,5.0
2012,G,25,Domeniko Hajdic,DUB,28,16.8,8.3,3.0,9.6,0.309,1.7,6.6,0.262,0.6,0.8,0.75,0.7,2.1,2.9,1.1,1.3,0.1,2.3,5.7
2012,G,26,Antonio Crnjevic,ZAB,34,17.0,8.2,2.8,9.3,0.304,0.8,4.3,0.192,1.7,3.2,0.538,1.2,4.8,6.0,1.6,1.3,0.0,2.2,7.1
2012,G,27,Marino Grabovac,PUN,30,17.5,8.0,2.9,9.2,0.317,1.4,6.0,0.227,0.7,1.3,0.571,0.9,2.5,3.4,0.6,1.9,0.1,1.2,6.3
2012,G,28,Hrvoje Sertic,KRI,23,16.9,7.0,3.1,6.5,0.472,0.6,1.9,0.333,0.2,0.7,0.333,1.5,3.6,5.1,1.6,2.0,0.2,2.0,5.3
2012,F,1,Krunoslav Simon,ZAG,10,31.3,28.0,9.7,18.4,0.525,3.8,8.9,0.431,4.3,5.4,0.8,0.8,6.9,7.7,4.3,1.1,0.6,4.0,4.0
2012,F,2,Filip Kruslin,ZAB,25,25.1,27.8,8.8,20.4,0.431,1.8,7.2,0.245,8.6,10.9,0.79,1.5,4.6,6.1,4.9,2.8,0.2,5.5,5.1
2012,F,3,Damjan Rudez,CIB,20,23.4,24.8,8.8,16.1,0.548,3.7,7.8,0.474,3.0,4.0,0.744,0.9,3.7,4.6,2.4,2.2,0.3,2.3,4.3
2012,F,4,Luka Zitko,KRI,29,24.4,24.1,8.5,16.7,0.512,1.7,5.3,0.321,5.5,7.1,0.771,2.6,6.4,9.0,3.3,1.4,0.1,4.8,6.0
2012,F,5,Josip Sobin,SPL,37,31.0,23.6,10.7,15.4,0.698,0.0,0.0,0.0,2.1,6.4,0.331,4.6,6.5,11.1,3.8,2.3,1.0,2.9,5.3
2012,F,6,Ante Masic,ZAG,7,24.1,23.3,6.3,12.8,0.489,4.0,8.2,0.483,6.3,8.2,0.759,1.7,5.4,7.1,1.1,0.9,0.3,2.0,4.8
2012,F,7,Ante Delas,ZAD,36,20.6,21.4,6.7,17.3,0.388,2.5,8.1,0.302,5.5,6.1,0.904,1.9,5.7,7.6,3.6,3.1,0.1,3.2,7.3
2012,F,8,Matjaz Smodis,CED,10,12.6,21.3,8.0,18.2,0.438,2.3,5.7,0.4,3.0,3.4,0.889,2.7,4.2,6.8,1.9,1.1,0.4,5.7,7.6
2012,F,9,Ante Krapic,ZAD,26,19.0,20.9,8.8,14.9,0.588,0.0,0.3,0.0,3.4,5.4,0.636,4.5,6.6,11.1,0.6,2.6,0.4,2.7,7.3
2012,F,10,Nikola Gaurina,ALK,29,27.3,20.6,7.2,17.1,0.422,2.9,8.4,0.341,3.3,4.6,0.724,1.9,5.2,7.0,1.8,1.6,0.5,2.7,5.5
2012,F,11,Dejan Meznaric,VRI,24,23.2,20.3,7.2,16.1,0.444,1.4,4.9,0.281,4.6,6.0,0.757,2.1,5.3,7.3,4.7,2.2,0.5,2.8,3.3
