Year,Position,#,Player,Team_x,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Pos,HT,WT,Team_y,Birth City,Draft Status,Nationality,Season,League
2012,PF,1,Tayo Ogedegebe,SUR,32,32.4,25.3,8.7,16.9,0.518,0.9,3.0,0.292,6.9,10.5,0.664,2.9,4.0,6.8,1.9,1.4,0.4,3.9,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2011-2012,British Basketball League
2012,PF,1,Tayo Ogedegebe,SUR,32,32.4,25.3,8.7,16.9,0.518,0.9,3.0,0.292,6.9,10.5,0.664,2.9,4.0,6.8,1.9,1.4,0.4,3.9,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2012-2013,British Basketball League
2012,PF,1,Tayo Ogedegebe,SUR,32,32.4,25.3,8.7,16.9,0.518,0.9,3.0,0.292,6.9,10.5,0.664,2.9,4.0,6.8,1.9,1.4,0.4,3.9,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2013-2014,British Basketball League
2012,PF,1,Tayo Ogedegebe,SUR,32,32.4,25.3,8.7,16.9,0.518,0.9,3.0,0.292,6.9,10.5,0.664,2.9,4.0,6.8,1.9,1.4,0.4,3.9,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2014-2015,British Basketball League
2012,PF,1,Tayo Ogedegebe,SUR,32,32.4,25.3,8.7,16.9,0.518,0.9,3.0,0.292,6.9,10.5,0.664,2.9,4.0,6.8,1.9,1.4,0.4,3.9,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2015-2016,British Basketball League
2012,PF,1,Tayo Ogedegebe,SUR,32,32.4,25.3,8.7,16.9,0.518,0.9,3.0,0.292,6.9,10.5,0.664,2.9,4.0,6.8,1.9,1.4,0.4,3.9,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2016-2017,British Basketball League
2012,PF,1,Tayo Ogedegebe,SUR,32,32.4,25.3,8.7,16.9,0.518,0.9,3.0,0.292,6.9,10.5,0.664,2.9,4.0,6.8,1.9,1.4,0.4,3.9,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2017-2018,British Basketball League
2012,PF,1,Tayo Ogedegebe,SUR,32,32.4,25.3,8.7,16.9,0.518,0.9,3.0,0.292,6.9,10.5,0.664,2.9,4.0,6.8,1.9,1.4,0.4,3.9,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2018-2019,British Basketball League
2012,PF,1,Tayo Ogedegebe,SUR,32,32.4,25.3,8.7,16.9,0.518,0.9,3.0,0.292,6.9,10.5,0.664,2.9,4.0,6.8,1.9,1.4,0.4,3.9,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2019-2020,British Basketball League
2012,PF,1,Tayo Ogedegebe,SUR,32,32.4,25.3,8.7,16.9,0.518,0.9,3.0,0.292,6.9,10.5,0.664,2.9,4.0,6.8,1.9,1.4,0.4,3.9,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2020-2021,British Basketball League
2012,PF,1,Tayo Ogedegebe,SUR,32,32.4,25.3,8.7,16.9,0.518,0.9,3.0,0.292,6.9,10.5,0.664,2.9,4.0,6.8,1.9,1.4,0.4,3.9,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2021-2022,British Basketball League
2012,PF,1,Tayo Ogedegebe,SUR,32,32.4,25.3,8.7,16.9,0.518,0.9,3.0,0.292,6.9,10.5,0.664,2.9,4.0,6.8,1.9,1.4,0.4,3.9,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2022-2023,British Basketball League
2013,SG,5,Tayo Ogedegebe,LON,35,31.7,24.7,8.9,18.4,0.486,1.0,3.9,0.264,5.8,8.5,0.684,2.6,4.9,7.5,2.9,1.6,0.3,4.8,3.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2011-2012,British Basketball League
2013,SG,5,Tayo Ogedegebe,LON,35,31.7,24.7,8.9,18.4,0.486,1.0,3.9,0.264,5.8,8.5,0.684,2.6,4.9,7.5,2.9,1.6,0.3,4.8,3.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2012-2013,British Basketball League
2013,SG,5,Tayo Ogedegebe,LON,35,31.7,24.7,8.9,18.4,0.486,1.0,3.9,0.264,5.8,8.5,0.684,2.6,4.9,7.5,2.9,1.6,0.3,4.8,3.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2013-2014,British Basketball League
2013,SG,5,Tayo Ogedegebe,LON,35,31.7,24.7,8.9,18.4,0.486,1.0,3.9,0.264,5.8,8.5,0.684,2.6,4.9,7.5,2.9,1.6,0.3,4.8,3.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2014-2015,British Basketball League
2013,SG,5,Tayo Ogedegebe,LON,35,31.7,24.7,8.9,18.4,0.486,1.0,3.9,0.264,5.8,8.5,0.684,2.6,4.9,7.5,2.9,1.6,0.3,4.8,3.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2015-2016,British Basketball League
2013,SG,5,Tayo Ogedegebe,LON,35,31.7,24.7,8.9,18.4,0.486,1.0,3.9,0.264,5.8,8.5,0.684,2.6,4.9,7.5,2.9,1.6,0.3,4.8,3.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2016-2017,British Basketball League
2013,SG,5,Tayo Ogedegebe,LON,35,31.7,24.7,8.9,18.4,0.486,1.0,3.9,0.264,5.8,8.5,0.684,2.6,4.9,7.5,2.9,1.6,0.3,4.8,3.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2017-2018,British Basketball League
2013,SG,5,Tayo Ogedegebe,LON,35,31.7,24.7,8.9,18.4,0.486,1.0,3.9,0.264,5.8,8.5,0.684,2.6,4.9,7.5,2.9,1.6,0.3,4.8,3.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2018-2019,British Basketball League
2013,SG,5,Tayo Ogedegebe,LON,35,31.7,24.7,8.9,18.4,0.486,1.0,3.9,0.264,5.8,8.5,0.684,2.6,4.9,7.5,2.9,1.6,0.3,4.8,3.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2019-2020,British Basketball League
2013,SG,5,Tayo Ogedegebe,LON,35,31.7,24.7,8.9,18.4,0.486,1.0,3.9,0.264,5.8,8.5,0.684,2.6,4.9,7.5,2.9,1.6,0.3,4.8,3.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2020-2021,British Basketball League
2013,SG,5,Tayo Ogedegebe,LON,35,31.7,24.7,8.9,18.4,0.486,1.0,3.9,0.264,5.8,8.5,0.684,2.6,4.9,7.5,2.9,1.6,0.3,4.8,3.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2021-2022,British Basketball League
2013,SG,5,Tayo Ogedegebe,LON,35,31.7,24.7,8.9,18.4,0.486,1.0,3.9,0.264,5.8,8.5,0.684,2.6,4.9,7.5,2.9,1.6,0.3,4.8,3.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2022-2023,British Basketball League
2015,PF,8,Tayo Ogedegebe,CAL,38,33.3,22.1,7.9,16.2,0.487,2.0,5.6,0.351,4.1,5.9,0.692,1.8,5.1,6.8,2.9,1.2,0.5,3.9,2.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2011-2012,British Basketball League
2015,PF,8,Tayo Ogedegebe,CAL,38,33.3,22.1,7.9,16.2,0.487,2.0,5.6,0.351,4.1,5.9,0.692,1.8,5.1,6.8,2.9,1.2,0.5,3.9,2.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2012-2013,British Basketball League
2015,PF,8,Tayo Ogedegebe,CAL,38,33.3,22.1,7.9,16.2,0.487,2.0,5.6,0.351,4.1,5.9,0.692,1.8,5.1,6.8,2.9,1.2,0.5,3.9,2.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2013-2014,British Basketball League
2015,PF,8,Tayo Ogedegebe,CAL,38,33.3,22.1,7.9,16.2,0.487,2.0,5.6,0.351,4.1,5.9,0.692,1.8,5.1,6.8,2.9,1.2,0.5,3.9,2.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2014-2015,British Basketball League
2015,PF,8,Tayo Ogedegebe,CAL,38,33.3,22.1,7.9,16.2,0.487,2.0,5.6,0.351,4.1,5.9,0.692,1.8,5.1,6.8,2.9,1.2,0.5,3.9,2.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2015-2016,British Basketball League
2015,PF,8,Tayo Ogedegebe,CAL,38,33.3,22.1,7.9,16.2,0.487,2.0,5.6,0.351,4.1,5.9,0.692,1.8,5.1,6.8,2.9,1.2,0.5,3.9,2.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2016-2017,British Basketball League
2015,PF,8,Tayo Ogedegebe,CAL,38,33.3,22.1,7.9,16.2,0.487,2.0,5.6,0.351,4.1,5.9,0.692,1.8,5.1,6.8,2.9,1.2,0.5,3.9,2.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2017-2018,British Basketball League
2015,PF,8,Tayo Ogedegebe,CAL,38,33.3,22.1,7.9,16.2,0.487,2.0,5.6,0.351,4.1,5.9,0.692,1.8,5.1,6.8,2.9,1.2,0.5,3.9,2.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2018-2019,British Basketball League
2015,PF,8,Tayo Ogedegebe,CAL,38,33.3,22.1,7.9,16.2,0.487,2.0,5.6,0.351,4.1,5.9,0.692,1.8,5.1,6.8,2.9,1.2,0.5,3.9,2.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2019-2020,British Basketball League
2015,PF,8,Tayo Ogedegebe,CAL,38,33.3,22.1,7.9,16.2,0.487,2.0,5.6,0.351,4.1,5.9,0.692,1.8,5.1,6.8,2.9,1.2,0.5,3.9,2.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2020-2021,British Basketball League
2015,PF,8,Tayo Ogedegebe,CAL,38,33.3,22.1,7.9,16.2,0.487,2.0,5.6,0.351,4.1,5.9,0.692,1.8,5.1,6.8,2.9,1.2,0.5,3.9,2.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2021-2022,British Basketball League
2015,PF,8,Tayo Ogedegebe,CAL,38,33.3,22.1,7.9,16.2,0.487,2.0,5.6,0.351,4.1,5.9,0.692,1.8,5.1,6.8,2.9,1.2,0.5,3.9,2.3,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2022-2023,British Basketball League
2016,SF,8,Tayo Ogedegebe,SUR,32,33.7,19.0,6.5,14.2,0.458,1.5,5.1,0.296,4.5,6.9,0.647,1.5,4.3,5.8,2.8,1.5,0.4,4.3,2.6,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2011-2012,British Basketball League
2016,SF,8,Tayo Ogedegebe,SUR,32,33.7,19.0,6.5,14.2,0.458,1.5,5.1,0.296,4.5,6.9,0.647,1.5,4.3,5.8,2.8,1.5,0.4,4.3,2.6,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2012-2013,British Basketball League
2016,SF,8,Tayo Ogedegebe,SUR,32,33.7,19.0,6.5,14.2,0.458,1.5,5.1,0.296,4.5,6.9,0.647,1.5,4.3,5.8,2.8,1.5,0.4,4.3,2.6,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2013-2014,British Basketball League
2016,SF,8,Tayo Ogedegebe,SUR,32,33.7,19.0,6.5,14.2,0.458,1.5,5.1,0.296,4.5,6.9,0.647,1.5,4.3,5.8,2.8,1.5,0.4,4.3,2.6,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2014-2015,British Basketball League
2016,SF,8,Tayo Ogedegebe,SUR,32,33.7,19.0,6.5,14.2,0.458,1.5,5.1,0.296,4.5,6.9,0.647,1.5,4.3,5.8,2.8,1.5,0.4,4.3,2.6,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2015-2016,British Basketball League
2016,SF,8,Tayo Ogedegebe,SUR,32,33.7,19.0,6.5,14.2,0.458,1.5,5.1,0.296,4.5,6.9,0.647,1.5,4.3,5.8,2.8,1.5,0.4,4.3,2.6,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2016-2017,British Basketball League
2016,SF,8,Tayo Ogedegebe,SUR,32,33.7,19.0,6.5,14.2,0.458,1.5,5.1,0.296,4.5,6.9,0.647,1.5,4.3,5.8,2.8,1.5,0.4,4.3,2.6,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2017-2018,British Basketball League
2016,SF,8,Tayo Ogedegebe,SUR,32,33.7,19.0,6.5,14.2,0.458,1.5,5.1,0.296,4.5,6.9,0.647,1.5,4.3,5.8,2.8,1.5,0.4,4.3,2.6,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2018-2019,British Basketball League
2016,SF,8,Tayo Ogedegebe,SUR,32,33.7,19.0,6.5,14.2,0.458,1.5,5.1,0.296,4.5,6.9,0.647,1.5,4.3,5.8,2.8,1.5,0.4,4.3,2.6,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2019-2020,British Basketball League
2016,SF,8,Tayo Ogedegebe,SUR,32,33.7,19.0,6.5,14.2,0.458,1.5,5.1,0.296,4.5,6.9,0.647,1.5,4.3,5.8,2.8,1.5,0.4,4.3,2.6,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2020-2021,British Basketball League
2016,SF,8,Tayo Ogedegebe,SUR,32,33.7,19.0,6.5,14.2,0.458,1.5,5.1,0.296,4.5,6.9,0.647,1.5,4.3,5.8,2.8,1.5,0.4,4.3,2.6,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2021-2022,British Basketball League
2016,SF,8,Tayo Ogedegebe,SUR,32,33.7,19.0,6.5,14.2,0.458,1.5,5.1,0.296,4.5,6.9,0.647,1.5,4.3,5.8,2.8,1.5,0.4,4.3,2.6,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2022-2023,British Basketball League
2017,SF,7,Tayo Ogedegebe,SUR,35,32.6,21.7,7.4,17.5,0.42,2.8,8.2,0.337,4.2,6.0,0.704,1.6,3.8,5.4,3.2,1.6,0.3,4.8,2.9,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2011-2012,British Basketball League
2017,SF,7,Tayo Ogedegebe,SUR,35,32.6,21.7,7.4,17.5,0.42,2.8,8.2,0.337,4.2,6.0,0.704,1.6,3.8,5.4,3.2,1.6,0.3,4.8,2.9,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2012-2013,British Basketball League
2017,SF,7,Tayo Ogedegebe,SUR,35,32.6,21.7,7.4,17.5,0.42,2.8,8.2,0.337,4.2,6.0,0.704,1.6,3.8,5.4,3.2,1.6,0.3,4.8,2.9,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2013-2014,British Basketball League
2017,SF,7,Tayo Ogedegebe,SUR,35,32.6,21.7,7.4,17.5,0.42,2.8,8.2,0.337,4.2,6.0,0.704,1.6,3.8,5.4,3.2,1.6,0.3,4.8,2.9,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2014-2015,British Basketball League
2017,SF,7,Tayo Ogedegebe,SUR,35,32.6,21.7,7.4,17.5,0.42,2.8,8.2,0.337,4.2,6.0,0.704,1.6,3.8,5.4,3.2,1.6,0.3,4.8,2.9,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2015-2016,British Basketball League
2017,SF,7,Tayo Ogedegebe,SUR,35,32.6,21.7,7.4,17.5,0.42,2.8,8.2,0.337,4.2,6.0,0.704,1.6,3.8,5.4,3.2,1.6,0.3,4.8,2.9,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2016-2017,British Basketball League
2017,SF,7,Tayo Ogedegebe,SUR,35,32.6,21.7,7.4,17.5,0.42,2.8,8.2,0.337,4.2,6.0,0.704,1.6,3.8,5.4,3.2,1.6,0.3,4.8,2.9,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2017-2018,British Basketball League
2017,SF,7,Tayo Ogedegebe,SUR,35,32.6,21.7,7.4,17.5,0.42,2.8,8.2,0.337,4.2,6.0,0.704,1.6,3.8,5.4,3.2,1.6,0.3,4.8,2.9,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2018-2019,British Basketball League
2017,SF,7,Tayo Ogedegebe,SUR,35,32.6,21.7,7.4,17.5,0.42,2.8,8.2,0.337,4.2,6.0,0.704,1.6,3.8,5.4,3.2,1.6,0.3,4.8,2.9,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2019-2020,British Basketball League
2017,SF,7,Tayo Ogedegebe,SUR,35,32.6,21.7,7.4,17.5,0.42,2.8,8.2,0.337,4.2,6.0,0.704,1.6,3.8,5.4,3.2,1.6,0.3,4.8,2.9,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2020-2021,British Basketball League
2017,SF,7,Tayo Ogedegebe,SUR,35,32.6,21.7,7.4,17.5,0.42,2.8,8.2,0.337,4.2,6.0,0.704,1.6,3.8,5.4,3.2,1.6,0.3,4.8,2.9,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2021-2022,British Basketball League
2017,SF,7,Tayo Ogedegebe,SUR,35,32.6,21.7,7.4,17.5,0.42,2.8,8.2,0.337,4.2,6.0,0.704,1.6,3.8,5.4,3.2,1.6,0.3,4.8,2.9,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2022-2023,British Basketball League
2018,SF,10,Tayo Ogedegebe,SUR,35,30.6,20.2,7.0,14.4,0.484,2.4,6.4,0.375,3.8,5.8,0.654,1.0,4.0,5.0,3.6,1.3,0.4,3.0,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2011-2012,British Basketball League
2018,SF,10,Tayo Ogedegebe,SUR,35,30.6,20.2,7.0,14.4,0.484,2.4,6.4,0.375,3.8,5.8,0.654,1.0,4.0,5.0,3.6,1.3,0.4,3.0,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2012-2013,British Basketball League
2018,SF,10,Tayo Ogedegebe,SUR,35,30.6,20.2,7.0,14.4,0.484,2.4,6.4,0.375,3.8,5.8,0.654,1.0,4.0,5.0,3.6,1.3,0.4,3.0,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2013-2014,British Basketball League
2018,SF,10,Tayo Ogedegebe,SUR,35,30.6,20.2,7.0,14.4,0.484,2.4,6.4,0.375,3.8,5.8,0.654,1.0,4.0,5.0,3.6,1.3,0.4,3.0,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2014-2015,British Basketball League
2018,SF,10,Tayo Ogedegebe,SUR,35,30.6,20.2,7.0,14.4,0.484,2.4,6.4,0.375,3.8,5.8,0.654,1.0,4.0,5.0,3.6,1.3,0.4,3.0,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2015-2016,British Basketball League
2018,SF,10,Tayo Ogedegebe,SUR,35,30.6,20.2,7.0,14.4,0.484,2.4,6.4,0.375,3.8,5.8,0.654,1.0,4.0,5.0,3.6,1.3,0.4,3.0,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2016-2017,British Basketball League
2018,SF,10,Tayo Ogedegebe,SUR,35,30.6,20.2,7.0,14.4,0.484,2.4,6.4,0.375,3.8,5.8,0.654,1.0,4.0,5.0,3.6,1.3,0.4,3.0,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2017-2018,British Basketball League
2018,SF,10,Tayo Ogedegebe,SUR,35,30.6,20.2,7.0,14.4,0.484,2.4,6.4,0.375,3.8,5.8,0.654,1.0,4.0,5.0,3.6,1.3,0.4,3.0,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2018-2019,British Basketball League
2018,SF,10,Tayo Ogedegebe,SUR,35,30.6,20.2,7.0,14.4,0.484,2.4,6.4,0.375,3.8,5.8,0.654,1.0,4.0,5.0,3.6,1.3,0.4,3.0,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2019-2020,British Basketball League
2018,SF,10,Tayo Ogedegebe,SUR,35,30.6,20.2,7.0,14.4,0.484,2.4,6.4,0.375,3.8,5.8,0.654,1.0,4.0,5.0,3.6,1.3,0.4,3.0,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2020-2021,British Basketball League
2018,SF,10,Tayo Ogedegebe,SUR,35,30.6,20.2,7.0,14.4,0.484,2.4,6.4,0.375,3.8,5.8,0.654,1.0,4.0,5.0,3.6,1.3,0.4,3.0,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2021-2022,British Basketball League
2018,SF,10,Tayo Ogedegebe,SUR,35,30.6,20.2,7.0,14.4,0.484,2.4,6.4,0.375,3.8,5.8,0.654,1.0,4.0,5.0,3.6,1.3,0.4,3.0,2.7,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2022-2023,British Basketball League
2019,SF,4,Tayo Ogedegebe,SUR,33,34.8,23.3,8.0,18.6,0.429,2.8,8.2,0.34,4.5,6.4,0.701,1.4,5.2,6.6,3.9,1.2,0.4,2.8,3.1,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2011-2012,British Basketball League
2019,SF,4,Tayo Ogedegebe,SUR,33,34.8,23.3,8.0,18.6,0.429,2.8,8.2,0.34,4.5,6.4,0.701,1.4,5.2,6.6,3.9,1.2,0.4,2.8,3.1,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2012-2013,British Basketball League
2019,SF,4,Tayo Ogedegebe,SUR,33,34.8,23.3,8.0,18.6,0.429,2.8,8.2,0.34,4.5,6.4,0.701,1.4,5.2,6.6,3.9,1.2,0.4,2.8,3.1,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2013-2014,British Basketball League
2019,SF,4,Tayo Ogedegebe,SUR,33,34.8,23.3,8.0,18.6,0.429,2.8,8.2,0.34,4.5,6.4,0.701,1.4,5.2,6.6,3.9,1.2,0.4,2.8,3.1,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2014-2015,British Basketball League
2019,SF,4,Tayo Ogedegebe,SUR,33,34.8,23.3,8.0,18.6,0.429,2.8,8.2,0.34,4.5,6.4,0.701,1.4,5.2,6.6,3.9,1.2,0.4,2.8,3.1,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2015-2016,British Basketball League
2019,SF,4,Tayo Ogedegebe,SUR,33,34.8,23.3,8.0,18.6,0.429,2.8,8.2,0.34,4.5,6.4,0.701,1.4,5.2,6.6,3.9,1.2,0.4,2.8,3.1,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2016-2017,British Basketball League
2019,SF,4,Tayo Ogedegebe,SUR,33,34.8,23.3,8.0,18.6,0.429,2.8,8.2,0.34,4.5,6.4,0.701,1.4,5.2,6.6,3.9,1.2,0.4,2.8,3.1,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2017-2018,British Basketball League
2019,SF,4,Tayo Ogedegebe,SUR,33,34.8,23.3,8.0,18.6,0.429,2.8,8.2,0.34,4.5,6.4,0.701,1.4,5.2,6.6,3.9,1.2,0.4,2.8,3.1,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2018-2019,British Basketball League
2019,SF,4,Tayo Ogedegebe,SUR,33,34.8,23.3,8.0,18.6,0.429,2.8,8.2,0.34,4.5,6.4,0.701,1.4,5.2,6.6,3.9,1.2,0.4,2.8,3.1,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2019-2020,British Basketball League
2019,SF,4,Tayo Ogedegebe,SUR,33,34.8,23.3,8.0,18.6,0.429,2.8,8.2,0.34,4.5,6.4,0.701,1.4,5.2,6.6,3.9,1.2,0.4,2.8,3.1,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2020-2021,British Basketball League
2019,SF,4,Tayo Ogedegebe,SUR,33,34.8,23.3,8.0,18.6,0.429,2.8,8.2,0.34,4.5,6.4,0.701,1.4,5.2,6.6,3.9,1.2,0.4,2.8,3.1,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2021-2022,British Basketball League
2019,SF,4,Tayo Ogedegebe,SUR,33,34.8,23.3,8.0,18.6,0.429,2.8,8.2,0.34,4.5,6.4,0.701,1.4,5.2,6.6,3.9,1.2,0.4,2.8,3.1,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2022-2023,British Basketball League
2020,SG,7,Tayo Ogedegebe,SUR,13,34.3,22.3,7.1,14.9,0.478,1.2,3.8,0.314,6.9,9.6,0.719,1.2,3.7,4.8,3.6,1.7,0.2,3.2,3.2,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2011-2012,British Basketball League
2020,SG,7,Tayo Ogedegebe,SUR,13,34.3,22.3,7.1,14.9,0.478,1.2,3.8,0.314,6.9,9.6,0.719,1.2,3.7,4.8,3.6,1.7,0.2,3.2,3.2,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2012-2013,British Basketball League
2020,SG,7,Tayo Ogedegebe,SUR,13,34.3,22.3,7.1,14.9,0.478,1.2,3.8,0.314,6.9,9.6,0.719,1.2,3.7,4.8,3.6,1.7,0.2,3.2,3.2,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2013-2014,British Basketball League
2020,SG,7,Tayo Ogedegebe,SUR,13,34.3,22.3,7.1,14.9,0.478,1.2,3.8,0.314,6.9,9.6,0.719,1.2,3.7,4.8,3.6,1.7,0.2,3.2,3.2,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2014-2015,British Basketball League
2020,SG,7,Tayo Ogedegebe,SUR,13,34.3,22.3,7.1,14.9,0.478,1.2,3.8,0.314,6.9,9.6,0.719,1.2,3.7,4.8,3.6,1.7,0.2,3.2,3.2,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2015-2016,British Basketball League
2020,SG,7,Tayo Ogedegebe,SUR,13,34.3,22.3,7.1,14.9,0.478,1.2,3.8,0.314,6.9,9.6,0.719,1.2,3.7,4.8,3.6,1.7,0.2,3.2,3.2,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England,2016-2017,British Basketball League
