Year,Position,#,Player,Team_x,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Pos,HT,WT,Team_y,Birth City,Draft Status,Nationality,Season,League
2022,PF,14,David Ulph,MAN,16,13.4,18.5,8.3,12.3,0.673,0.0,0.0,0.0,2.0,4.2,0.474,8.0,10.0,18.1,3.6,1.3,1.1,3.3,8.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2014-2015,British Basketball League
2022,PF,14,David Ulph,MAN,16,13.4,18.5,8.3,12.3,0.673,0.0,0.0,0.0,2.0,4.2,0.474,8.0,10.0,18.1,3.6,1.3,1.1,3.3,8.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2015-2016,British Basketball League
2022,PF,14,David Ulph,MAN,16,13.4,18.5,8.3,12.3,0.673,0.0,0.0,0.0,2.0,4.2,0.474,8.0,10.0,18.1,3.6,1.3,1.1,3.3,8.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2016-2017,British Basketball League
2022,PF,14,David Ulph,MAN,16,13.4,18.5,8.3,12.3,0.673,0.0,0.0,0.0,2.0,4.2,0.474,8.0,10.0,18.1,3.6,1.3,1.1,3.3,8.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2017-2018,British Basketball League
2022,PF,14,David Ulph,MAN,16,13.4,18.5,8.3,12.3,0.673,0.0,0.0,0.0,2.0,4.2,0.474,8.0,10.0,18.1,3.6,1.3,1.1,3.3,8.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2018-2019,British Basketball League
2022,PF,14,David Ulph,MAN,16,13.4,18.5,8.3,12.3,0.673,0.0,0.0,0.0,2.0,4.2,0.474,8.0,10.0,18.1,3.6,1.3,1.1,3.3,8.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2019-2020,British Basketball League
2022,PF,14,David Ulph,MAN,16,13.4,18.5,8.3,12.3,0.673,0.0,0.0,0.0,2.0,4.2,0.474,8.0,10.0,18.1,3.6,1.3,1.1,3.3,8.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2020-2021,British Basketball League
2022,PF,14,David Ulph,MAN,16,13.4,18.5,8.3,12.3,0.673,0.0,0.0,0.0,2.0,4.2,0.474,8.0,10.0,18.1,3.6,1.3,1.1,3.3,8.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2021-2022,British Basketball League
2022,PF,14,David Ulph,MAN,16,13.4,18.5,8.3,12.3,0.673,0.0,0.0,0.0,2.0,4.2,0.474,8.0,10.0,18.1,3.6,1.3,1.1,3.3,8.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2022-2023,British Basketball League
2023,PF,15,David Ulph,CHE,25,19.6,13.5,6.1,10.3,0.59,0.0,0.1,0.0,1.4,3.6,0.378,5.7,7.9,13.6,2.2,1.6,0.7,2.1,5.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2011-2012,British Basketball League
2023,PF,15,David Ulph,CHE,25,19.6,13.5,6.1,10.3,0.59,0.0,0.1,0.0,1.4,3.6,0.378,5.7,7.9,13.6,2.2,1.6,0.7,2.1,5.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2012-2013,British Basketball League
2023,PF,15,David Ulph,CHE,25,19.6,13.5,6.1,10.3,0.59,0.0,0.1,0.0,1.4,3.6,0.378,5.7,7.9,13.6,2.2,1.6,0.7,2.1,5.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2013-2014,British Basketball League
2023,PF,15,David Ulph,CHE,25,19.6,13.5,6.1,10.3,0.59,0.0,0.1,0.0,1.4,3.6,0.378,5.7,7.9,13.6,2.2,1.6,0.7,2.1,5.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2014-2015,British Basketball League
2023,PF,15,David Ulph,CHE,25,19.6,13.5,6.1,10.3,0.59,0.0,0.1,0.0,1.4,3.6,0.378,5.7,7.9,13.6,2.2,1.6,0.7,2.1,5.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2015-2016,British Basketball League
2023,PF,15,David Ulph,CHE,25,19.6,13.5,6.1,10.3,0.59,0.0,0.1,0.0,1.4,3.6,0.378,5.7,7.9,13.6,2.2,1.6,0.7,2.1,5.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2016-2017,British Basketball League
2023,PF,15,David Ulph,CHE,25,19.6,13.5,6.1,10.3,0.59,0.0,0.1,0.0,1.4,3.6,0.378,5.7,7.9,13.6,2.2,1.6,0.7,2.1,5.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2017-2018,British Basketball League
2023,PF,15,David Ulph,CHE,25,19.6,13.5,6.1,10.3,0.59,0.0,0.1,0.0,1.4,3.6,0.378,5.7,7.9,13.6,2.2,1.6,0.7,2.1,5.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2018-2019,British Basketball League
2023,PF,15,David Ulph,CHE,25,19.6,13.5,6.1,10.3,0.59,0.0,0.1,0.0,1.4,3.6,0.378,5.7,7.9,13.6,2.2,1.6,0.7,2.1,5.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2019-2020,British Basketball League
2023,PF,15,David Ulph,CHE,25,19.6,13.5,6.1,10.3,0.59,0.0,0.1,0.0,1.4,3.6,0.378,5.7,7.9,13.6,2.2,1.6,0.7,2.1,5.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2020-2021,British Basketball League
2023,PF,15,David Ulph,CHE,25,19.6,13.5,6.1,10.3,0.59,0.0,0.1,0.0,1.4,3.6,0.378,5.7,7.9,13.6,2.2,1.6,0.7,2.1,5.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2021-2022,British Basketball League
2023,PF,15,David Ulph,CHE,25,19.6,13.5,6.1,10.3,0.59,0.0,0.1,0.0,1.4,3.6,0.378,5.7,7.9,13.6,2.2,1.6,0.7,2.1,5.0,PF,6-7,216,Cheshire Phoenix,Widnes,"2015 NBA Draft, Undrafted",England,2022-2023,British Basketball League
2020,PF,1,Levi Bradley,BRI,12,24.0,29.5,10.7,24.8,0.43,3.2,9.2,0.345,5.0,6.5,0.769,2.5,6.0,8.5,0.5,0.5,0.3,1.7,4.2,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2011-2012,British Basketball League
2020,PF,1,Levi Bradley,BRI,12,24.0,29.5,10.7,24.8,0.43,3.2,9.2,0.345,5.0,6.5,0.769,2.5,6.0,8.5,0.5,0.5,0.3,1.7,4.2,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2012-2013,British Basketball League
2020,PF,1,Levi Bradley,BRI,12,24.0,29.5,10.7,24.8,0.43,3.2,9.2,0.345,5.0,6.5,0.769,2.5,6.0,8.5,0.5,0.5,0.3,1.7,4.2,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2013-2014,British Basketball League
2020,PF,1,Levi Bradley,BRI,12,24.0,29.5,10.7,24.8,0.43,3.2,9.2,0.345,5.0,6.5,0.769,2.5,6.0,8.5,0.5,0.5,0.3,1.7,4.2,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2014-2015,British Basketball League
2020,PF,1,Levi Bradley,BRI,12,24.0,29.5,10.7,24.8,0.43,3.2,9.2,0.345,5.0,6.5,0.769,2.5,6.0,8.5,0.5,0.5,0.3,1.7,4.2,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2015-2016,British Basketball League
2020,PF,1,Levi Bradley,BRI,12,24.0,29.5,10.7,24.8,0.43,3.2,9.2,0.345,5.0,6.5,0.769,2.5,6.0,8.5,0.5,0.5,0.3,1.7,4.2,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2016-2017,British Basketball League
2020,PF,1,Levi Bradley,BRI,12,24.0,29.5,10.7,24.8,0.43,3.2,9.2,0.345,5.0,6.5,0.769,2.5,6.0,8.5,0.5,0.5,0.3,1.7,4.2,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2017-2018,British Basketball League
2020,PF,1,Levi Bradley,BRI,12,24.0,29.5,10.7,24.8,0.43,3.2,9.2,0.345,5.0,6.5,0.769,2.5,6.0,8.5,0.5,0.5,0.3,1.7,4.2,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2018-2019,British Basketball League
2020,PF,1,Levi Bradley,BRI,12,24.0,29.5,10.7,24.8,0.43,3.2,9.2,0.345,5.0,6.5,0.769,2.5,6.0,8.5,0.5,0.5,0.3,1.7,4.2,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2019-2020,British Basketball League
2020,PF,1,Levi Bradley,BRI,12,24.0,29.5,10.7,24.8,0.43,3.2,9.2,0.345,5.0,6.5,0.769,2.5,6.0,8.5,0.5,0.5,0.3,1.7,4.2,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2020-2021,British Basketball League
2020,PF,1,Levi Bradley,BRI,12,24.0,29.5,10.7,24.8,0.43,3.2,9.2,0.345,5.0,6.5,0.769,2.5,6.0,8.5,0.5,0.5,0.3,1.7,4.2,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2021-2022,British Basketball League
2020,PF,1,Levi Bradley,BRI,12,24.0,29.5,10.7,24.8,0.43,3.2,9.2,0.345,5.0,6.5,0.769,2.5,6.0,8.5,0.5,0.5,0.3,1.7,4.2,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2022-2023,British Basketball League
2022,PF,5,Levi Bradley,CHE,28,26.8,23.2,8.9,19.5,0.456,3.0,8.2,0.367,2.4,2.9,0.804,1.8,5.1,6.9,1.8,1.0,0.5,1.9,3.9,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2011-2012,British Basketball League
2022,PF,5,Levi Bradley,CHE,28,26.8,23.2,8.9,19.5,0.456,3.0,8.2,0.367,2.4,2.9,0.804,1.8,5.1,6.9,1.8,1.0,0.5,1.9,3.9,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2012-2013,British Basketball League
2022,PF,5,Levi Bradley,CHE,28,26.8,23.2,8.9,19.5,0.456,3.0,8.2,0.367,2.4,2.9,0.804,1.8,5.1,6.9,1.8,1.0,0.5,1.9,3.9,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2013-2014,British Basketball League
2022,PF,5,Levi Bradley,CHE,28,26.8,23.2,8.9,19.5,0.456,3.0,8.2,0.367,2.4,2.9,0.804,1.8,5.1,6.9,1.8,1.0,0.5,1.9,3.9,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2014-2015,British Basketball League
2022,PF,5,Levi Bradley,CHE,28,26.8,23.2,8.9,19.5,0.456,3.0,8.2,0.367,2.4,2.9,0.804,1.8,5.1,6.9,1.8,1.0,0.5,1.9,3.9,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2015-2016,British Basketball League
2022,PF,5,Levi Bradley,CHE,28,26.8,23.2,8.9,19.5,0.456,3.0,8.2,0.367,2.4,2.9,0.804,1.8,5.1,6.9,1.8,1.0,0.5,1.9,3.9,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2016-2017,British Basketball League
2022,PF,5,Levi Bradley,CHE,28,26.8,23.2,8.9,19.5,0.456,3.0,8.2,0.367,2.4,2.9,0.804,1.8,5.1,6.9,1.8,1.0,0.5,1.9,3.9,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2017-2018,British Basketball League
2022,PF,5,Levi Bradley,CHE,28,26.8,23.2,8.9,19.5,0.456,3.0,8.2,0.367,2.4,2.9,0.804,1.8,5.1,6.9,1.8,1.0,0.5,1.9,3.9,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2018-2019,British Basketball League
2022,PF,5,Levi Bradley,CHE,28,26.8,23.2,8.9,19.5,0.456,3.0,8.2,0.367,2.4,2.9,0.804,1.8,5.1,6.9,1.8,1.0,0.5,1.9,3.9,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2019-2020,British Basketball League
2022,PF,5,Levi Bradley,CHE,28,26.8,23.2,8.9,19.5,0.456,3.0,8.2,0.367,2.4,2.9,0.804,1.8,5.1,6.9,1.8,1.0,0.5,1.9,3.9,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2020-2021,British Basketball League
2022,PF,5,Levi Bradley,CHE,28,26.8,23.2,8.9,19.5,0.456,3.0,8.2,0.367,2.4,2.9,0.804,1.8,5.1,6.9,1.8,1.0,0.5,1.9,3.9,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2021-2022,British Basketball League
2022,PF,5,Levi Bradley,CHE,28,26.8,23.2,8.9,19.5,0.456,3.0,8.2,0.367,2.4,2.9,0.804,1.8,5.1,6.9,1.8,1.0,0.5,1.9,3.9,SF,6-7,210,Bristol Flyers,Milwaukee (WI),"2019 NBA Draft, Undrafted",United States,2022-2023,British Basketball League
2020,PF,10,Bennett Koch,OHS,13,24.6,22.6,8.7,14.9,0.586,0.2,0.2,1.0,5.0,6.9,0.717,5.6,5.0,10.5,2.6,1.5,1.7,3.3,5.6,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2011-2012,British Basketball League
2020,PF,10,Bennett Koch,OHS,13,24.6,22.6,8.7,14.9,0.586,0.2,0.2,1.0,5.0,6.9,0.717,5.6,5.0,10.5,2.6,1.5,1.7,3.3,5.6,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2012-2013,British Basketball League
2020,PF,10,Bennett Koch,OHS,13,24.6,22.6,8.7,14.9,0.586,0.2,0.2,1.0,5.0,6.9,0.717,5.6,5.0,10.5,2.6,1.5,1.7,3.3,5.6,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2013-2014,British Basketball League
2020,PF,10,Bennett Koch,OHS,13,24.6,22.6,8.7,14.9,0.586,0.2,0.2,1.0,5.0,6.9,0.717,5.6,5.0,10.5,2.6,1.5,1.7,3.3,5.6,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2014-2015,British Basketball League
2020,PF,10,Bennett Koch,OHS,13,24.6,22.6,8.7,14.9,0.586,0.2,0.2,1.0,5.0,6.9,0.717,5.6,5.0,10.5,2.6,1.5,1.7,3.3,5.6,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2015-2016,British Basketball League
2020,PF,10,Bennett Koch,OHS,13,24.6,22.6,8.7,14.9,0.586,0.2,0.2,1.0,5.0,6.9,0.717,5.6,5.0,10.5,2.6,1.5,1.7,3.3,5.6,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2016-2017,British Basketball League
2020,PF,10,Bennett Koch,OHS,13,24.6,22.6,8.7,14.9,0.586,0.2,0.2,1.0,5.0,6.9,0.717,5.6,5.0,10.5,2.6,1.5,1.7,3.3,5.6,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2017-2018,British Basketball League
2020,PF,10,Bennett Koch,OHS,13,24.6,22.6,8.7,14.9,0.586,0.2,0.2,1.0,5.0,6.9,0.717,5.6,5.0,10.5,2.6,1.5,1.7,3.3,5.6,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2018-2019,British Basketball League
2020,PF,10,Bennett Koch,OHS,13,24.6,22.6,8.7,14.9,0.586,0.2,0.2,1.0,5.0,6.9,0.717,5.6,5.0,10.5,2.6,1.5,1.7,3.3,5.6,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2019-2020,British Basketball League
2020,PF,10,Bennett Koch,OHS,13,24.6,22.6,8.7,14.9,0.586,0.2,0.2,1.0,5.0,6.9,0.717,5.6,5.0,10.5,2.6,1.5,1.7,3.3,5.6,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2020-2021,British Basketball League
2020,PF,10,Bennett Koch,OHS,13,24.6,22.6,8.7,14.9,0.586,0.2,0.2,1.0,5.0,6.9,0.717,5.6,5.0,10.5,2.6,1.5,1.7,3.3,5.6,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2021-2022,British Basketball League
2020,PF,10,Bennett Koch,OHS,13,24.6,22.6,8.7,14.9,0.586,0.2,0.2,1.0,5.0,6.9,0.717,5.6,5.0,10.5,2.6,1.5,1.7,3.3,5.6,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2022-2023,British Basketball League
2021,PF,6,Bennett Koch,OHS,31,22.1,22.8,8.8,14.9,0.594,0.0,0.0,0.0,5.1,6.7,0.76,4.0,6.5,10.5,3.1,1.2,1.1,3.8,4.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2011-2012,British Basketball League
2021,PF,6,Bennett Koch,OHS,31,22.1,22.8,8.8,14.9,0.594,0.0,0.0,0.0,5.1,6.7,0.76,4.0,6.5,10.5,3.1,1.2,1.1,3.8,4.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2012-2013,British Basketball League
2021,PF,6,Bennett Koch,OHS,31,22.1,22.8,8.8,14.9,0.594,0.0,0.0,0.0,5.1,6.7,0.76,4.0,6.5,10.5,3.1,1.2,1.1,3.8,4.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2013-2014,British Basketball League
2021,PF,6,Bennett Koch,OHS,31,22.1,22.8,8.8,14.9,0.594,0.0,0.0,0.0,5.1,6.7,0.76,4.0,6.5,10.5,3.1,1.2,1.1,3.8,4.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2014-2015,British Basketball League
2021,PF,6,Bennett Koch,OHS,31,22.1,22.8,8.8,14.9,0.594,0.0,0.0,0.0,5.1,6.7,0.76,4.0,6.5,10.5,3.1,1.2,1.1,3.8,4.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2015-2016,British Basketball League
2021,PF,6,Bennett Koch,OHS,31,22.1,22.8,8.8,14.9,0.594,0.0,0.0,0.0,5.1,6.7,0.76,4.0,6.5,10.5,3.1,1.2,1.1,3.8,4.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2016-2017,British Basketball League
2021,PF,6,Bennett Koch,OHS,31,22.1,22.8,8.8,14.9,0.594,0.0,0.0,0.0,5.1,6.7,0.76,4.0,6.5,10.5,3.1,1.2,1.1,3.8,4.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2017-2018,British Basketball League
2021,PF,6,Bennett Koch,OHS,31,22.1,22.8,8.8,14.9,0.594,0.0,0.0,0.0,5.1,6.7,0.76,4.0,6.5,10.5,3.1,1.2,1.1,3.8,4.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2018-2019,British Basketball League
2021,PF,6,Bennett Koch,OHS,31,22.1,22.8,8.8,14.9,0.594,0.0,0.0,0.0,5.1,6.7,0.76,4.0,6.5,10.5,3.1,1.2,1.1,3.8,4.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2019-2020,British Basketball League
2021,PF,6,Bennett Koch,OHS,31,22.1,22.8,8.8,14.9,0.594,0.0,0.0,0.0,5.1,6.7,0.76,4.0,6.5,10.5,3.1,1.2,1.1,3.8,4.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2020-2021,British Basketball League
2021,PF,6,Bennett Koch,OHS,31,22.1,22.8,8.8,14.9,0.594,0.0,0.0,0.0,5.1,6.7,0.76,4.0,6.5,10.5,3.1,1.2,1.1,3.8,4.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2021-2022,British Basketball League
2021,PF,6,Bennett Koch,OHS,31,22.1,22.8,8.8,14.9,0.594,0.0,0.0,0.0,5.1,6.7,0.76,4.0,6.5,10.5,3.1,1.2,1.1,3.8,4.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2022-2023,British Basketball League
2022,C,6,Bennett Koch,OHS,24,16.4,22.8,8.5,16.5,0.519,0.0,0.0,0.0,5.7,8.4,0.681,4.4,8.2,12.6,2.6,1.0,2.1,4.6,6.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2011-2012,British Basketball League
2022,C,6,Bennett Koch,OHS,24,16.4,22.8,8.5,16.5,0.519,0.0,0.0,0.0,5.7,8.4,0.681,4.4,8.2,12.6,2.6,1.0,2.1,4.6,6.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2012-2013,British Basketball League
2022,C,6,Bennett Koch,OHS,24,16.4,22.8,8.5,16.5,0.519,0.0,0.0,0.0,5.7,8.4,0.681,4.4,8.2,12.6,2.6,1.0,2.1,4.6,6.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2013-2014,British Basketball League
2022,C,6,Bennett Koch,OHS,24,16.4,22.8,8.5,16.5,0.519,0.0,0.0,0.0,5.7,8.4,0.681,4.4,8.2,12.6,2.6,1.0,2.1,4.6,6.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2014-2015,British Basketball League
2022,C,6,Bennett Koch,OHS,24,16.4,22.8,8.5,16.5,0.519,0.0,0.0,0.0,5.7,8.4,0.681,4.4,8.2,12.6,2.6,1.0,2.1,4.6,6.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2015-2016,British Basketball League
2022,C,6,Bennett Koch,OHS,24,16.4,22.8,8.5,16.5,0.519,0.0,0.0,0.0,5.7,8.4,0.681,4.4,8.2,12.6,2.6,1.0,2.1,4.6,6.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2016-2017,British Basketball League
2022,C,6,Bennett Koch,OHS,24,16.4,22.8,8.5,16.5,0.519,0.0,0.0,0.0,5.7,8.4,0.681,4.4,8.2,12.6,2.6,1.0,2.1,4.6,6.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2017-2018,British Basketball League
2022,C,6,Bennett Koch,OHS,24,16.4,22.8,8.5,16.5,0.519,0.0,0.0,0.0,5.7,8.4,0.681,4.4,8.2,12.6,2.6,1.0,2.1,4.6,6.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2018-2019,British Basketball League
2022,C,6,Bennett Koch,OHS,24,16.4,22.8,8.5,16.5,0.519,0.0,0.0,0.0,5.7,8.4,0.681,4.4,8.2,12.6,2.6,1.0,2.1,4.6,6.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2019-2020,British Basketball League
2022,C,6,Bennett Koch,OHS,24,16.4,22.8,8.5,16.5,0.519,0.0,0.0,0.0,5.7,8.4,0.681,4.4,8.2,12.6,2.6,1.0,2.1,4.6,6.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2020-2021,British Basketball League
2022,C,6,Bennett Koch,OHS,24,16.4,22.8,8.5,16.5,0.519,0.0,0.0,0.0,5.7,8.4,0.681,4.4,8.2,12.6,2.6,1.0,2.1,4.6,6.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2021-2022,British Basketball League
2022,C,6,Bennett Koch,OHS,24,16.4,22.8,8.5,16.5,0.519,0.0,0.0,0.0,5.7,8.4,0.681,4.4,8.2,12.6,2.6,1.0,2.1,4.6,6.1,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2022-2023,British Basketball League
2023,C,7,Bennett Koch,OHS,37,20.7,23.2,9.1,16.3,0.562,0.0,0.1,0.0,4.9,6.3,0.79,2.9,6.6,9.4,1.7,0.8,1.0,3.4,5.9,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2011-2012,British Basketball League
2023,C,7,Bennett Koch,OHS,37,20.7,23.2,9.1,16.3,0.562,0.0,0.1,0.0,4.9,6.3,0.79,2.9,6.6,9.4,1.7,0.8,1.0,3.4,5.9,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2012-2013,British Basketball League
2023,C,7,Bennett Koch,OHS,37,20.7,23.2,9.1,16.3,0.562,0.0,0.1,0.0,4.9,6.3,0.79,2.9,6.6,9.4,1.7,0.8,1.0,3.4,5.9,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2013-2014,British Basketball League
2023,C,7,Bennett Koch,OHS,37,20.7,23.2,9.1,16.3,0.562,0.0,0.1,0.0,4.9,6.3,0.79,2.9,6.6,9.4,1.7,0.8,1.0,3.4,5.9,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2014-2015,British Basketball League
2023,C,7,Bennett Koch,OHS,37,20.7,23.2,9.1,16.3,0.562,0.0,0.1,0.0,4.9,6.3,0.79,2.9,6.6,9.4,1.7,0.8,1.0,3.4,5.9,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2015-2016,British Basketball League
2023,C,7,Bennett Koch,OHS,37,20.7,23.2,9.1,16.3,0.562,0.0,0.1,0.0,4.9,6.3,0.79,2.9,6.6,9.4,1.7,0.8,1.0,3.4,5.9,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States,2016-2017,British Basketball League
